"accepted_name","accepted_rank","lng","lat"
"Triakis","genus","-1.211500","50.804001"
"Isurus praecursor","species","-1.211500","50.804001"
"Isurolamna","genus","-1.211500","50.804001"
"Lamna","genus","-1.211500","50.804001"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
"Odontaspis winkleri","species","-1.211500","50.804001"
"Galeorhinus","genus","-1.211500","50.804001"
"Galeorhinus recticonus","species","-1.211500","50.804001"
"Galeorhinus","genus","-1.211500","50.804001"
"Physogaleus","genus","-1.211500","50.804001"
"Galeocerdo latidens","species","-1.211500","50.804001"
"Pristis lathami","species","-1.211500","50.804001"
"Anoxypristis","genus","-1.211500","50.804001"
"Propristis schweinfurthi","species","-1.211500","50.804001"
"Trygon jaekeli","species","-1.211500","50.804001"
"Aetobatis irregularis","species","-1.211500","50.804001"
"Aetobatus","genus","-1.211500","50.804001"
"Rhinoptera","genus","-1.211500","50.804001"
"Myliobatis dixoni","species","-1.211500","50.804001"
"Myliobatis striatus","species","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Archaeomanta melenhorsti","species","-1.211500","50.804001"
"Burnhamia daviesi","species","-1.211500","50.804001"
"Burnhamia","genus","-1.211500","50.804001"
"Notorhynchus","genus","-1.211500","50.804001"
"Eostegostoma","genus","-1.211500","50.804001"
"Squatina prima","species","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Isurus praecursor","species","-1.211500","50.804001"
"Isurolamna","genus","-1.211500","50.804001"
"Lamna","genus","-1.211500","50.804001"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
"Odontaspis winkleri","species","-1.211500","50.804001"
"Galeorhinus recticonus","species","-1.211500","50.804001"
"Galeorhinus","genus","-1.211500","50.804001"
"Physogaleus","genus","-1.211500","50.804001"
"Galeocerdo latidens","species","-1.211500","50.804001"
"Pristis lathami","species","-1.211500","50.804001"
"Anoxypristis","genus","-1.211500","50.804001"
"Trygon jaekeli","species","-1.211500","50.804001"
"Aetobatis irregularis","species","-1.211500","50.804001"
"Aetobatus","genus","-1.211500","50.804001"
"Rhinoptera","genus","-1.211500","50.804001"
"Myliobatis dixoni","species","-1.211500","50.804001"
"Myliobatis striatus","species","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Burnhamia daviesi","species","-1.211500","50.804001"
"Burnhamia","genus","-1.211500","50.804001"
"Notorhynchus","genus","-1.211500","50.804001"
"Nebrius","genus","-1.211500","50.804001"
"Hemiscyllium","genus","-1.211500","50.804001"
"Eostegostoma","genus","-1.211500","50.804001"
"Isistius","genus","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Scyliorhinus pattersoni","species","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Triakis","genus","-1.211500","50.804001"
"Isurus praecursor","species","-1.211500","50.804001"
"Isurolamna","genus","-1.211500","50.804001"
"Lamna","genus","-1.211500","50.804001"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
"Odontaspis winkleri","species","-1.211500","50.804001"
"Galeorhinus","genus","-1.211500","50.804001"
"Physogaleus","genus","-1.211500","50.804001"
"Galeocerdo latidens","species","-1.211500","50.804001"
"Pristis lathami","species","-1.211500","50.804001"
"Trygon jaekeli","species","-1.211500","50.804001"
"Aetobatis irregularis","species","-1.211500","50.804001"
"Myliobatis dixoni","species","-1.211500","50.804001"
"Myliobatis striatus","species","-1.211500","50.804001"
"Burnhamia daviesi","species","-1.211500","50.804001"
"Burnhamia","genus","-1.211500","50.804001"
"Notorhynchus","genus","-1.211500","50.804001"
"Nebrius","genus","-1.211500","50.804001"
"Eostegostoma","genus","-1.211500","50.804001"
"Squatina prima","species","-1.211500","50.804001"
"Squalus minor","species","-1.211500","50.804001"
"Isistius","genus","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Abdounia","genus","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Scyliorhinus pattersoni","species","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Scyliorhinus","genus","-1.211500","50.804001"
"Isurus praecursor","species","-1.211500","50.804001"
"Isurolamna","genus","-1.211500","50.804001"
"Lamna","genus","-1.211500","50.804001"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
 species not entered","Carcharias","11062","-1.211500"
"Odontaspis winkleri","species","-1.211500","50.804001"
"Galeorhinus recticonus","species","-1.211500","50.804001"
"Galeorhinus","genus","-1.211500","50.804001"
"Physogaleus","genus","-1.211500","50.804001"
"Galeocerdo latidens","species","-1.211500","50.804001"
"Pristis lathami","species","-1.211500","50.804001"
"Anoxypristis","genus","-1.211500","50.804001"
"Trygon jaekeli","species","-1.211500","50.804001"
"Aetobatis irregularis","species","-1.211500","50.804001"
"Rhinoptera","genus","-1.211500","50.804001"
"Myliobatis dixoni","species","-1.211500","50.804001"
"Myliobatis striatus","species","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Myliobatis","genus","-1.211500","50.804001"
"Archaeomanta melenhorsti","species","-1.211500","50.804001"
"Burnhamia daviesi","species","-1.211500","50.804001"
"Selachii","unranked clade","-1.211500","50.804001"
"Selachii","unranked clade","-1.211500","50.804001"
"Selachii","unranked clade","-1.211500","50.804001"
"Selachii","unranked clade","-1.211500","50.804001"
"Propristis","genus","31.250834","30.077778"
"Carcharias (Aprionodon) frequens","species","31.250834","30.077778"
"Propristis schweinfurthi","species","31.250834","30.077778"
"Lamna","genus","31.250834","30.077778"
 obsolete variant of","Chrysophris","11199","18.866667"
"Odontaspis","genus","3.216667","6.900000"
"Myliobatis","genus","3.216667","6.900000"
"Lamna obliqua","species","50.114166","26.425833"
"Lamna","genus","50.114166","26.425833"
"Lamna","genus","50.114166","26.425833"
"Lamna","genus","50.114166","26.425833"
"Hemipristis serra","species","50.114166","26.425833"
"Galeocerdo latidens","species","50.114166","26.425833"
"Sphyrna prisca","species","50.114166","26.425833"
"Myliobatis","genus","50.114166","26.425833"
"Odontaspis macrota","species","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Myliobatis","genus","7.083333","6.833333"
"Odontaspis","genus","7.083333","6.833333"
"Ginglymostoma","genus","7.083333","6.833333"
"Odontaspis macrota","species","-1.783333","50.849998"
"Odontaspis macrota","species","-1.483333","50.916668"
"Aprionodon","genus","-1.691667","50.738888"
"Carcharodon auriculatus","species","-1.691667","50.738888"
"Notidanus primigenius","species","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Pristis bisulcatus","species","-1.691667","50.738888"
"Aetobatus","genus","-1.691667","50.738888"
"Aprionodon","genus","-1.691667","50.738888"
"Galeocerdo","genus","-1.691667","50.738888"
"Lamna vincenti","species","-1.691667","50.738888"
"Odontaspis acutissima","species","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Odontaspis","genus","-1.691667","50.738888"
"Physodon secundus","species","-1.691667","50.738888"
"Scyliorhinus","genus","-1.691667","50.738888"
"Squatina","genus","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Pristis bisulcatus","species","-1.691667","50.738888"
"Lamna obliqua","species","-1.691667","50.738888"
"Odontaspis cuspidata","species","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Lamna obliqua","species","-1.691667","50.738888"
"Odontaspis cuspidata","species","-1.691667","50.738888"
"Odontaspis macrota","species","-1.691667","50.738888"
"Squatina","genus","-1.691667","50.738888"
"Hemipristis serra","species","-70.050003","10.366667"
"Carcharhinus obscurus","species","-70.050003","10.366667"
"Carcharhinus perezi","species","-70.050003","10.366667"
"Hemipristis","genus","-114.900002","27.700001"
"Carcharodon hastalis","species","-114.900002","27.700001"
 species not entered","Aetobatus","11515","-114.900002"
"Carcharodon","genus","-114.900002","27.700001"
"Carcharhinus","genus","-114.900002","27.700001"
"Carcharocles","genus","-114.900002","27.700001"
"Hemipristis","genus","-114.900002","27.700001"
"Carcharodon hastalis","species","-114.900002","27.700001"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.753899","45.977699"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.766899","46.026402"
"Myledaphus bipartitus","species","-103.774597","46.209202"
"Myledaphus bipartitus","species","-103.964401","46.381901"
"Myledaphus bipartitus","species","-103.961700","45.948799"
"Myledaphus bipartitus","species","-103.961700","45.948799"
"Myledaphus bipartitus","species","-103.939697","46.406399"
"Squatirhina americana","species","-103.939697","46.406399"
"Myledaphus bipartitus","species","-103.300003","46.099998"
"Myledaphus bipartitus","species","-103.964401","46.381901"
"Myledaphus bipartitus","species","-103.836998","46.180302"
"Myledaphus bipartitus","species","-104.023300","46.449799"
"Myledaphus bipartitus","species","-103.897903","46.334000"
"Squatirhina americana","species","-103.897903","46.334000"
"Myledaphus bipartitus","species","-103.897903","46.334000"
"Myledaphus bipartitus","species","-111.494652","50.736988"
"Myledaphus bipartitus","species","-111.511536","50.752384"
"Myledaphus bipartitus","species","-111.480057","50.737049"
"Myledaphus bipartitus","species","-111.458488","50.749004"
"Myledaphus bipartitus","species","-111.510078","50.748341"
"Myledaphus bipartitus","species","-111.502129","50.747658"
"Myledaphus bipartitus","species","-103.946098","45.939030"
"Myledaphus bipartitus","species","-103.946098","45.939030"
"Chiloscyllium missouriense","species","-111.138977","50.068684"
"Myledaphus bipartitus","species","-111.138977","50.068684"
"Synodontaspis hardingi","species","-110.872475","49.127655"
"Archaeolamna kopingensis","species","-110.872475","49.127655"
"Chiloscyllium missouriense","species","-110.872475","49.127655"
"Myledaphus bipartitus","species","-110.872475","49.127655"
"Squatina hassei","species","-110.872475","49.127655"
"Synodontaspis hardingi","species","-110.874527","49.127880"
"Myledaphus bipartitus","species","-110.874527","49.127880"
"Squatina hassei","species","-110.874527","49.127880"
"Myledaphus bipartitus","species","-110.938988","49.098022"
"Chiloscyllium missouriense","species","-110.939667","49.100048"
"Myledaphus bipartitus","species","-110.939667","49.100048"
"Myledaphus bipartitus","species","-110.941040","49.101849"
"Scoliodon","genus","68.650002","23.566668"
"Myliobatis","genus","68.687500","23.505501"
"Myliobatis","genus","68.683334","23.652779"
"Galeocerdo latidens","species","70.116669","29.933332"
"Hemipristis wyattdurhami","species","-92.901665","31.656668"
"Galeocerdo clarkensis","species","-92.901665","31.656668"
"Prionodon gibbesi","species","-92.901665","31.656668"
"Ginglymostoma serra","species","-92.901665","31.656668"
"Odontaspis","genus","-92.901665","31.656668"
"Pristis","genus","-92.901665","31.656668"
 obsolete variant of","Myliobatis","12024","-92.901665"
"Striatolamia macrota","species","-96.541664","30.629999"
"Abdounia","genus","-96.541664","30.629999"
"Abdounia","genus","-96.541664","30.629999"
"Galeocerdo latidens","species","-96.541664","30.629999"
"Prionodon gibbesi","species","-96.541664","30.629999"
"Striatolamia macrota","species","-99.433334","27.533333"
"Carcharhinus","genus","-99.433334","27.533333"
"Galeocerdo eaglesomei","species","-99.433334","27.533333"
"Pristis","genus","-99.433334","27.533333"
"Striatolamia macrota","species","-87.900002","31.500000"
"Negaprion","genus","-87.900002","31.500000"
"Galeocerdo latidens","species","-87.900002","31.500000"
"Hemipristis","genus","-87.900002","31.500000"
"Abdounia","genus","-87.900002","31.500000"
"Ginglymostoma serra","species","-83.359169","32.905556"
"Carcharias","genus","-83.359169","32.905556"
"Carcharodon auriculatus","species","-83.359169","32.905556"
"Isurus","genus","-83.359169","32.905556"
"Lamna","genus","-83.359169","32.905556"
"Abdounia","genus","-83.359169","32.905556"
"Galeocerdo latidens","species","-83.359169","32.905556"
"Hemipristis","genus","-83.359169","32.905556"
"Prionodon gibbesi","species","-83.359169","32.905556"
"Physogaleus","genus","-83.359169","32.905556"
"Squatina","genus","-83.359169","32.905556"
"Propristis schweinfurthi","species","-83.359169","32.905556"
"Raja","genus","-83.359169","32.905556"
"Myliobatis","genus","-83.359169","32.905556"
"Rhinoptera","genus","-83.359169","32.905556"
"Ginglymostoma serra","species","-90.738899","35.020000"
"Galeorhinus","genus","-90.738899","35.020000"
"Propristis schweinfurthi","species","-90.738899","35.020000"
"Carcharias","genus","-90.711388","35.242222"
"Abdounia","genus","-90.711388","35.242222"
"Prionodon gibbesi","species","-90.711388","35.242222"
"Myledaphus bipartitus","species","-110.840065","49.081963"
"Myledaphus bipartitus","species","-110.684402","49.075459"
"Myledaphus bipartitus","species","-110.683640","49.077595"
"Myledaphus bipartitus","species","-106.383301","49.366669"
"Rhinoptera","genus","64.666664","41.500000"
"Burnhamia","genus","64.666664","41.500000"
"Myliobatis","genus","64.666664","41.500000"
"Abdounia","genus","64.666664","41.500000"
"Physodon","genus","64.666664","41.500000"
"Aprionodon","genus","64.666664","41.500000"
"Carcharhinidae","family","64.666664","41.500000"
"Odontaspis","genus","64.666664","41.500000"
"Odontaspis","genus","64.666664","41.500000"
"Striatolamia macrota","species","64.666664","41.500000"
"Rhinoptera","genus","64.666664","41.500000"
"Burnhamia","genus","64.666664","41.500000"
"Myliobatis","genus","64.666664","41.500000"
"Abdounia","genus","64.666664","41.500000"
"Physodon","genus","64.666664","41.500000"
"Aprionodon","genus","64.666664","41.500000"
"Galeorhinus","genus","64.666664","41.500000"
"Odontaspis","genus","64.666664","41.500000"
"Striatolamia macrota","species","64.666664","41.500000"
"Carcharodon auriculatus","species","64.666664","41.500000"
"Onchopristis","genus","12.766670","26.583330"
"Carcharias","genus","12.766670","26.583330"
"Myledaphus bipartitus","species","-112.911301","51.709999"
"Odontaspis macrota","species","139.383331","-35.316666"
"Notidanus primigenius","species","139.383331","-35.316666"
"Carcharodon angustidens","species","139.383331","-35.316666"
"Chiloscyllium missouriense","species","-110.848457","49.137970"
"Myledaphus bipartitus","species","-110.848457","49.137970"
"Myledaphus bipartitus","species","-110.719452","49.161789"
"Myledaphus bipartitus","species","-110.700768","49.076290"
"Lamna","genus","139.449997","-35.283333"
"Myledaphus bipartitus","species","-104.637001","43.116329"
"Squatirhina americana","species","-104.637001","43.116329"
"Myledaphus bipartitus","species","-108.667801","41.568298"
"Squatirhina americana","species","-108.667801","41.568298"
"Myledaphus bipartitus","species","-108.648598","41.568298"
"Chiloscyllium missouriense","species","-110.715843","49.074078"
"Myledaphus bipartitus","species","-110.715843","49.074078"
"Myledaphus bipartitus","species","-110.702820","49.075844"
