"Carcharias (Prionodon) egertoni","species","15.97","13.82","23697"
"Carcharias striatula","species","113","100.5","30524"
"Carcharias taurus","species","0.126","0.0117","1962"
"Carcharias taurus","species","0.126","0.0117","1962"
"Carcharias taurus","species","11.608","5.333","52569"
"Carcharias taurus","species","11.608","5.333","52569"
"Carcharias taurus","species","11.608","5.333","52909"
"Carcharias taurus","species","11.608","5.333","52968"
"Carcharias taurus","species","11.62","7.246","45189"
"Carcharias taurus","species","13.6","10.3","3581"
"Carcharias taurus","species","13.82","7.246","52582"
"Carcharias taurus","species","15.97","11.608","52569"
"Carcharias taurus","species","15.97","11.608","52781"
"Carcharias taurus","species","15.97","13.82","13672"
"Carcharias taurus","species","1.8","0.3","15601"
"Carcharias taurus","species","1.8","0.3","1960"
"Carcharias taurus","species","1.806","0.781","14149"
"Carcharias taurus","species","20.44","13.82","48529"
"Carcharias taurus","species","20.44","15.97","50623"
"Carcharias taurus","species","20.44","15.97","52582"
"Carcharias taurus","species","20.44","15.97","52582"
"Carcharias taurus","species","23.03","11.608","13672"
"Carcharias taurus","species","23.03","20.44","13672"
"Carcharias taurus","species","23.03","20.44","52582"
"Carcharias taurus","species","2.588","0.781","13534"
"Carcharias taurus","species","28.1","23.03","13672"
"Carcharias taurus","species","28.1","23.03","13672"
"Carcharias taurus","species","5.333","2.588","49963"
"Carcharias taurus","species","5.333","3.6","18094"
"Carcharias taurus","species","5.333","3.6","43697"
"Carcharias taurus","species","5.333","3.6","48533"
"Carcharias taurus","species","5.333","3.6","48533"
"Carcharias taurus","species","5.333","3.6","48533"
"Carcharias taurus","species","5.333","3.6","48533"
"Carcharias taurus","species","7.246","5.333","13672"
"Carcharias taurus","species","7.246","5.333","15398"
"Carcharias taurus","species","7.246","5.333","52582"
"Carcharias tenuis","species","66","61.6","30479"
"Carcharias tenuis","species","66","61.6","30479"
"Carcharias tenuis","species","83.5","70.6","45317"
"Carcharias tenuis","species","83.5","70.6","45317"
"Carcharias tenuis","species","83.6","72.1","45317"
"Carcharias tenuis","species","83.6","72.1","45317"
"Carcharocles megalodon","species","10.3","4.9","16571"
"Carcharocles megalodon","species","10.3","4.9","38040"
"Carcharocles megalodon","species","10.3","4.9","38040"
"Carcharocles megalodon","species","10.3","4.9","46620"
"Carcharocles megalodon","species","11.608","2.588","48529"
"Carcharocles megalodon","species","11.608","2.588","52960"
"Carcharocles megalodon","species","11.608","3.6","49081"
"Carcharocles megalodon","species","11.608","3.6","52569"
"Carcharocles megalodon","species","11.608","3.6","52962"
"Carcharocles megalodon","species","11.608","5.333","11553"
"Carcharocles megalodon","species","11.608","5.333","13708"
"Carcharocles megalodon","species","11.608","5.333","38039"
"Carcharocles megalodon","species","11.608","5.333","38039"
"Carcharocles megalodon","species","11.608","5.333","48465"
"Carcharocles megalodon","species","11.608","5.333","48465"
"Carcharocles megalodon","species","11.608","5.333","49081"
"Carcharocles megalodon","species","11.608","5.333","49081"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52569"
"Carcharocles megalodon","species","11.608","5.333","52618"
"Carcharocles megalodon","species","11.608","5.333","52909"
"Carcharocles megalodon","species","11.608","5.333","52963"
"Carcharocles megalodon","species","11.608","5.333","52965"
"Carcharocles megalodon","species","11.608","5.333","52966"
"Carcharocles megalodon","species","11.608","5.333","52975"
"Carcharocles megalodon","species","11.608","5.333","52975"
"Carcharocles megalodon","species","11.608","5.333","52975"
"Carcharocles megalodon","species","11.608","5.333","52979"
"Carcharocles megalodon","species","11.608","5.333","5419"
"Carcharocles megalodon","species","11.608","6.5","48465"
"Carcharocles megalodon","species","11.62","7.246","16797"
"Carcharocles megalodon","species","11.62","7.246","16797"
"Carcharocles megalodon","species","11.62","7.246","24176"
"Carcharocles megalodon","species","11.62","7.246","37592"
"Carcharocles megalodon","species","11.62","7.246","38040"
"Carcharocles megalodon","species","11.62","7.246","38040"
"Carcharocles megalodon","species","11.62","7.246","38749"
"Carcharocles megalodon","species","11.62","7.246","45189"
"Carcharocles megalodon","species","11.62","7.246","48619"
"Carcharocles megalodon","species","11.62","7.246","49081"
"Carcharocles megalodon","species","11.62","7.246","52363"
