Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
161517,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,lucifer,"Jordan & Snyder, 1902",,,,,"",Blackbelly Lanternshark,,,LC,,3.1,2009,unknown,N
161407,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,molleri,"(Whitley, 1939)",,,,,"","Slendertail Lanternshark, Moller's Lanternshark",,,DD,,3.1,2015,unknown,N
60240,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,perryi,"Springer & Burgess, 1985",,,,,"",Dwarf Lanternshark,,,DD,,3.1,2006,unknown,N
60241,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,polli,"Bigelow, Schroeder & Springer, 1953",,,,,"",African Lanternshark,Sagre À Menton Lisse,Tollo Lucerno Africano,DD,,3.1,2006,unknown,N
60242,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,princeps,"Collett, 1904",,,,,"",Great Lanternshark,"Sagre Rude, Rough Sagre",Tollo Lucero Raspa,DD,,3.1,2006,unknown,N
41809,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pseudosqualiolus,"Last, Burgess & Séret, 2002",,,,,"",False Pygmy Shark,,,LC,,3.1,2003,unknown,N
161443,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pusillus,"(Lowe, 1839)",,,,,Acanthidium pusillum  ,Smooth Lanternshark,Sagre Nain,Tollo Lucero Liso,LC,,3.1,2009,unknown,N
63160,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pycnolepis,"Kotlyar, 1990",,,,,"",Densescale Lanternshark,,,DD,,3.1,2007,unknown,N
60243,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,robinsi,"Schofield & Burgess, 1997",,,,,"",West Indian Lanternshark,,,LC,,3.1,2006,unknown,N
60246,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,schultzi,"Bigelow, Schroeder & Springer, 1953",,,,,"",Fringefin Lanternshark,Sagre Á Nageoires Frangées,Tollo Lucero Franjeado,LC,,3.1,2006,unknown,N
60244,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,sentosus,"Bass, D'Aubrey & Kistnasamy, 1976",,,,,"",Thorny Lanternshark,Sagre Épineux,Tollo Lucerno Espinudo,LC,,3.1,2006,unknown,N
161388,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,spinax,"(Linnaeus, 1758)",,,,,Squalus spinax  ,Velvet Belly Lanternshark,,,LC,,3.1,2009,unknown,N
161448,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,splendidus,"Yano, 1988",,,,,"",Splendid Lanternshark,,,DD,,3.1,2009,unknown,N
161727,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,unicolor,"(Engelhardt, 1912)",,,,,Etmopterus compagnoi  |Spinax unicolor  ,Brown Lanternshark,,,DD,,3.1,2009,unknown,N
161441,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,villosus,"Gilbert, 1905",,,,,"",Hawaiian Lanternshark,,,LC,,3.1,2009,unknown,N
60245,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,virens,"Bigelow, Schroeder & Springer, 1953",,,,,"",Green Lanternshark,Sagre Vert,Tollo Lucero Verde,LC,,3.1,2006,unknown,N
41873,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,Eucrossorhinus,dasypogon,"(Bleeker, 1867)",,,,,"",Tasselled Wobbegong,,,LC,,3.1,2015,unknown,N
44603,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicroides,zantedeschia,"Hulley & Penrith, 1966",,,,,"",Taillight Shark,,,DD,,3.1,2009,unknown,N
60210,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicrus,bispinatus,"(Quoy & Gaimard, 1824)",,,,,"",Pygmy Shark,Squale Pygmée,Tollo Pigmeo,LC,,3.1,2015,unknown,N
41810,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Eusphyra,blochii,"(Cuvier, 1816)",,,,,Zygaena blochii,"Winghead Shark, Slender Hammerhead",,,EN,A2d+3d,3.1,2016,decreasing,N
161584,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,atripinna,"(Bigelow & Schroeder, 1950)",,,,,Breviraja atripinna  ,Blackfin Pygmy Skate,,,DD,,3.1,2009,unknown,N
161693,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,cubensis,"(Bigelow & Schroeder, 1950)",,,,,Breviraja cubensis  ,Cuban Pygmy Skate,,,DD,,3.1,2009,unknown,N
161359,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,ishiyamai,"(Bigelow & Schroeder, 1962)",,,,,Breviraja ishiyamai  ,"Ishiyama's Windowskate, Plain Pygmy Skate",,,DD,,3.1,2009,unknown,N
161502,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,maceachrani,"(Séret, 1989)",,,,,Gurgesiella maceachrani  ,Madagascar Pygmy Skate,,,DD,,3.1,2009,unknown,N
161592,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,mamillidens,"(Alcock, 1889)",,,,,Raja mamillidens  ,Prickly Skate,,,DD,,3.1,2009,unknown,N
161642,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,plutonia,"(Garman, 1881)",,,,,Raja plutonia  ,,,,DD,,3.1,2009,unknown,N
161348,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,sibogae,"(Weber, 1913)",,,,,Gurgesiella sibogae  |Raja sibogae  ,Siboga Pygmy Skate,,,DD,,3.1,2009,unknown,N
161656,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,sinusmexicanus,"(Bigelow & Schroeder, 1950)",,,,,Breviraja sinusmexicanus  ,Gulf of Mexico Pygmy Skate,,,DD,,3.1,2009,unknown,N
41811,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Figaro,boardmani,"(Whitley, 1928)",,,,,Galeus boardmani  |Pristiurus boardmani  ,"Australian Sawtail Shark, Banded Shark, Sawtail Shark",,,LC,,3.1,2016,unknown,N
42711,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Figaro,striatus,"Gledhill, Last & White, 2008",,,,,Galeus striatus  ,Northern Sawtail Shark,,,DD,,3.1,2016,unknown,N
161719,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,kittipongi,"Vidthayanon & Roberts, 2005",,,,,Himantura kittipongi,,,,EN,"B1ab(iii,v)",3.1,2007,unknown,N
44185,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,oxyrhyncha,"(Sauvage, 1878)",,,,,Himantura krempfi  |Himantura oxyrhyncha|Himantura oxyrhynchus  |Trygon oxyrhynchus  ,"Longnose Marbled Whipray, Longnose Marbled Stingray, Marbled Freshwater Stingray",,,EN,B1ab(iii),3.1,2016,unknown,N
39411,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,signifer,"(Compagno & Roberts, 1982)",,,,,Himantura signifer,"White-edge Freshwater Whipray, White-rimmed Stingray",,,EN,B1ab(iii),3.1,2016,unknown,N
60151,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,colarensis,"(Santos, Gomes & Charvet-Almeida, 2004)",,,,,Dasyatis colarensis,Colares Stingray,,,VU,A3d,3.1,2016,unknown,N
39406,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,garouaensis,"(Stauch & Blanc, 1962)",,,,,Dasyatis garouaensis|Potamotrygon garouaensis  ,"Smooth Freshwater Stingray, Niger Stingray, Niger Stingray, Smooth Freshwater Stingray",,,VU,"B1ab(iii,iv,v); C2a(ii)",3.1,2016,decreasing,N
60153,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,geijskesi,"(Boeseman,1948)",,,,,Dasyatis geijskesi,"Sharpsnout Stingray, Wingfin Stingray",Pastenague Bécune,Raja-látigo Picúa,NT,,3.1,2016,unknown,N
161495,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,margarita,"(Günther, 1870)",,,,,Dasyatis margarita|Trygon margarita  ,,,,EN,A2bd+3bd+4bd,3.1,2016,decreasing,N
161520,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,margaritella,"(Compagno & Roberts, 1984)",,,,,Dasyatis margaritella,,,,DD,,3.1,2016,unknown,N
39414,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fontitrygon,ukpam,"(Smith, 1863)",,,,,Dasyatis ukpam  |Hemitrygon ukpam  |Urogymnus ukpam,"Pincushion Ray, Thorny Freshwater Stingray",,,EN,"B1ab(i,ii,iii,iv)",3.1,2016,unknown,N
39351,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Furgaleus,macki,"(Whitley, 1943)",,,,,Fur macki,Whiskery Shark,,,LC,,3.1,2016,increasing,N
39378,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Galeocerdo,cuvier,"(Péron & Lesueur, 1822)",,,,,Squalus cuvier  ,Tiger Shark,,,NT,,3.1,2009,unknown,N
39352,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,"(Linnaeus, 1758)",,,,,"","Tope, Oil Shark, Penny Dog, Rig, School Shark, Snapper Shark, Soupfin, Soupie, Southern Tope, Sweet William, Tiburon, Liver-oil Shark, Toper, Tope Shark, Vitamin Shark, Whithound, Miller's Dog","Chien De Mer, Cagnot, Canicule, Haut, Milandré, Palloun, Requin-hâ, Tchi, Touille","Bosti, Bostrich, Cacao, Ca Marí, Cassó, Cazón, Gat, Musola, Musola Carallo, Pez Calzón, Pez Peine, Tiburón Trompa De Cristal, Tiburón Vitamínico",VU,A2bd+3d+4bd,3.1,2006,decreasing,N
161732,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,antillensis,"Springer, 1979",,,,,"",Antilles Catshark,,,DD,,3.1,2009,unknown,N
161479,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,arae,"(Nichols, 1927)",,,,,Galeus arae subspecies arae|Pristiurus arae  ,"Roughtail Catshark, Marbled Catshark",Chien à Queue Rude,Pintarroja Rabolija,LC,,3.1,2009,unknown,N
63149,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,atlanticus,"(Vaillant, 1888)",,,,,Pristiurus atlanticus,Atlantic Sawtail Catshark,Chien Atlantique,Pintarroja Atlántica,NT,,3.1,2007,unknown,N
161460,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,cadenati,"Springer, 1966",,,,,"",Longfin Sawtail Catshark,,,DD,,3.1,2009,unknown,N
161364,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,eastmani,"(Jordan & Snyder, 1904)",,,,,Pristiurus eastmani  ,Geko Catshark,,,LC,,3.1,2009,unknown,N
41812,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,gracilis,"Compagno & Stevens, 1993",,,,,"",Slender Sawtail Shark,,,DD,,3.1,2016,unknown,N
161473,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,longirostris,"Tachikawa & Taniuchi, 1987",,,,,"",Longnose Sawtail Catshark,,,DD,,3.1,2009,unknown,N
161398,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,melastomus,"Rafinesque, 1810",,,,,"",Blackmouth Catshark,,,LC,,3.1,2009,stable,N
44578,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,mincaronei,"Soto, 2001",,,,,"",Southern Sawtail Catshark,,Tubarão-cauda-de-serra-do-sul,VU,B1ab(v),3.1,2004,decreasing,N
161705,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,murinus,"(Collett, 1904)",,,,,Pristiurus murinus  ,Mouse Catshark,Chien Nordique,,LC,,3.1,2015,stable,N
161567,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,nipponensis,"Nakaya, 1975",,,,,"",Broadfin Sawtail Catshark,,,DD,,3.1,2009,unknown,N
60228,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,piperatus,"Springer & Wagner, 1966",,,,,"",Peppered Catshark,Chien Poivré,Pejegato Pimienta,LC,,3.1,2006,unknown,N
44649,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,polli,"Cadenat, 1959",,,,,"",African Sawtail Catshark,,,LC,,3.1,2004,stable,N
195425,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,priapus,"Séret & Last, 2008",,,,,"",Phallic Catshark,Chien Priape,,LC,,3.1,2011,unknown,N
161406,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,sauteri,"(Jordan & Richardson, 1909)",,,,,Pristiurus sauteri  ,Blacktip Sawtail Catshark,Chien Lime,Pintarroja Rabonegro,DD,,3.1,2009,unknown,N
161333,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,schultzi,"Springer, 1979",,,,,"",Dwarf Sawtail Catshark,,,DD,,3.1,2009,unknown,N
161498,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,springeri,"Konstantinou & Cozzi, 1998",,,,,"",,,,DD,,3.1,2009,unknown,N
60223,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Ginglymostoma,cirratum,"(Bonnaterre, 1788)",,,,,"",Nurse Shark,,"Gata, Tiburón-gata",DD,,3.1,2006,unknown,N
63132,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,cemiculus,"(Geoffroy Saint-Hilaire, 1817)",,,,,Rhina cemiculus|Rhinobatos cemiculus,Blackchin Guitarfish,Guitarre De Mer Fouisseuse,"Guitarra Barbanegra, Guitarró",EN,A4bd,3.1,2016,decreasing,N
60166,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,granulatus,"(Cuvier, 1829)",,,,,Rhinobatos granulatus  ,Sharpnose Guitarfish,,,VU,A2bd+3d+4d,3.1,2016,decreasing,N
161408,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,halavi,"(Forsskål, 1775)",,,,,Raja halavi  |Rhinobatos halavi  ,Halavi Guitarfish,,,DD,,3.1,2016,unknown,N
60170,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,obtusus,"(Müller & Henle, 1841)",,,,,Rhinobatos obtusus,Widenose Guitarfish,,,VU,A2bd+3d+4d,3.1,2016,decreasing,N
60175,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,thouin,"(Anonymous [Lacepède], 1798)",,,,,Raja thouin|Rhinobatos thouin,Clubnose Guitarfish,,,VU,A2abd+3bd+4abd,3.1,2016,unknown,N
41849,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,GLAUCOSTEGIDAE,Glaucostegus,typus,"(Anonymous [Bennett], 1830)",,,,,Rhinobatos typus,"Giant Shovelnose Ray, Common Shovelnose Ray",,,VU,A2bd+3bd+4bd,3.1,2016,decreasing,N
9281,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,gangeticus,"(Müller & Henle, 1839)",,,,,"",Ganges Shark,,,CR,A2cde; C2b,3.1,2007,decreasing,N
42712,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,garricki,"Compagno, White & Last, 2008",,,,,Glyphis sp. subspecies C,"New Guinea River Shark, Northern River Shark",,,CR,C2a(i),3.1,2003,decreasing,N
39379,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,glyphis,"(Müller & Henle, 1839)",,,,,Carcharias glyphis  |Glyphis sp. nov. A  ,Speartooth Shark,,,EN,C2a(i),3.1,2009,decreasing,N
161611,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,siamensis,"(Steindachner, 1896)",,,,,Carcharias siamensis  ,Irrawaddy River Shark,,,CR,"B1ab(iii,v)",3.1,2009,unknown,N
41813,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Gogolia,filewoodi,"Compagno, 1973",,,,,"",Sailback Houndshark,,,DD,,3.1,2003,unknown,N
41814,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Gollum,attenuatus,(Garrick 1954),,,,,"",Slender Smoothhound,,,LC,,3.1,2003,unknown,N
63161,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Gurgesiella,atlantica,"(Bigelow & Schroeder, 1962)",,,,,"",Atlantic Pygmy Skate,,,DD,,3.1,2007,unknown,N
44656,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Gurgesiella,dorsalifera,"McEachran & Compagno, 1980",,,,,"",Onefin Skate,,,VU,B1ab(v),3.1,2004,decreasing,N
44654,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Gurgesiella,furvescens,"de Buen, 1959",,,,,"",Dusky Finless Skate,,,LC,,3.1,2004,unknown,N
63153,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,altavela,"(Linnaeus, 1758)",,,,,"",Spiny Butterfly Ray,,,VU,A2bd+4bd,3.1,2007,decreasing,N
161342,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,australis,"(Ramsay & Ogilby, 1886)",,,,,Pteroplatea australis  ,Australian Butterfly Ray,,,LC,,3.1,2015,unknown,N
14134431,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,crebripunctata,"(Peters, 1869)",,,,,Pteroplatea crebripunctata  |Pteroplatea rava  ,"Longsnout Butterfly Ray, Mazatlan Butterfly Ray",,Raya Mariposa Picuda,DD,,3.1,2012,unknown,N
161630,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,japonica,"(Temminck & Schlegel, 1850)",,,,,Gymnura bimaculata  |Pteroplatea japonica  ,Japanese Butterfly Ray,,,DD,,3.1,2009,unknown,N
14134429,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,marmorata,"(Cooper, 1864)",,,,,Pteroplatea marmorata  ,California Butterfly Ray,,"Raya Mariposa, Raya Mariposa Californiana",LC,,3.1,2012,unknown,N
60115,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,micrura,"(Bloch & Schneider, 1801)",,,,,"",Smooth Butterfly Ray,Raie-papillon Glabre,Rayamariposa Menor,DD,,3.1,2006,unknown,N
60116,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,natalensis,"(Gilchrist & Thompson, 1911)",,,,,"","Backwater Butterfly Ray, Butterfly Ray, Diamond Ray, Short-tailed Ray",,,DD,,3.1,2006,unknown,N
60117,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,poecilura,"(Shaw, 1804)",,,,,"",Longtail Butterfly Ray,,,NT,,3.1,2006,decreasing,N
161516,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,tentaculata,"(Müller & Henle, 1841)",,,,,Aetoplatea tentaculata,Tentacled Butterfly Ray,,,DD,,3.1,2009,unknown,N
60113,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,zonura,"(Bleeker, 1852)",,,,,Aetoplatea zonura  ,Zonetail Butterfly Ray,,,VU,A2d+3d+4d,3.1,2006,decreasing,N
161488,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,boesemani,"Springer & D'Aubrey, 1972",,,,,"",Speckled Catshark,,,DD,,3.1,2009,unknown,N
161680,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,buergeri,"(Müller & Henle, 1838)",,,,,Scyllium buergeri  ,Blackspotted Catshark,,,DD,,3.1,2009,unknown,N
44612,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,lineatus,"Bass, D'Aubrey & Kistnasamy, 1975",,,,,"","Banded Catshark, Lined Catshark",Holbiche Des Plages,Pejegato Playero,DD,,3.1,2004,unknown,N
161644,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,maculosus,"White, Last & Stevens, 2007",,,,,"",Indonesian Speckled Catshark,,,LC,,3.1,2009,unknown,N
44613,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,natalensis,"(Regan, 1904)",,,,,"",Tiger Catshark,Holbiche Tigrée,Pejegato Atigrado,DD,,3.1,2004,unknown,N
161625,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,quagga,"(Alcock, 1899)",,,,,Scyllium quagga  ,Quagga Catshark,Holbiche Quagga,Pejegato Quagga,DD,,3.1,2009,unknown,N
42713,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Halaelurus,sellus,"White, Last & Stevens, 2007",,,,,"",Rusty Catshark,,,LC,,3.1,2016,unknown,N
39345,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Haploblepharus,edwardsii,"(Schinz, 1822)",,,,,Squalus edwardsii  ,Happy Eddie,,,NT,,3.1,2009,unknown,N
39346,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Haploblepharus,fuscus,"Smith, 1950",,,,,"",Brown Shyshark,,,VU,B2ab(iii),3.1,2009,unknown,N
161667,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Haploblepharus,kistnasamyi,"Human & Compagno, 2006",,,,,"",,,,CR,B1ab(iii),3.1,2009,unknown,N
161650,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Haploblepharus,pictus,"(Müller & Henle, 1838)",,,,,Scyllium pictum  ,"Pretty Happy, Dark Shyshark",,,LC,,3.1,2009,unknown,N
60139,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Harriotta,haeckeli,"Karrer, 1972",,,,,"",Smallspine Spookfish,,Quimera De Espina Pequeña,LC,,3.1,2015,unknown,N
60140,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Harriotta,raleighana,"Goode & Bean, 1895",,,,,"","Narrownose Chimaera, Longnosed Chimaera, Longnose Chimaera, Long-nosed Chimaera, Bigspine Spookfish, Bentnose Rabbitfish",Chimère De Raleigh,"Peje Rata, Quimera De Raleigh",LC,,3.1,2016,stable,N
161539,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Hemigaleus,australiensis,"White, Last & Compagno, 2005",,,,,"",Australian Weasel Shark,,,LC,,3.1,2016,unknown,N
41816,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Hemigaleus,microstoma,"Bleeker, 1852",,,,,Hemigaleus machlani  |Negogaleus brachugnathus  |Negogaleus microstoma  ,"Sickle Fin Weasel Shark, Sickelfin Weasel Shark, Weasel Shark",,,VU,A2d+3d+4d,3.1,2009,decreasing,N
41874,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Hemipristis,elongata,"(Klunzinger, 1871)",,,,,Dirrhizodon elongatus,"Fossil Shark, Snaggletooth Shark",,,VU,A2bd+3bd,3.1,2016,decreasing,N
