Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
60194,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,mitsukurii,"(Jordan & Snyder, 1904)",,,,,"",,,,DD,,3.1,2006,unknown,N
41827,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,novaezealandiae,"(Fowler, 1911)",,,,,"",Dark Ghost Shark,,,LC,,3.1,2003,stable,N
60195,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,ogilbyi,"(Waite, 1898)",,,,,Chimaera ogilbyi|Hydrolagus waitei,"Ogilby's Ghostshark, Whitefish",,,VU,A2bd,3.1,2016,stable,N
63103,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,pallidus,"Hardy & Stehmann, 1990",,,,,"","Pale Ghost Shark, Pale Chimaera",,,LC,,3.1,2007,unknown,N
60196,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,purpurescens,"(Gilbert, 1905)",,,,,Chimaera purpurescens|Hydrolagus eidolon  ,"Purple Chimaera, Purple Ghostshark",,,DD,,3.1,2015,unknown,N
60197,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,trolli,"Didier & Séret, 2002",,,,,"","Abyssal Ghostshark, Pointynose Blue Chimaera, Ray Troll's Chimaera",,,LC,,3.1,2015,unknown,N
60149,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,americanus,"(Hildebrand & Schroeder, 1928)",,,,,Dasyatis americana,Southern Stingray,Pastenague Américaine,"Raya Americana, Raya Chucho, Raya-látigo Americana",DD,,3.1,2016,unknown,N
60152,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,dipterurus,"(Jordan & Gilbert, 1880)",,,,,Dasyatis brevis|Dasyatis dipterura|Dasyatis hawaiiensis|Dasybatis dipterurus,Diamond Stingray,,"Manta Raya, Batana, Raya Látigo, Raya Lodera",DD,,3.1,2016,unknown,N
44592,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,guttatus,"(Bloch & Schneider, 1801)",,,,,Dasyatis guttata|Raja guttata,Longnose Stingray,,Raya Latigo Hocicona,DD,,3.1,2016,unknown,N
60157,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,longus,"(Garman, 1880)",,,,,Dasyatis longa|Dasyatis longus  |Trygon longa,Longtail Stingray,,"Raya De Lo Hondo, Manta Raya, Raya Látigo Coluda",DD,,3.1,2016,unknown,N
45925,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,marianae,"(Gomes, Rosa & Gadig, 2000)",,,,,Dasyatis marianae,Brazilian Large-eyed Stingray,,,DD,,3.1,2016,unknown,N
161620,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,rudis,"(Günther, 1870)",,,,,Dasyatis rudis|Trygon rudis,Smalltooth Stingray,,,DD,,3.1,2016,unknown,N
60158,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,sabinus,"(Lesueur, 1824)",,,,,Dasyatis sabina|Trygon sabina,Atlantic Stingray,,,LC,,3.1,2016,unknown,N
60159,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,say,"(Lesueur, 1817)",,,,,Dasyatis say|Dasyatis sayi  |Raja say,Bluntnose Stingray,,,LC,,3.1,2016,unknown,N
41828,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,HYPNIDAE,Hypnos,monopterygius,"(Shaw, 1795)",,,,,"","Coffin Ray, Crampfish, Numbie",,,LC,,3.1,2015,unknown,N
39354,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Hypogaleus,hyugaensis,"(Miyosi, 1939)",,,,,Eugaleus hyugaensis,"Pencil Shark, Blacktip Topeshark",,,LC,,3.1,2016,stable,N
41829,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Iago,garricki,"Fourmanoir & Rivaton, 1979",,,,,"",Longnose Hound Shark,,,LC,,3.1,2016,unknown,N
161501,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Iago,omanensis,"(Norman, 1939)",,,,,Eugaleus omanensis  ,Bigeye Houndshark,,,LC,,3.1,2009,unknown,N
161390,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Insentiraja,laxipella,"(Yearsley & Last, 1992)",,,,,Notoraja laxipella  |Pavoraja laxipella  ,Eastern Looseskin Skate,,,DD,,3.1,2015,unknown,N
161553,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Insentiraja,subtilispinosa,"(Stehmann, 1989)",,,,,Notoraja subtilispinosa  ,"Western Looseskin Skate, Velvet Skate",,,LC,,3.1,2015,unknown,N
161655,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Irolita,waitii,"(McCulloch, 1911)",,,,,Psammobatis waitii  |Raja waitii  ,"Southern Round Skate, Round Skate",,,LC,,3.1,2015,unknown,N
195457,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Irolita,westraliensis,"Last & Gledhill, 2008",,,,,"",Western Round Skate,,,DD,,3.1,2015,unknown,N
41830,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Isistius,brasiliensis,"(Quoy & Gaimard, 1824)",,,,,"","Cookie-cutter Shark, Luminous Shark",,,LC,,3.1,2003,unknown,N
161413,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Isistius,labialis,"Meng, Zhu & Li, 1985",,,,,"",South China Cookiecutter Shark,,,DD,,3.1,2009,unknown,N
60212,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Isistius,plutodus,"Garrick & Springer, 1964",,,,,"","Largetooth Cookiecutter Shark, Longtooth Cookiecutter Shark, Bigtooth Cookiecutter, Gulf Dogfish",Squalelet Dentu,Tollo Cigarro Dentón,LC,,3.1,2015,unknown,N
60218,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Isogomphodon,oxyrhynchus,"(Müller & Henle, 1839)",,,,,"",Daggernose Shark,,,CR,A2ad+3d+4ad,3.1,2006,decreasing,N
39341,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Isurus,oxyrinchus,"Rafinesque, 1810",,,,,"",Shortfin Mako,,,VU,A2abd+3bd+4abd,3.1,2009,decreasing,N
60225,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Isurus,paucus,"Guitart, 1966",,,,,"",Longfin Mako,"Taupe Longue Aile, Petit Taupe","Dientuso Prieto, Marrajo Carite",VU,A2bd+3d+4bd,3.1,2006,decreasing,N
161570,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Lamiopsis,temminckii,"(Müller & Henle, 1839)",,,,,Carcharhinus tephrodes|Carcharias temmincki|Carcharias temminckii|Lamiopsis temmincki,Broadfin Shark,Requin Grandes Ailes,Tiburón Aletón,EN,A2d+3d,3.1,2009,decreasing,N
39342,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,ditropis,"Hubbs & Follett, 1947",,,,,"",Salmon Shark,Requin-taupe Saumon,Marrajo Salmón,LC,,3.1,2009,stable,N
11200,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,"(Bonnaterre, 1788)",,,,,"",Porbeagle,Requin-taupe Commun,"Marrajo Sardinero, Tiburón Sardinero, Tintorera",VU,A2bd+3d+4bd,3.1,2006,decreasing,N
39350,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,LEPTOCHARIIDAE,Leptocharias,smithii,"(Müller & Henle, 1839)",,,,,Triaenodon smithii  ,"Barbeled Houndshark, Barbeled Houndshark",,,NT,,3.1,2005,unknown,N
161464,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,circularis,"(Couch, 1838)",,,,,Raja circularis  ,Sandy Skate,,,EN,A2bcd,3.1,2015,decreasing,N
161704,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,compagnoi,"(Stehmann, 1995)",,,,,Raja compagnoi  ,Tiger-tail Skate,,,DD,,3.1,2009,unknown,N
161418,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,erinacea,(Mitchill 1825),,,,,Raja erinaceus  ,Little Skate,,,NT,,3.1,2009,decreasing,N
161461,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,fullonica,"(Linnaeus, 1758)",,,,,Raja fullonica  ,Shagreen Skate,,,VU,A2bd,3.1,2015,decreasing,N
161419,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,garmani,"(Whitley, 1939)",,,,,Raja garmani  ,Rosette Skate,,,LC,,3.1,2009,unknown,N
161318,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,lentiginosa,"(Bigelow & Schroeder, 1951)",,,,,Raja lentiginosa  ,"Speckled Skate, Freckled Skate",,Raya Pecosa,DD,,3.1,2009,unknown,N
161685,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,leucosticta,"(Stehmann, 1971)",,,,,Raja leucosticta  ,Whitedappled Skate,,,DD,,3.1,2009,unknown,N
61405,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,melitensis,"(Clark, 1926)",,,,,"","Maltese Skate, Maltese Ray",Raie De Malte,,CR,A2bcd+3bcd,3.1,2015,decreasing,N
161626,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,naevus,"(Müller & Henle, 1841)",,,,,Raja naevus  ,Cuckoo Skate,,,LC,,3.1,2015,unknown,N
161631,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,ocellata,"(Mitchill, 1815)",,,,,Raja ocellata  ,Winter Skate,,,EN,A2abd+3b+4abd,3.1,2009,decreasing,N
195458,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,pristispina,"Last, Stehmann & Séret, 2008",,,,,"",Sawback Skate,,,LC,,3.1,2015,unknown,N
161492,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,wallacei,"(Hulley, 1970)",,,,,Raja wallacei  ,Yellospotted Skate,,,LC,,3.1,2009,unknown,N
161604,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,yucatanensis,"(Bigelow & Schroeder, 1950)",,,,,Breviraja yucatanensis  ,"Yucatan Skate, Yucatan Whiteskate",,,DD,,3.1,2009,unknown,N
41831,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Loxodon,macrorhinus,"Müller & Henle, 1839",,,,,"","Jordan's Blue Dogshark, Slender Dogshark, Sliteye Shark",,,LC,,3.1,2003,unknown,N
195455,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,astra,"Last, Manjaji-Matsumoto & Pogonoski, 2008",,,,,Himantura astra,"Blackspotted Whipray, Tosh's Longtail Ray, Coachwhip Ray, Tosh's Whipray, Wulura",,,LC,,3.1,2016,unknown,N
161566,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,gerrardi,"(Gray, 1851)",,,,,Himantura alcockii  |Himantura gerrardi|Himantura macrurus  |Trygon gerrardi  ,Whitespotted Whipray,,,VU,A2bd+3bd,3.1,2016,unknown,N
161540,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,pastinacoides,"(Bleeker, 1852)",,,,,Himantura pareh  |Himantura pastinacoides|Trygon pastinacoides  ,Round Whipray,,,VU,A2bcd+3bcd+4bcd,3.1,2016,decreasing,N
161505,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Maculabatis,toshi,"(Whitley, 1939)",,,,,Himantura toshi,Brown Whipray,,,LC,,3.1,2016,unknown,N
161698,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Makararaja,chindwinensis,"Roberts, 2007",,,,,"",,,,DD,,3.1,2010,unknown,N
63125,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,kreffti,"(Stehmann, 1978)",,,,,Raja kreffti,Krefft's Skate,Raie De Krefft,Raya De Krefft,LC,,3.1,2015,stable,N
63133,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,obscura,"Carvalho, Gomes & Gadig, 2005",,,,,"",Brazilian Soft Skate,,,DD,,3.1,2007,unknown,N
161477,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,senta,"(Garman, 1885)",,,,,Raja senta  ,Smooth Skate,,,EN,A2bcd,3.1,2009,decreasing,N
63126,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,spinacidermis,"(Barnard, 1923)",,,,,"","Roughskin Skate, Soft Skate",,,LC,,3.1,2007,unknown,N
195459,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Manta,alfredi,"(Krefft, 1868)",,,,,Deratoptera alfredi  |Manta fowleri  ,"Reef Manta Ray, Prince Alfred's Ray, Inshore Manta Ray, Coastal Manta Ray, Resident Manta Ray",,,VU,A2abd+3bd+4abd,3.1,2011,decreasing,N
198921,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Manta,birostris,"(Walbaum, 1792)",,,,,Manta hamiltoni  |Raja birostris  ,"Giant Manta Ray, Oceanic Manta Ray, Pacific Manta Ray, Pelagic Manta Ray, Chevron Manta Ray",,"Manta Cornuda, Manta Diablo, Manta Gigante, Manta Raya, Manta Voladora",VU,A2abd+3bd+4abd,3.1,2011,decreasing,N
39338,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MEGACHASMIDAE,Megachasma,pelagios,"Taylor, Compagno & Struhsaker, 1983",,,,,"",Megamouth Shark,,,LC,,3.1,2015,unknown,N
161582,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Megatrygon,microps,"(Annandale, 1908)",,,,,Dasyatis microps|Trygon microps  ,Smalleye Stingray,,,DD,,3.1,2016,unknown,N
44564,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Miroscyllium,sheikoi,"(Dolganov, 1986)",,,,,"",Rasptooth Dogfish,,,DD,,3.1,2004,unknown,N
44565,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MITSUKURINIDAE,Mitsukurina,owstoni,"Jordan, 1898",,,,,Scapanorhynchus jordoni  |Scapanorhynchus owstoni  ,"Goblin Shark, Elfin Shark",Requin Lutin,Tiburones Duende,LC,,3.1,2004,stable,N
41832,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,eregoodootenkee,"(Bleeker, 1859)",,,,,"",Pygmy Devilray,,,NT,,3.1,2003,unknown,N
161737,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,hypostoma,"(Bancroft, 1831)",,,,,Cephalopterus hypostomus  ,"Atlantic Devilray, Lesser Devil Ray",Diable Géant,Manta del Golfo,DD,,3.1,2009,unknown,N
41833,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,japanica,"(Müller & Henle, 1841)",,,,,Cephaloptera japanica|Mobula japonica,"Spinetail Devil Ray, Spinetail Mobula, Spinetail Devilray, Devilray, Japanese Devilray",Mante Aguillat,"Manta De Espina, Mante De Aguijón",NT,,3.1,2006,unknown,N
161439,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,kuhlii,"(Müller & Henle, 1841)",,,,,Cephaloptera kuhlii  ,"Shortfin Devil Ray, Lesser Devilray",Petit Diable,,DD,,3.1,2009,decreasing,N
39418,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,mobular,"(Bonnaterre, 1788)",,,,,Raia mobular  ,Giant Devil Ray,Mante,Manta,EN,A2d,3.1,2015,decreasing,N
60198,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,munkiana,"Notarbartolo-di-Sciara, 1987",,,,,"","Manta De Monk, Munk's Devil Ray, Pygmy Devil Ray, Smoothtail Mobula",Mante De Munk,"Diabolo Manta, Manta Raya, Manta Violácea, Tortilla",NT,,3.1,2006,unknown,N
161510,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,rochebrunei,"(Vaillant, 1879)",,,,,Cephaloptera rochebrunei  ,Lesser Guinean Devil Ray,Petit Diable de Guinée,Diablito de Guinea,VU,A4d,3.1,2009,unknown,N
60199,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,tarapacana,"(Philippi, 1892)",,,,,Cephaloptera tarapacana,"Chilean Devil Ray, Devil Ray, Greater Guinean Mobula, Sicklefin Devil Ray, Spiny Mobula, Box Ray","Mante Chilienne, Diable Géant De Guinée","Diabolo Gigante De Guinea, Manta Cornuada, Manta Cornuda, Manta Raya, Raya Cornuda, Vaquetilla",VU,A2bd,3.1,2016,decreasing,N
60200,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,thurstoni,"(Lloyd, 1908)",,,,,Dicerobatis thurstoni|Mobula lucasana  ,"Bentfin Devil Ray, Smoothtail Devil Ray, Smoothtail Mobula, Thurton's Devil Ray, Lesser Devil Ray",Mante Vampire,"Chupasangre, Chupa Sangre, Diablo Chupasangre, Diablo Manta, Manta Diablo, Manta Raya, Muciélago",NT,,3.1,2016,decreasing,N
44515,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Mollisquama,parini,"Dolganov, 1984",,,,,"",Pocket Shark,,,DD,,3.1,2004,unknown,N
161451,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,albipinnis,"Castro-Aguirre, Antuna-Mendiola, González-Acosta & de la Cruz-Agüero, 2005",,,,,Mustelus hacat  ,White-margin Fin Hound Shark,,Tripa,DD,,3.1,2009,unknown,N
39355,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,antarcticus,"Günther, 1870",,,,,"","Gummy Shark, Sweet William",,,LC,,3.1,2016,stable,N
39357,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,asterias,"Cloquet, 1819",,,,,"",Starry Smoothhound,,,LC,,3.1,2009,unknown,N
161334,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,californicus,"Gill, 1864",,,,,"",Gray Smooth-hound,,,LC,,3.1,2015,unknown,N
39359,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,canis,"(Mitchill, 1815)",,,,,Squalus canis  ,Dusky Smoothhound,,,NT,,3.1,2005,unknown,N
44580,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,dorsalis,"Gill, 1864",,,,,"",Sharptooth Smoothhound,Emissole Blanche,Musola Blanca,DD,,3.1,2004,unknown,N
44581,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,fasciatus,"(Garman, 1913)",,,,,"","Striped Dogfish, Striped Smooth-hound",,"Gatuso, Gatuzo",CR,A2abd+3bd+4abd,3.1,2004,decreasing,N
161715,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,griseus,"Pietschmann, 1908",,,,,"",Spotless Smooth-hound,Emissole Côtière,Musola Gris,DD,,3.1,2009,unknown,N
161648,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,henlei,"(Gill, 1863)",,,,,Rhinotriacis henlei  |Triakis henlei,Brown Smoothhound,,,LC,,3.1,2016,unknown,N
60204,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,higmani,"Springer & Lowe, 1963",,,,,"",Smalleye Smoothhound,Emissole Tiyeux,Musola Amarilla,LC,,3.1,2006,unknown,N
39356,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lenticulatus,"Phillipps, 1932",,,,,"","Gummy Shark, Rig, Spotted Smoothhound",,,LC,,3.1,2003,increasing,N
161640,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lunulatus,"Jordan & Gilbert, 1882",,,,,"",Sicklefin Smoothhound,,Musola Segadora,LC,,3.1,2016,unknown,N
161633,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,manazo,"Bleeker, 1855",,,,,"",,,,DD,,3.1,2009,unknown,N
63128,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mento,"Cope, 1877",,,,,"",Speckled Smoothhound,,"Musola Fina, Tollo, Tollo Con Bandas",NT,,3.1,2007,decreasing,N
60205,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,minicanis,"Heemstra, 1997",,,,,"","Dwarf Smoothhound, Venezuelan Dwarf Smoothhound",,"Mammon Enano, Toyo",DD,,3.1,2006,unknown,N
161480,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mosis,"Hemprich & Ehrenberg, 1899",,,,,"","Arabian Smoothhound, Moses Smoothhound, Hardnose Smoothhound",Emissole d'Arabie,Musola Arábiga,DD,,3.1,2009,unknown,N
39358,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mustelus,"(Linnaeus, 1758)",,,,,Squalus mustelus  ,Common Smoothhound,,,VU,A2bd+3bd+4bd,3.1,2009,decreasing,N
161518,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,norrisi,"Springer, 1939",,,,,"",Narrowfin Smooth Hound,,,DD,,3.1,2009,unknown,N
60247,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,palumbes,"Smith, 1957",,,,,"",Whitespot Smoothhound,,,DD,,3.1,2006,unknown,N
161485,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,punctulatus,"Risso, 1827",,,,,"",Blackspotted Smoothhound,Emissole Pointillee,Musola Pimienta,DD,,3.1,2009,unknown,N
63165,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,ravidus,"White & Last, 2006",,,,,"",Grey Gummy Shark,,,LC,,3.1,2011,stable,N
60203,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,schmitti,"Springer, 1939",,,,,"",Narrownose Smoothhound,,"Cazón, Gatuzo",EN,A2bd+3bd+4bd,3.1,2006,decreasing,N
60206,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,sinusmexicanus,"Heemstra, 1997",,,,,"",Gulf Of Mexico Smoothhound,Emissole,Musola,DD,,3.1,2006,unknown,N
42716,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,stevensi,"White & Last, 2008",,,,,Mustelus sp. subspecies B,Western Spotted Gummy Shark,,,LC,,3.1,2011,unknown,N
195426,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,walkeri,"White & Last, 2008",,,,,"",Eastern Spotted Gummy Shark,,,DD,,3.1,2016,unknown,N
63129,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,whitneyi,"Chirichigno F., 1973",,,,,"",Humpback Smoothhound,,"Musola Prieta, Tollo Común",VU,A2d,3.1,2007,decreasing,N
161571,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,widodoi,"White & Last, 2006",,,,,"",Whitefin Smoothhound,,,DD,,3.1,2009,unknown,N
161569,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,aquila,"(Linnaeus, 1758)",,,,,Raja aquila  ,Common Eagle Ray,,,DD,,3.1,2009,unknown,N
39416,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,californicus,"Gill, 1865",,,,,Myliobatis californica  ,Bat Ray,,"Raya Murciélago, Poncho Gris, Tecolote",LC,,3.1,2015,unknown,N
60123,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,chilensis,"Philippi, 1892",,,,,"",Chilean Eagle Ray,,"Chucho, Cuero, Manta, Manta-raya, Peje-aguila",DD,,3.1,2006,unknown,N
161568,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,freminvillii,"Lesueur, 1824",,,,,"",Bullnose Ray,Aigle de Mer Taureau,Chucho Blanco,DD,,3.1,2009,unknown,N
