"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"680828","occ","","","73434","Burnhamia daviesi","species","154725","Late Eocene","","37.2","33.9","24336"
"680829","occ","","","73434","Myliobatis","genus","34741","Late Eocene","","37.2","33.9","24336"
"683679","occ","","","20639","Urolophus","genus","34747","Late Pleistocene","","0.126","0.0117","2588"
"686410","occ","","","73862","Cantioscyllium decipiens","species","151877","Early Cenomanian","","99.6","93.5","24782"
"686411","occ","","","73862","Almascyllium","genus","34576","Early Cenomanian","","99.6","93.5","24782"
"686413","occ","","","73862","Carcharias","genus","64190","Early Cenomanian","","99.6","93.5","24782"
"686414","occ","","","73862","Squalicorax","genus","34633","Early Cenomanian","","99.6","93.5","24782"
"686420","occ","","","73862","Onchopristis dunklei","species","154139","Early Cenomanian","","99.6","93.5","24782"
"686456","occ","","","73863","Carcharias","genus","64190","Early Cenomanian","","99.6","93.5","24782"
"686457","occ","","","73863","Squalicorax","genus","34633","Early Cenomanian","","99.6","93.5","24782"
"688944","occ","","","74071","Selachii","unranked clade","80574","Middle Cenomanian","","99.6","93.5","24865"
"689449","occ","","","18443","Selachii","unranked clade","80574","Barstovian","","15.97","13.6","24880"
"692518","occ","","","74640","Palaeocarcharodon","genus","34623","Thanetian","Ypresian","59.2","47.8","25111"
"692623","occ","","","14674","Myledaphus bipartitus","species","63022","Late Maastrichtian","","70.6","66","2333"
"693594","occ","","","74737","Pristis","genus","34700","Priabonian","","38","33.9","26770"
"693595","occ","","","74737","Myliobatis","genus","34741","Priabonian","","38","33.9","26770"
"693596","occ","","","74737","Otodus","genus","34621","Priabonian","","38","33.9","26770"
"696048","occ","","","74916","Selachii","unranked clade","80574","Late Oxfordian","","161.2","155.7","25267"
"698381","occ","","","75030","Myledaphus bipartitus","species","63022","Middle Campanian","Late Campanian","83.5","70.6","25308"
"698383","occ","","","75030","Selachii","unranked clade","80574","Middle Campanian","Late Campanian","83.5","70.6","25308"
"700319","occ","","","75233","Myliobatis","genus","34741","Early Eocene","","55.8","48.6","25402"
"700648","occ","","","14544","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"700649","occ","","","14544","Squatirhina americana","species","67743","Lancian","","70.6","66","2236"
"700709","occ","","","14541","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"700727","occ","","","75287","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"700765","occ","","","14543","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"700808","occ","","","75296","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"700827","occ","","","14542","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"702681","occ","","","75429","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"702695","occ","","","75431","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"702742","occ","","","75442","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"702768","occ","","","75447","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","2236"
"703203","occ","","","75482","Odontaspis","genus","34620","Piacenzian","","3.6","2.588","25477"
"703204","occ","","","75482","Squalus","genus","34562","Piacenzian","","3.6","2.588","25477"
"703461","occ","","","48074","Myliobatis","genus","34741","Lutetian","","47.8","41.3","25499"
"703462","occ","29442","","48074","Carcharhinus","genus","34640","Lutetian","","47.8","41.3","48852"
"703463","occ","","","48074","Galeorhinus","genus","83177","Lutetian","","47.8","41.3","25499"
"703464","occ","","","48074","Isurus","genus","34613","Lutetian","","47.8","41.3","25499"
"706594","occ","","","14418","Selachii","unranked clade","80574","Turonian","","93.9","89.8","1412"
"706800","occ","","","45480","Carcharodon carcharias","species","83173","Piacenzian","","3.6","2.588","24838"
"710592","occ","","","75493","Igdabatis indicus","species","111387","Maastrichtian","","72.1","66","26453"
"711259","occ","","","76129","Carcharocles megalodon","species","80603","Aquitanian","","23.03","20.44","25806"
"711260","occ","","","76129","Carcharodon","genus","34605","Aquitanian","","23.03","20.44","25806"
"711261","occ","","","76129","Odontaspis acutissima","species","97229","Aquitanian","","23.03","20.44","25806"
"711262","occ","","","76129","Odontaspis cuspidata","species","80589","Aquitanian","","23.03","20.44","25806"
"711263","occ","","","76129","Isurus","genus","34613","Aquitanian","","23.03","20.44","25806"
"711264","occ","","","76129","Lamna","genus","34615","Aquitanian","","23.03","20.44","25806"
"711662","occ","","","36725","Igdabatis indicus","species","111387","Early Maastrichtian","","70.6","66","25834"
"711666","occ","","","76211","Igdabatis indicus","species","111387","Early Maastrichtian","","70.6","66","25834"
"711668","occ","","","76212","Hemiscyllium","genus","34585","Late Campanian","","83.5","70.6","25834"
"711669","occ","","","76212","Lamniformes","order","34598","Late Campanian","","83.5","70.6","25834"
"711675","occ","","","36731","Igdabatis indicus","species","111387","Late Maastrichtian","","70.6","66","25834"
"714317","occ","","","76601","Abdounia","genus","34638","Ypresian","","56","47.8","25898"
"714318","occ","","","76601","Scyliorhinus","genus","34663","Ypresian","","56","47.8","25898"
"714319","occ","","","76601","Pachygaleus lefevrei","species","276135","Ypresian","","56","47.8","25898"
"714320","occ","","","76601","Isurolamna","genus","34612","Ypresian","","56","47.8","25898"
"714321","occ","","","76601","Lamna obliqua","species","80600","Ypresian","","56","47.8","25898"
"714322","occ","","","76601","Odontaspis winkleri","species","132648","Ypresian","","56","47.8","25898"
"714323","occ","","","76601","Carcharias","genus","64190","Ypresian","","56","47.8","25898"
"714324","occ","","","76601","Carcharias","genus","64190","Ypresian","","56","47.8","25898"
"714326","occ","","","76601","Striatolamia macrota","species","66716","Ypresian","","56","47.8","25898"
"714327","occ","","","76601","Squalus minor","species","154376","Ypresian","","56","47.8","25898"
"714328","occ","","","76601","Isistius","genus","34548","Ypresian","","56","47.8","25898"
"715481","occ","","","76716","Carcharocles","genus","34603","Early Oligocene","","33.9","28.4","25957"
"715614","occ","","","69800","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","25969"
"716082","occ","","","76844","Carcharodon","genus","34605","Early Pleistocene","","2.588","0.781","25983"
"716083","occ","","","76844","Carcharodon carcharias","species","83173","Early Pleistocene","","2.588","0.781","25983"
"716084","occ","","","76844","Odontaspis cuspidata","species","80589","Early Pleistocene","","2.588","0.781","25983"
"716085","occ","","","76844","Carcharodon hastalis","species","80595","Early Pleistocene","","2.588","0.781","25983"
"717002","occ","","","76981","Pristis","genus","34700","Paleogene","","66","23.03","26041"
"719253","occ","","F","77181","Kirkella","genus","155472","Blackhillsian","","478.6","471.8","25410"
"719271","occ","","F","77184","Kirkella","genus","155472","Blackhillsian","","478.6","471.8","25410"
"719302","occ","","F","77186","Kirkella","genus","155472","Tulean","Blackhillsian","485.4","471.8","26121"
"719652","occ","","","77208","Carcharodon","genus","34605","Middle Miocene","Pliocene","15.97","2.588","26142"
"719653","occ","","","77208","Carcharias","genus","64190","Middle Miocene","Pliocene","15.97","2.588","26142"
"719654","occ","","","77208","Isurus","genus","34613","Middle Miocene","Pliocene","15.97","2.588","26142"
"719881","occ","","","77257","Myliobatis","genus","34741","Lutetian","","47.8","41.3","26161"
"722612","occ","","","77479","Carcharodon","genus","34605","Pliocene","","5.333","2.588","26226"
"724327","occ","","","77783","Nebrius","genus","34587","Burdigalian","","20.44","15.97","23349"
"724328","occ","","","77783","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","23349"
"724329","occ","","","77783","Galeocerdo","genus","34643","Burdigalian","","20.44","15.97","23349"
"724330","occ","","","77783","Carchariniformes","order","34637","Burdigalian","","20.44","15.97","23349"
"724331","occ","","","77783","Carcharhinus priscus","species","280327","Burdigalian","","20.44","15.97","23349"
"724332","occ","","","77783","Carcharhinus","genus","34640","Burdigalian","","20.44","15.97","23349"
"724333","occ","","","77783","Carcharhinus","genus","34640","Burdigalian","","20.44","15.97","23349"
"724334","occ","","","77783","Isogomphodon","genus","34647","Burdigalian","","20.44","15.97","23349"
"724336","occ","","","77783","Pristis","genus","34700","Burdigalian","","20.44","15.97","23349"
"724338","occ","","","77783","Pteromylaeus","genus","83121","Burdigalian","","20.44","15.97","23349"
"724339","occ","","","77783","Myliobatis","genus","34741","Burdigalian","","20.44","15.97","23349"
"724340","occ","","","77783","Aetobatus","genus","34721","Burdigalian","","20.44","15.97","23349"
"724341","occ","","","77783","Rhinoptera","genus","34745","Burdigalian","","20.44","15.97","23349"
"724342","occ","","","77783","Mobula","genus","34740","Burdigalian","","20.44","15.97","23349"
"725849","occ","","","58420","Raja clavata","species","252892","Early Pleistocene","","2.588","0.781","26261"
"725851","occ","","","78012","Raja batis","species","154499","Gelasian","","2.588","1.806","26261"
"725904","occ","","","78017","Galeus","genus","34645","Gelasian","","2.588","1.806","26261"
"731047","occ","","","78552","Lamna","genus","34615","Early Miocene","","23.03","15.97","26402"
"732439","occ","","","78614","Carcharodon carcharias","species","83173","Middle Miocene","","15.97","11.608","26436"
"732440","occ","","","78614","Isurus","genus","34613","Middle Miocene","","15.97","11.608","26436"
"732967","occ","","","78641","Negaprion","genus","34651","Early Miocene","","23.03","15.97","26436"
"732968","occ","","","78641","Sphyrna","genus","34664","Early Miocene","","23.03","15.97","26436"
"732969","occ","","","78641","Carcharodon carcharias","species","83173","Early Miocene","","23.03","15.97","26436"
"732970","occ","","","78641","Isurus","genus","34613","Early Miocene","","23.03","15.97","26436"
"736803","occ","","","79105","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560"
"736998","occ","","","79106","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560"
"738053","occ","","","79114","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560"
"738619","occ","","","79352","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560"
"738760","occ","","","32901","Eotorpedo hilgendorfi","species","154068","Lutetian","","47.8","41.3","26609"
"738770","occ","","","79363","Squatina hassei","species","63024","Late Campanian","","83.5","70.6","26610"
"738771","occ","","","79363","Heterodontus","genus","34572","Late Campanian","","83.5","70.6","26610"
"738772","occ","","","79363","Cantioscyllium","genus","34579","Late Campanian","","83.5","70.6","26610"
"738773","occ","","","79363","Chiloscyllium","genus","34581","Late Campanian","","83.5","70.6","26610"
"738774","occ","","","79363","Pararhincodon","genus","34593","Late Campanian","","83.5","70.6","26610"
"738775","occ","","","79363","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","26610"
"738776","occ","","","79363","Squalicorax pristodontus","species","110986","Late Campanian","","83.5","70.6","26610"
"738777","occ","","","79363","Archaeolamna kopingensis","species","151695","Late Campanian","","83.5","70.6","26610"
"738778","occ","","","79363","Cretalamna","genus","186568","Late Campanian","","83.5","70.6","26610"
"738779","occ","","","79363","Cretodus borodini","species","117678","Late Campanian","","83.5","70.6","26610"
"738780","occ","","","79363","Carcharias","genus","64190","Late Campanian","","83.5","70.6","26610"
"738781","occ","","","79363","Carcharias","genus","64190","Late Campanian","","83.5","70.6","26610"
"740418","occ","","","32991","Isurus praecursor","species","124962","Lutetian","","47.8","41.3","26719"
"740419","occ","","","32991","Carcharocles","genus","34603","Lutetian","","47.8","41.3","26719"
"740421","occ","","","32991","Synodontaspis","genus","34635","Lutetian","","47.8","41.3","26719"
"740422","occ","","","32991","Synodontaspis","genus","34635","Lutetian","","47.8","41.3","26719"
"740423","occ","","","32991","Galeocerdo eaglesomei","species","174776","Lutetian","","47.8","41.3","26719"
"740424","occ","","","32991","Abdounia","genus","34638","Lutetian","","47.8","41.3","26719"
"740425","occ","","","32991","Physogaleus","genus","34656","Lutetian","","47.8","41.3","26719"
"740426","occ","","","32991","Rhizoprionodon","genus","34662","Lutetian","","47.8","41.3","26719"
"740427","occ","","","32991","Sphyrna","genus","34664","Lutetian","","47.8","41.3","26719"
"740428","occ","","","32991","Scyliorhinus","genus","34663","Lutetian","","47.8","41.3","26719"
"740429","occ","","","32991","Galeorhinus","genus","83177","Lutetian","","47.8","41.3","26719"
"740430","occ","","","32991","Hemigaleidae","family","83181","Lutetian","","47.8","41.3","26719"
"740431","occ","","","32991","Galeocerdo latidens","species","154351","Lutetian","","47.8","41.3","26719"
"740432","occ","","","32991","Nebrius","genus","34587","Lutetian","","47.8","41.3","26719"
"740433","occ","","","32991","Chiloscyllium","genus","34581","Lutetian","","47.8","41.3","26719"
"740434","occ","","","32991","Ginglymostoma angolense","species","154021","Lutetian","","47.8","41.3","26719"
"740436","occ","","","32991","Pristis lathami","species","100810","Lutetian","","47.8","41.3","26719"
"740437","occ","","","32991","Propristis schweinfurthi","species","86290","Lutetian","","47.8","41.3","26719"
"740442","occ","","","32991","Trygon jaekeli","species","153968","Lutetian","","47.8","41.3","26719"
"740449","occ","","","32991","Myliobatis","genus","34741","Lutetian","","47.8","41.3","26719"
"740450","occ","","","32991","Rhinoptera","genus","34745","Lutetian","","47.8","41.3","26719"
"740451","occ","","","32991","Leidybatis","genus","154043","Lutetian","","47.8","41.3","26719"
"740452","occ","","","32991","Archaeomanta melenhorsti","species","154062","Lutetian","","47.8","41.3","26719"
"740453","occ","","","32991","Burnhamia","genus","34727","Lutetian","","47.8","41.3","26719"
"740454","occ","","","32991","Mobula","genus","34740","Lutetian","","47.8","41.3","26719"
"740465","occ","","","79607","Serratolamna","genus","86150","Late Campanian","","83.5","70.6","26232"
"741176","occ","","","79700","Propristis schweinfurthi","species","86290","Priabonian","","38","33.9","26772"
"742585","occ","","","53970","Pristis","genus","34700","MN 4","","16.9","15.97","26934"
"742586","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934"
"742600","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934"
"742601","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934"
"742602","occ","","","53970","Sphyrna prisca","species","133193","MN 4","","16.9","15.97","26934"
"745963","occ","","","79971","Cretolamna","genus","34608","Eocene","","56","33.9","18054"
"745964","occ","","","79971","Nebrius","genus","34587","Eocene","","56","33.9","18054"
"745966","occ","","","79971","Negaprion eurybathrodon","species","83200","Eocene","","56","33.9","18054"
"745967","occ","","","79971","Carcharhinus","genus","34640","Eocene","","56","33.9","18054"
"745968","occ","","","79971","Rhizoprionodon","genus","34662","Eocene","","56","33.9","18054"
"745970","occ","","","79971","Rhinoptera","genus","34745","Eocene","","56","33.9","18054"
"745971","occ","","","79971","Myliobatis","genus","34741","Eocene","","56","33.9","18054"
"747396","occ","","","17341","Odontaspis macrota","species","132649","Whitneyan","","33.3","30.8","2738"
"747397","occ","","","17341","Carcharodon auriculatus","species","205317","Whitneyan","","33.3","30.8","2738"
"747398","occ","","","17341","Carcharodon hastalis","species","80595","Whitneyan","","33.3","30.8","2738"
"747399","occ","","","17341","Carcharhinus","genus","34640","Whitneyan","","33.3","30.8","2738"
"747400","occ","","","17341","Physodon triqueter","species","132744","Whitneyan","","33.3","30.8","2738"
"747401","occ","","","17341","Hemipristis wyattdurhami","species","125025","Whitneyan","","33.3","30.8","2738"
"747402","occ","","","17341","Negaprion","genus","34651","Whitneyan","","33.3","30.8","2738"
"747403","occ","","","17341","Sphyrna","genus","34664","Whitneyan","","33.3","30.8","2738"
"747405","occ","","","17341","Myliobatis","genus","34741","Whitneyan","","33.3","30.8","2738"
"750302","occ","","","52997","Cretoxyrhina mantelli","species","124956","Middle Cenomanian","","99.6","93.5","26995"
"750309","occ","","","52997","Squalicorax falcatus","species","125016","Middle Cenomanian","","99.6","93.5","26995"
"750310","occ","","","52997","Squalicorax volgensis","species","151714","Middle Cenomanian","","99.6","93.5","26995"
"750311","occ","","","52997","Archaeolamna","genus","34601","Middle Cenomanian","","99.6","93.5","26995"
"750312","occ","","","52997","Cretodus","genus","34607","Middle Cenomanian","","99.6","93.5","26995"
"750332","occ","","","23369","Cretodus","genus","34607","Late Turonian","Early Santonian","93.5","83.5","17842"
"750335","occ","","","23369","Squalicorax falcatus","species","125016","Late Turonian","Early Santonian","93.5","83.5","17842"
"750336","occ","","","23369","Synodontaspis","genus","34635","Late Turonian","Early Santonian","93.5","83.5","17842"
"750337","occ","","","23369","Cretoxyrhina mantelli","species","124956","Late Turonian","Early Santonian","93.5","83.5","17842"
"750338","occ","","","23369","Odontaspis","genus","34620","Late Turonian","Early Santonian","93.5","83.5","17842"
"750345","occ","","","22731","Squalicorax curvatus","species","302160","Middle Cenomanian","","99.6","93.5","26995"
"750346","occ","","","22731","Squalicorax falcatus","species","125016","Middle Cenomanian","","99.6","93.5","26995"
"750347","occ","","","22731","Squalicorax volgensis","species","151714","Middle Cenomanian","","99.6","93.5","26995"
"750348","occ","","","22731","Archaeolamna","genus","34601","Middle Cenomanian","","99.6","93.5","26995"
"750349","occ","","","22731","Cretodus semiplicatus","species","131781","Middle Cenomanian","","99.6","93.5","26995"
"750350","occ","","","22731","Dallasiella willistoni","species","121377","Middle Cenomanian","","99.6","93.5","26995"
"750351","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995"
"750352","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995"
"750353","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995"
"751573","occ","","","80367","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124"
"751575","occ","","","80387","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124"
"751801","occ","","","80495","Selachii","unranked clade","80574","Thanetian","","59.2","56","124"
"752005","occ","","","70242","Galeocerdo aduncus","species","95928","Aquitanian","","23.03","20.44","27089"
"752006","occ","","","70242","Carcharias acutissima","species","97236","Aquitanian","","23.03","20.44","27089"
"752944","occ","","","80621","Selachii","unranked clade","80574","Thanetian","","59.2","56","124"
"752946","occ","","","32012","Squalus","genus","34562","Chattian","","28.1","23.03","27126"
"752947","occ","","","32012","Squalus orpiensis","species","154373","Chattian","","28.1","23.03","27126"
"752948","occ","","","32012","Squatina angeloides","species","95926","Chattian","","28.1","23.03","27126"
"752949","occ","","","32012","Synodontaspis","genus","34635","Chattian","","28.1","23.03","27126"
"752952","occ","","","32012","Keasius parvus","species","95927","Chattian","","28.1","23.03","27126"
"752953","occ","","","32012","Carcharhinus","genus","34640","Chattian","","28.1","23.03","27126"
"752955","occ","","","32012","Urolophus","genus","34747","Chattian","","28.1","23.03","27126"
"752956","occ","","","32012","Raja terhagenensis","species","154508","Chattian","","28.1","23.03","27126"
"752957","occ","","","32012","Raja casieri","species","154500","Chattian","","28.1","23.03","27126"
"752958","occ","","","32012","Rhizoprionodon","genus","34662","Chattian","","28.1","23.03","27126"
"753227","occ","","","80670","Selachii","unranked clade","80574","Thanetian","","59.2","56","124"
"753248","occ","","","80672","Selachii","unranked clade","80574","Thanetian","","59.2","56","124"
"753974","occ","","","77257","Ginglymostoma serra","species","124937","Lutetian","","47.8","41.3","27147"
"753975","occ","","","77257","Ginglymostoma obliquum","species","132647","Lutetian","","47.8","41.3","27147"
"753976","occ","","","77257","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147"
"753977","occ","","","77257","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147"
"753978","occ","","","77257","Galeocerdo","genus","34643","Lutetian","","47.8","41.3","27147"
"753979","occ","","","77257","Galeorhinus falconeri","species","125036","Lutetian","","47.8","41.3","27147"
"753983","occ","","","77257","Squatina","genus","34570","Lutetian","","47.8","41.3","27147"
"753984","occ","","","77257","Myliobatis","genus","34741","Lutetian","","47.8","41.3","27147"
"753985","occ","","","77257","Pristis lathami","species","100810","Lutetian","","47.8","41.3","27147"
"754270","occ","","","60711","Carcharodon","genus","34605","Lutetian","","47.8","41.3","27147"
"754271","occ","","","60711","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147"
"754273","occ","","","60711","Galeocerdo latidens","species","154351","Lutetian","","47.8","41.3","27147"
"754275","occ","","","60711","Aprionodon","genus","100437","Lutetian","","47.8","41.3","27147"
"754316","occ","","","60711","Hypoprion","genus","125028","Lutetian","","47.8","41.3","27147"
"754317","occ","","","60711","Myliobatis dixoni","species","132628","Lutetian","","47.8","41.3","27147"
"754318","occ","","","60711","Myliobatis striatus","species","132634","Lutetian","","47.8","41.3","27147"
"754319","occ","","","60711","Myliobatis","genus","34741","Lutetian","","47.8","41.3","27147"
"754320","occ","","","60711","Rhinoptera","genus","34745","Lutetian","","47.8","41.3","27147"
"754321","occ","","","60711","Propristis schweinfurthi","species","86290","Lutetian","","47.8","41.3","27147"
"754322","occ","","","60711","Pristis lathami","species","100810","Lutetian","","47.8","41.3","27147"
"754323","occ","","","60711","Pristis","genus","34700","Lutetian","","47.8","41.3","27147"
"754324","occ","","","60711","Pristis","genus","34700","Lutetian","","47.8","41.3","27147"
"754547","occ","","","80384","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124"
"754550","occ","","","80764","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754552","occ","","","80765","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754554","occ","","","80766","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754556","occ","","","80767","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754558","occ","","","80776","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754560","occ","","","80779","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754563","occ","","","80789","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"754566","occ","","","80792","Selachii","unranked clade","80574","Ypresian","","56","47.8","124"
"757382","occ","","","81043","Notidanus primigenius","species","80586","Priabonian","","38","33.9","27270"
"757601","occ","","","81061","Lamnidae","family","80587","Cenomanian","","100.5","93.9","27249"
"757602","occ","","","81062","Squalicorax falcatus","species","125016","Cenomanian","","100.5","93.9","27249"
"758008","occ","","","48886","Odontaspis","genus","34620","Late Pleistocene","","0.126","0.0117","19012"
"758010","occ","","","48886","Myliobatis","genus","34741","Late Pleistocene","","0.126","0.0117","19012"
"758944","occ","","","81199","Carcharodon turgidus","species","205325","Chattian","","28.1","23.03","27364"
"762546","occ","","","81491","Carcharhinus","genus","34640","Tortonian","","11.62","7.246","27454"
"762547","occ","","","81491","Pristis","genus","34700","Tortonian","","11.62","7.246","27454"
"762548","occ","","","81491","Myliobatis","genus","34741","Tortonian","","11.62","7.246","27454"
"768129","occ","","","82043","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582"
"768130","occ","","","81931","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582"
"768133","occ","","","82044","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582"
"768134","occ","","","81934","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582"
"768135","occ","","","81928","Squalicorax falcatus","species","125016","Santonian","","86.3","83.6","27582"
"768136","occ","","","81972","Squalicorax falcatus","species","125016","Santonian","Maastrichtian","86.3","66","27582"
"768137","occ","","","81932","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582"
"768138","occ","","","82045","Squalicorax falcatus","species","125016","Late Cretaceous","","100.5","66","27582"
"768139","occ","","","82046","Squalicorax pristodontus","species","110986","Campanian","","83.6","72.1","27582"
"768140","occ","","","81928","Pseudocorax affinis","species","117665","Santonian","","86.3","83.6","27582"
"768141","occ","","","82047","Pseudocorax affinis","species","117665","Late Santonian","Early Campanian","85.8","70.6","27582"
"768152","occ","","","82043","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582"
"768153","occ","","","82044","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582"
"768154","occ","","","81928","Cretolamna appendiculata","species","117676","Santonian","","86.3","83.6","27582"
"768155","occ","","","81932","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582"
"768156","occ","","","82043","Cretoxyrhina mantelli","species","124956","Late Santonian","Early Campanian","85.8","70.6","27582"
"768157","occ","","","81928","Cretoxyrhina mantelli","species","124956","Santonian","","86.3","83.6","27582"
"771706","occ","","","82635","Pseudocorax laevis","species","156471","Campanian","","83.6","72.1","27814"
"775806","occ","","","45637","Pristis","genus","34700","Priabonian","","38","33.9","27954"
"775807","occ","","","45637","Myliobatis","genus","34741","Priabonian","","38","33.9","27954"
"775808","occ","","","45637","Heterodontus woodwardi","species","124935","Priabonian","","38","33.9","27954"
"775809","occ","","","45637","Scyliorhinus enniskilleni","species","125022","Priabonian","","38","33.9","27954"
"775810","occ","","","45637","Odontaspis malletiana","species","124949","Priabonian","","38","33.9","27954"
"775811","occ","","","45637","Odontaspis verticalis","species","124952","Priabonian","","38","33.9","27954"
"775813","occ","","","45637","Hemipristis wyattdurhami","species","125025","Priabonian","","38","33.9","27954"
"775814","occ","","","45637","Aprionodon greyegertoni","species","125029","Priabonian","","38","33.9","27954"
"775815","occ","","","45637","Prionodon gibbesi","species","131327","Priabonian","","38","33.9","27954"
"775816","occ","","","45637","Physodon secundus","species","125026","Priabonian","","38","33.9","27954"
"775817","occ","","","45637","Galeorhinus falconeri","species","125036","Priabonian","","38","33.9","27954"
"775818","occ","","","45637","Galeocerdo clarkensis","species","125023","Priabonian","","38","33.9","27954"
"775819","occ","","","83251","Odontaspis macrota","species","132649","Bartonian","","41.3","38","27954"
"775821","occ","","","83251","Prionodon gibbesi","species","131327","Bartonian","","41.3","38","27954"
"775822","occ","","","83251","Physodon secundus","species","125026","Bartonian","","41.3","38","27954"
"775823","occ","","","83251","Galeorhinus recticonus","species","125033","Bartonian","","41.3","38","27954"
"775824","occ","","","83251","Galeorhinus falconeri","species","125036","Bartonian","","41.3","38","27954"
"776462","occ","","","83302","Squalicorax pristodontus","species","110986","Maastrichtian","","72.1","66","27972"
"776464","occ","","","14454","Selachii","unranked clade","80574","Early Campanian","Early Maastrichtian","83.5","66","27972"
"776753","occ","","","83330","Ginglymostoma blankenhorni","species","124940","Middle Eocene","","48.6","37.2","27182"
"776754","occ","","","45637","Lamna (Odontaspis) hopei","species","124947","Priabonian","","38","33.9","27954"
"776755","occ","33031","","83331","Serratolamna","genus","86150","Maastrichtian","","72.1","66","40545"
"776758","occ","","","28983","Carcharodon angustidens","species","124964","Priabonian","","38","33.9","27954"
"776759","occ","","","28983","Sphyrna gilmorei","species","132680","Priabonian","","38","33.9","28099"
"776760","occ","","","28983","Galeocerdo alabamensis","species","125024","Priabonian","","38","33.9","28099"
"776790","occ","","","16848","Rhizoprionodon","genus","34662","Bartonian","","41.3","38","27182"
"776791","occ","","","16848","Raja","genus","34706","Bartonian","","41.3","38","27182"
"776795","occ","","","16848","Rhinoptera","genus","34745","Bartonian","","41.3","38","27182"
"776801","occ","","","83333","Myliobatis","genus","34741","Eocene","","56","33.9","27182"
"778053","occ","","","5159","Cretodus semiplicatus","species","131781","Santonian","","86.3","83.6","28024"
"778054","occ","","","78137","Cretodus semiplicatus","species","131781","Santonian","","86.3","83.6","28024"
"779595","occ","","","83826","Raja texana","species","132623","Early Eocene","","55.8","48.6","28099"
"779596","occ","","","83826","Trygon alveolatus","species","132624","Early Eocene","","55.8","48.6","28099"
"779597","occ","","","83826","Odontaspis exilis","species","132625","Early Eocene","","55.8","48.6","28099"
"779659","occ","","","18586","Myliobatis","genus","34741","Hemingfordian","","20.43","15.97","2692"
"779660","occ","","","18586","Carcharhinus","genus","34640","Hemingfordian","","20.43","15.97","2692"
"779661","occ","","","18586","Pristis","genus","34700","Hemingfordian","","20.43","15.97","2692"
"780632","occ","","","84011","Odontaspis macrota","species","132649","Paleocene","","66","56","28099"
"780661","occ","","","84011","Lamna mediavia","species","124955","Paleocene","","66","56","28099"
"780680","occ","","","84018","Lamna mediavia","species","124955","Cretaceous","","145","66","28099"
