"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1224268","occ","","","160582","Hemipristis serra","species","83182","Tortonian","","11.62","7.246","52363"
"1224269","occ","","","160582","Carcharhinus","genus","34640","Tortonian","","11.62","7.246","52363"
"1224270","occ","","","160582","Negaprion brevirostris","species","288152","Tortonian","","11.62","7.246","52363"
"1224271","occ","","","160583","Carcharhinus","genus","34640","Serravallian","","13.82","11.62","52363"
"1224272","occ","","","160583","Aetobatus narinari","species","154699","Serravallian","","13.82","11.62","52363"
"1224277","occ","","","145332","Hemipristis serra","species","83182","Tortonian","","11.62","7.246","52363"
"1224278","occ","","","145332","Carcharhinus","genus","34640","Tortonian","","11.62","7.246","52363"
"1224280","occ","","","160588","Carcharocles megalodon","species","80603","Tortonian","","11.62","7.246","52363"
"1224281","occ","","","160588","Carcharhinus","genus","34640","Tortonian","","11.62","7.246","52363"
"1224337","occ","","","57777","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","49081"
"1224339","occ","","","160623","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224584","occ","","","160679","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224602","occ","","","58987","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52363"
"1224674","occ","","","13297","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","49081"
"1224675","occ","","","160726","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224727","occ","","","59060","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","49081"
"1224731","occ","","","160738","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224732","occ","","","160739","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224733","occ","","","160740","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224734","occ","","","160741","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224735","occ","","","160742","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224736","occ","","","160743","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1224738","occ","","","160745","Carcharocles megalodon","species","80603","Barstovian","","15.97","13.6","49081"
"1225215","occ","","","94253","Cretolamna appendiculata","species","117676","Late Albian","","105.3","99.6","52459"
"1226589","occ","","","161201","Squalicorax pristodontus","species","110986","Albian","Maastrichtian","113","66","52522"
"1226660","occ","","","161210","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","38039"
"1226661","occ","","","161210","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","38039"
"1226662","occ","","","161210","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","38039"
"1226663","occ","","","161210","Galeocerdo","genus","34643","Middle Miocene","","15.97","11.608","38039"
"1226666","occ","","","161210","Sphyrna","genus","34664","Middle Miocene","","15.97","11.608","38039"
"1226667","occ","","","161210","Aetobatus arcuatus","species","80582","Middle Miocene","","15.97","11.608","38039"
"1226669","occ","","","161210","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","38039"
"1227240","occ","","","161374","Carcharocles megalodon","species","80603","Early Clarendonian","","13.6","10.3","52569"
"1227242","occ","","","161374","Carcharhinus","genus","34640","Early Clarendonian","","13.6","10.3","52569"
"1227243","occ","","","161374","Negaprion brevirostris","species","288152","Early Clarendonian","","13.6","10.3","52569"
"1227244","occ","","","161374","Hemipristis serra","species","83182","Early Clarendonian","","13.6","10.3","52569"
"1227245","occ","","","161374","Rhizoprionodon","genus","34662","Early Clarendonian","","13.6","10.3","52569"
"1227261","occ","","","161374","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227262","occ","","","161374","Galeocerdo aduncus","species","95928","Early Clarendonian","","13.6","10.3","52569"
"1227263","occ","","","161374","Galeocerdo contortus","species","83184","Early Clarendonian","","13.6","10.3","52569"
"1227267","occ","","","161375","Myliobatis","genus","34741","Early Clarendonian","","13.6","10.3","52569"
"1227268","occ","","","161375","Carcharocles megalodon","species","80603","Early Clarendonian","","13.6","10.3","52569"
"1227269","occ","","","161375","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227270","occ","","","161375","Hemipristis serra","species","83182","Early Clarendonian","","13.6","10.3","52569"
"1227271","occ","","","161375","Negaprion brevirostris","species","288152","Early Clarendonian","","13.6","10.3","52569"
"1227272","occ","","","161375","Carcharhinus leucas","species","83189","Early Clarendonian","","13.6","10.3","52569"
"1227276","occ","","","161375","Carcharhinus","genus","34640","Early Clarendonian","","13.6","10.3","52569"
"1227280","occ","","","161377","Carcharocles megalodon","species","80603","Early Clarendonian","","13.6","10.3","52569"
"1227281","occ","","","161377","Isurus","genus","34613","Early Clarendonian","","13.6","10.3","52569"
"1227282","occ","","","161377","Hemipristis serra","species","83182","Early Clarendonian","","13.6","10.3","52569"
"1227283","occ","","","161377","Negaprion brevirostris","species","288152","Early Clarendonian","","13.6","10.3","52569"
"1227284","occ","","","161377","Striatolamia macrota","species","66716","Early Clarendonian","","13.6","10.3","52569"
"1227285","occ","","","161377","Galeocerdo aduncus","species","95928","Early Clarendonian","","13.6","10.3","52569"
"1227286","occ","","","161377","Carcharodon hastalis","species","80595","Early Clarendonian","","13.6","10.3","52569"
"1227287","occ","","","161377","Isurus desori","species","280548","Early Clarendonian","","13.6","10.3","52569"
"1227288","occ","","","161377","Ginglymostoma","genus","34584","Early Clarendonian","","13.6","10.3","52569"
"1227289","occ","","","161377","Galeocerdo cuvier","species","83185","Early Clarendonian","","13.6","10.3","52569"
"1227290","occ","","","161377","Carcharhinus leucas","species","83189","Early Clarendonian","","13.6","10.3","52569"
"1227303","occ","","","161377","Carcharhinus","genus","34640","Early Clarendonian","","13.6","10.3","52569"
"1227306","occ","","","161380","Carcharodon subauriculatus","species","83172","Early Miocene","","23.03","15.97","52569"
"1227307","occ","","","161380","Negaprion brevirostris","species","288152","Early Miocene","","23.03","15.97","52569"
"1227308","occ","","","161380","Carcharhinus","genus","34640","Early Miocene","","23.03","15.97","52569"
"1227309","occ","","","161380","Carcharocles megalodon","species","80603","Early Miocene","","23.03","15.97","52569"
"1227310","occ","","","161380","Hemipristis serra","species","83182","Early Miocene","","23.03","15.97","52569"
"1227311","occ","","","161380","Galeocerdo cuvier","species","83185","Early Miocene","","23.03","15.97","52569"
"1227312","occ","","","161381","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52569"
"1227317","occ","","","161381","Negaprion brevirostris","species","288152","Middle Miocene","","15.97","11.608","52569"
"1227318","occ","","","161381","Galeocerdo cuvier","species","83185","Middle Miocene","","15.97","11.608","52569"
"1227319","occ","","","161381","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52569"
"1227320","occ","","","161381","Carcharhinus leucas","species","83189","Middle Miocene","","15.97","11.608","52569"
"1227321","occ","","","161381","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52569"
"1227322","occ","","","161381","Carcharias taurus","species","83130","Middle Miocene","","15.97","11.608","52569"
"1227323","occ","","","161381","Carcharhinidae","family","83183","Middle Miocene","","15.97","11.608","52569"
"1227324","occ","","","161381","Pristis","genus","34700","Middle Miocene","","15.97","11.608","52569"
"1227350","occ","","","161383","Carcharias taurus","species","83130","Messinian","","7.246","5.333","52582"
"1227352","occ","","","161383","Isurus","genus","34613","Messinian","","7.246","5.333","52582"
"1227353","occ","","","161383","Carcharocles megalodon","species","80603","Messinian","","7.246","5.333","52582"
"1227354","occ","","","161383","Negaprion eurybathrodon","species","83200","Messinian","","7.246","5.333","52582"
"1227355","occ","","","161383","Hemipristis serra","species","83182","Messinian","","7.246","5.333","52582"
"1227356","occ","","","161384","Carcharias taurus","species","83130","Serravallian","Tortonian","13.82","7.246","52582"
"1227357","occ","","","161384","Isurus","genus","34613","Serravallian","Tortonian","13.82","7.246","52582"
"1227359","occ","","","161384","Isurus","genus","34613","Serravallian","Tortonian","13.82","7.246","52582"
"1227360","occ","","","161384","Carcharocles megalodon","species","80603","Serravallian","Tortonian","13.82","7.246","52582"
"1227362","occ","","","161384","Galeocerdo cuvier","species","83185","Serravallian","Tortonian","13.82","7.246","52582"
"1227363","occ","","","161384","Galeocerdo aduncus","species","95928","Serravallian","Tortonian","13.82","7.246","52582"
"1227364","occ","","","161384","Carcharhinus falciformis","species","83187","Serravallian","Tortonian","13.82","7.246","52582"
"1227365","occ","","","161384","Negaprion eurybathrodon","species","83200","Serravallian","Tortonian","13.82","7.246","52582"
"1227366","occ","","","161384","Hemipristis serra","species","83182","Serravallian","Tortonian","13.82","7.246","52582"
"1227367","occ","","","161384","Hexanchus","genus","34526","Serravallian","Tortonian","13.82","7.246","52582"
"1227368","occ","","","161384","Rhizoprionodon","genus","34662","Serravallian","Tortonian","13.82","7.246","52582"
"1227369","occ","","","161384","Scyliorhinus","genus","34663","Serravallian","Tortonian","13.82","7.246","52582"
"1227370","occ","","","161384","Chaenogaleus","genus","34641","Serravallian","Tortonian","13.82","7.246","52582"
"1227371","occ","","","161384","Galeorhinus","genus","83177","Serravallian","Tortonian","13.82","7.246","52582"
"1227372","occ","","","161384","Squatina","genus","34570","Serravallian","Tortonian","13.82","7.246","52582"
"1227373","occ","","","161384","Raja gentili","species","154503","Serravallian","Tortonian","13.82","7.246","52582"
"1227377","occ","","","161385","Carcharias taurus","species","83130","Burdigalian","","20.44","15.97","52582"
"1227378","occ","","","161385","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227380","occ","","","161385","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227381","occ","","","161385","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","52582"
"1227383","occ","","","161385","Galeocerdo aduncus","species","95928","Burdigalian","","20.44","15.97","52582"
"1227384","occ","","","161385","Carcharhinus falciformis","species","83187","Burdigalian","","20.44","15.97","52582"
"1227385","occ","","","161385","Negaprion eurybathrodon","species","83200","Burdigalian","","20.44","15.97","52582"
"1227386","occ","","","161385","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","52582"
"1227387","occ","","","161385","Rhizoprionodon","genus","34662","Burdigalian","","20.44","15.97","52582"
"1227388","occ","","","161385","Parotodus benedeni","species","280547","Burdigalian","","20.44","15.97","52582"
"1227389","occ","","","161385","Carcharoides","genus","34604","Burdigalian","","20.44","15.97","52582"
"1227390","occ","","","161385","Sphyrna","genus","34664","Burdigalian","","20.44","15.97","52582"
"1227391","occ","","","161385","Triakis","genus","34666","Burdigalian","","20.44","15.97","52582"
"1227393","occ","","","161386","Carcharias taurus","species","83130","Burdigalian","","20.44","15.97","52582"
"1227394","occ","","","161386","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227396","occ","","","161386","Isurus","genus","34613","Burdigalian","","20.44","15.97","52582"
"1227397","occ","","","161386","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","52582"
"1227399","occ","","","161386","Galeocerdo aduncus","species","95928","Burdigalian","","20.44","15.97","52582"
"1227400","occ","","","161386","Carcharhinus falciformis","species","83187","Burdigalian","","20.44","15.97","52582"
"1227401","occ","","","161386","Negaprion eurybathrodon","species","83200","Burdigalian","","20.44","15.97","52582"
"1227402","occ","","","161386","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","52582"
"1227403","occ","","","161386","Hexanchus","genus","34526","Burdigalian","","20.44","15.97","52582"
"1227406","occ","","","161388","Carcharocles megalodon","species","80603","Aquitanian","","23.03","20.44","52582"
"1227407","occ","","","161388","Negaprion eurybathrodon","species","83200","Aquitanian","","23.03","20.44","52582"
"1227408","occ","","","161388","Carcharhinus falciformis","species","83187","Aquitanian","","23.03","20.44","52582"
"1227409","occ","","","161388","Galeocerdo aduncus","species","95928","Aquitanian","","23.03","20.44","52582"
"1227410","occ","","","161388","Hemipristis serra","species","83182","Aquitanian","","23.03","20.44","52582"
"1227411","occ","","","161388","Isurus","genus","34613","Aquitanian","","23.03","20.44","52582"
"1227412","occ","","","161388","Isurus","genus","34613","Aquitanian","","23.03","20.44","52582"
"1227413","occ","","","161388","Carcharias taurus","species","83130","Aquitanian","","23.03","20.44","52582"
"1227614","occ","","","161434","Notidanodon lanceolatus","species","151557","Late Cretaceous","","100.5","66","52598"
"1227617","occ","","","161434","Squalus latidens","species","156480","Late Cretaceous","","100.5","66","52598"
"1227618","occ","","","161434","Sclerorhynchus","genus","34712","Late Cretaceous","","100.5","66","52598"
"1227620","occ","","","161434","Squalidae","family","81027","Late Cretaceous","","100.5","66","52598"
"1227622","occ","","","161435","Hexanchus","genus","34526","Late Cretaceous","","100.5","66","52598"
"1227627","occ","","","161435","Odontaspis","genus","34620","Late Cretaceous","","100.5","66","52598"
"1227631","occ","","","161435","Cretolamna appendiculata","species","117676","Late Cretaceous","","100.5","66","52598"
"1227632","occ","","","161435","Plicatolamna","genus","95307","Late Cretaceous","","100.5","66","52598"
"1227633","occ","","","161436","Hexanchus","genus","34526","Late Cretaceous","","100.5","66","52598"
"1227634","occ","","","161436","Squalicorax","genus","34633","Late Cretaceous","","100.5","66","52598"
"1227635","occ","","","161436","Cretolamna appendiculata","species","117676","Late Cretaceous","","100.5","66","52598"
"1227636","occ","","","161436","Cretolamna","genus","34608","Late Cretaceous","","100.5","66","52598"
"1227640","occ","","","161437","Notidanodon","genus","34528","Late Cretaceous","","100.5","66","52598"
"1227641","occ","","","161437","Notorhynchus","genus","34529","Late Cretaceous","","100.5","66","52598"
"1227642","occ","","","161437","Cretolamna","genus","34608","Late Cretaceous","","100.5","66","52598"
"1227643","occ","","","161437","Squalicorax","genus","34633","Late Cretaceous","","100.5","66","52598"
"1227645","occ","","","161438","Striatolamia","genus","34634","Eocene","","56","33.9","52598"
"1227646","occ","","","161438","Isurus","genus","34613","Eocene","","56","33.9","52598"
"1227647","occ","","","161438","Lamna","genus","34615","Eocene","","56","33.9","52598"
"1227648","occ","","","161438","Carcharodon auriculatus","species","205317","Eocene","","56","33.9","52598"
"1227649","occ","","","161438","Carcharodon angustidens","species","124964","Eocene","","56","33.9","52598"
"1227650","occ","","","161438","Carcharodon","genus","34605","Eocene","","56","33.9","52598"
"1227651","occ","","","161439","Hexanchus","genus","34526","Early Oligocene","","33.9","28.4","52598"
"1227652","occ","","","161439","Heterodontus","genus","34572","Early Oligocene","","33.9","28.4","52598"
"1227653","occ","","","161439","Odontaspis","genus","34620","Early Oligocene","","33.9","28.4","52598"
"1227654","occ","","","161439","Carcharodon hastalis","species","80595","Early Oligocene","","33.9","28.4","52598"
"1227655","occ","","","161439","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227656","occ","","","161439","Lamna","genus","34615","Early Oligocene","","33.9","28.4","52598"
"1227657","occ","","","161439","Galeocerdo","genus","34643","Early Oligocene","","33.9","28.4","52598"
"1227658","occ","","","161439","Negaprion","genus","34651","Early Oligocene","","33.9","28.4","52598"
"1227659","occ","","","161439","Squatina","genus","34570","Early Oligocene","","33.9","28.4","52598"
"1227660","occ","","","161440","Hexanchus","genus","34526","Early Oligocene","","33.9","28.4","52598"
"1227661","occ","","","161440","Heterodontus","genus","34572","Early Oligocene","","33.9","28.4","52598"
"1227662","occ","","","161440","Odontaspis","genus","34620","Early Oligocene","","33.9","28.4","52598"
"1227663","occ","","","161440","Cetorhinus","genus","34606","Early Oligocene","","33.9","28.4","52598"
"1227664","occ","","","161440","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227665","occ","","","161440","Carcharodon angustidens","species","124964","Early Oligocene","","33.9","28.4","52598"
"1227666","occ","","","161440","Galeorhinus","genus","83177","Early Oligocene","","33.9","28.4","52598"
"1227667","occ","","","161440","Carcharhinus","genus","34640","Early Oligocene","","33.9","28.4","52598"
"1227668","occ","","","161440","Galeocerdo","genus","34643","Early Oligocene","","33.9","28.4","52598"
"1227669","occ","","","161440","Negaprion","genus","34651","Early Oligocene","","33.9","28.4","52598"
"1227670","occ","","","161440","Squalus","genus","34562","Early Oligocene","","33.9","28.4","52598"
"1227671","occ","","","161440","Squatina","genus","34570","Early Oligocene","","33.9","28.4","52598"
"1227672","occ","","","161440","Myliobatis","genus","34741","Early Oligocene","","33.9","28.4","52598"
"1227673","occ","","","161441","Hexanchus","genus","34526","Miocene","","23.03","5.333","52598"
"1227674","occ","","","161441","Odontaspis","genus","34620","Miocene","","23.03","5.333","52598"
"1227675","occ","","","161441","Cetorhinus maximus","species","170188","Miocene","","23.03","5.333","52598"
"1227676","occ","","","161441","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227677","occ","","","161441","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227678","occ","","","161441","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227679","occ","","","161441","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227680","occ","","","161441","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227681","occ","","","161441","Hemipristis serra","species","83182","Miocene","","23.03","5.333","52598"
"1227682","occ","","","161441","Negaprion","genus","34651","Miocene","","23.03","5.333","52598"
"1227683","occ","","","161441","Squatina","genus","34570","Miocene","","23.03","5.333","52598"
"1227686","occ","","","161442","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227687","occ","","","161442","Carcharodon","genus","34605","Middle Miocene","","15.97","11.608","52598"
"1227688","occ","","","161442","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52598"
"1227689","occ","","","161442","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227690","occ","","","161442","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227691","occ","","","161442","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52598"
"1227692","occ","","","161443","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227693","occ","","","161443","Lamna","genus","34615","Miocene","","23.03","5.333","52598"
"1227694","occ","","","161443","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227695","occ","","","161443","Carcharodon","genus","34605","Miocene","","23.03","5.333","52598"
"1227696","occ","","","161443","Otodus","genus","34621","Miocene","","23.03","5.333","52598"
"1227698","occ","","","161443","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227699","occ","","","161443","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227700","occ","","","161443","Negaprion","genus","34651","Miocene","","23.03","5.333","52598"
"1227701","occ","","","161443","Squalus","genus","34562","Miocene","","23.03","5.333","52598"
"1227702","occ","","","161443","Myliobatis","genus","34741","Miocene","","23.03","5.333","52598"
"1227709","occ","","","161445","Chlamydoselachus","genus","34523","Middle Miocene","","15.97","11.608","52598"
"1227710","occ","","","161445","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52598"
"1227711","occ","","","161445","Heptranchias","genus","34525","Middle Miocene","","15.97","11.608","52598"
"1227712","occ","","","161445","Nebrius","genus","34587","Middle Miocene","","15.97","11.608","52598"
"1227713","occ","","","161445","Odontaspis acutissima","species","97229","Middle Miocene","","15.97","11.608","52598"
"1227714","occ","","","161445","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52598"
"1227715","occ","","","161445","Odontaspis cuspidata","species","80589","Middle Miocene","","15.97","11.608","52598"
"1227716","occ","","","161445","Pseudocarcharias","genus","246557","Middle Miocene","","15.97","11.608","52598"
"1227717","occ","","","161445","Galeus","genus","34645","Middle Miocene","","15.97","11.608","52598"
"1227721","occ","","","161445","Cetorhinus","genus","34606","Middle Miocene","","15.97","11.608","52598"
"1227722","occ","","","161445","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52598"
"1227723","occ","","","161445","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227724","occ","","","161445","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227725","occ","","","161445","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227726","occ","","","161445","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52598"
"1227727","occ","","","161445","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227728","occ","","","161445","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227729","occ","","","161445","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52598"
"1227730","occ","","","161445","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227731","occ","","","161445","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227732","occ","","","161445","Galeocerdo aduncus","species","95928","Middle Miocene","","15.97","11.608","52598"
"1227733","occ","","","161445","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227734","occ","","","161445","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227735","occ","","","161445","Sphyrna","genus","34664","Middle Miocene","","15.97","11.608","52598"
"1227736","occ","","","161445","Squalus","genus","34562","Middle Miocene","","15.97","11.608","52598"
"1227737","occ","","","161445","Dalatias","genus","34542","Middle Miocene","","15.97","11.608","52598"
"1227739","occ","","","161445","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52598"
"1227741","occ","","","161445","Raja","genus","34706","Middle Miocene","","15.97","11.608","52598"
"1227744","occ","","","161445","Aetobatus","genus","34721","Middle Miocene","","15.97","11.608","52598"
"1227745","occ","","","161445","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","52598"
"1227746","occ","","","161445","Manta","genus","34738","Middle Miocene","","15.97","11.608","52598"
"1227747","occ","","","161445","Mobula","genus","34740","Middle Miocene","","15.97","11.608","52598"
"1227748","occ","","","161446","Carcharodon sulcidens","species","202667","Middle Miocene","","15.97","11.608","52598"
"1227749","occ","","","161446","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52598"
"1227750","occ","","","161446","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227751","occ","","","161447","Hexanchus","genus","34526","Miocene","","23.03","5.333","52598"
"1227752","occ","","","161447","Odontaspis acutissima","species","97229","Miocene","","23.03","5.333","52598"
"1227753","occ","","","161447","Cetorhinus","genus","34606","Miocene","","23.03","5.333","52598"
"1227754","occ","","","161447","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227755","occ","","","161447","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227756","occ","","","161447","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227757","occ","","","161447","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227758","occ","","","161447","Hemipristis serra","species","83182","Miocene","","23.03","5.333","52598"
"1227759","occ","","","161447","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227760","occ","","","161447","Galeorhinus affinis","species","83178","Miocene","","23.03","5.333","52598"
"1227761","occ","","","161447","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227762","occ","","","161447","Squalus","genus","34562","Miocene","","23.03","5.333","52598"
"1227763","occ","","","161447","Squatina","genus","34570","Miocene","","23.03","5.333","52598"
"1227765","occ","","","161447","Myliobatis","genus","34741","Miocene","","23.03","5.333","52598"
"1227809","occ","","","161451","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","52598"
"1227810","occ","","","161451","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","52598"
"1227811","occ","","","161451","Dalatias","genus","34542","Pliocene","","5.333","2.588","52598"
"1227812","occ","","","161452","Heterodontus","genus","34572","Pliocene","","5.333","2.588","52598"
"1227813","occ","","","161452","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227814","occ","","","161452","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227816","occ","","","161453","Isurus","genus","34613","Pleistocene","","2.588","0.0117","52598"
"1227817","occ","","","161453","Carcharhinus","genus","34640","Pleistocene","","2.588","0.0117","52598"
"1227818","occ","","","161453","Galeocerdo","genus","34643","Pleistocene","","2.588","0.0117","52598"
"1227819","occ","","","161453","Squatina","genus","34570","Pleistocene","","2.588","0.0117","52598"
"1227821","occ","","","161454","Cetorhinus maximus","species","170188","Early Pleistocene","","2.588","0.781","52598"
"1227822","occ","","","161454","Isurus","genus","34613","Early Pleistocene","","2.588","0.781","52598"
"1227823","occ","","","161454","Carcharhinus","genus","34640","Early Pleistocene","","2.588","0.781","52598"
"1227824","occ","","","161454","Sphyrna zygaena","species","83211","Early Pleistocene","","2.588","0.781","52598"
"1227964","occ","","","161489","Dalatias","genus","34542","Serravallian","","13.82","11.62","52618"
"1227965","occ","","","161489","Squalus","genus","34562","Serravallian","","13.82","11.62","52618"
"1227966","occ","","","161489","Rajidae","family","80575","Serravallian","","13.82","11.62","52618"
"1227967","occ","","","161489","Carcharias","genus","64190","Serravallian","","13.82","11.62","52618"
"1227968","occ","","","161489","Odontaspis","genus","34620","Serravallian","","13.82","11.62","52618"
"1227969","occ","","","161489","Carcharhinus","genus","34640","Serravallian","","13.82","11.62","52618"
"1227970","occ","","","161489","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1227971","occ","","","161489","Parotodus benedeni","species","280547","Serravallian","","13.82","11.62","52618"
"1227972","occ","","","161489","Isurus desori","species","280548","Serravallian","","13.82","11.62","52618"
"1227973","occ","","","161489","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1227974","occ","","","161489","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1227975","occ","","","161489","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1227988","occ","","","161491","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1227989","occ","","","161491","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1227995","occ","","","161492","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1227996","occ","","","161492","Dalatias","genus","34542","Middle Miocene","","15.97","11.608","52618"
"1227998","occ","","","161492","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","52618"
"1227999","occ","","","161492","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52618"
"1228000","occ","","","161492","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228001","occ","","","161492","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228002","occ","","","161492","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52618"
"1228004","occ","","","161492","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228005","occ","","","161492","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228006","occ","","","161492","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228007","occ","","","161492","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228008","occ","","","161492","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52618"
"1228009","occ","","","161492","Galeocerdo aduncus","species","95928","Middle Miocene","","15.97","11.608","52618"
"1228010","occ","","","161492","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228011","occ","","","161492","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228012","occ","","","161492","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52618"
"1228024","occ","","","161493","Squalus","genus","34562","Langhian","","15.97","13.82","52618"
"1228025","occ","","","161493","Carcharias","genus","64190","Langhian","","15.97","13.82","52618"
"1228026","occ","","","161493","Carcharhinus egertoni","species","246012","Langhian","","15.97","13.82","52618"
"1228027","occ","","","161493","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52618"
"1228028","occ","","","161494","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
