"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"255584","occ","","","14455","Pseudohypolophus","genus","34703","Judithian","","83.5","70.6","1691","","","-74.300003","40.299999"
"255587","occ","30972","","14455","Sclerorhynchus","genus","34712","Judithian","","83.5","70.6","54671","","","-74.300003","40.299999"
"256327","occ","","","20604","Ginglymostoma","genus","34584","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256328","occ","","","20604","Carcharias taurus","species","83130","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256329","occ","","","20604","Galeocerdo cuvier","species","83185","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256330","occ","","","20604","Carcharhinus leucas","species","83189","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256331","occ","","","20604","Carcharhinus obscurus","species","83193","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256332","occ","","","20604","Carcharhinus","genus","34640","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256333","occ","","","20604","Negaprion brevirostris","species","288152","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256334","occ","","","20604","Rhizoprionodon","genus","34662","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256335","occ","","","20604","Sphyrna","genus","34664","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256337","occ","","","20604","Aetobatus narinari","species","154699","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256338","occ","","","20604","Myliobatidae","family","80577","Late Pleistocene","","0.126","0.0117","1962","","","-81.066666","31.983334"
"256412","occ","","","20613","Carcharias taurus","species","83130","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256413","occ","","","20613","Galeocerdo cuvier","species","83185","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256414","occ","","","20613","Carcharhinus leucas","species","83189","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256415","occ","","","20613","Carcharhinus obscurus","species","83193","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256416","occ","","","20613","Carcharhinus","genus","34640","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256417","occ","","","20613","Negaprion brevirostris","species","288152","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256418","occ","","","20613","Rhizoprionodon","genus","34662","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256419","occ","","","20613","Aetobatus narinari","species","154699","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"256420","occ","","","20613","Myliobatidae","family","80577","Late Pleistocene","","0.126","0.0117","1962","","","-81.099998","32.000000"
"262174","occ","","","25325","Peyeria libyca","species","154620","Early Cenomanian","","99.6","93.5","7098","","","-4.836939","30.505667"
"262175","occ","","","25325","Serratolamna","genus","86150","Early Cenomanian","","99.6","93.5","7098","","","-4.836939","30.505667"
"266097","occ","","","25592","Onchus","genus","34866","Early Devonian","","419.2","393.3","7144","","","-64.800003","-18.450001"
"266098","occ","","","25592","Onchus","genus","34866","Early Devonian","","419.2","393.3","7144","","","-64.800003","-18.450001"
"266099","occ","","","25592","Onchus","genus","34866","Early Devonian","","419.2","393.3","7144","","","-64.800003","-18.450001"
"267456","occ","","","25692","Squalicorax pristodontus","species","110986","Middle Campanian","","83.5","70.6","7164","","","-101.133331","38.900002"
"269904","occ","","","15671","Galeorhinus","genus","83177","Wasatchian","","55.8","50.3","2671","","","-114.083336","28.683332"
"276562","occ","","","26176","Onchus","genus","34866","Emsian","","407.6","393.3","7258","","","-109.616669","44.950001"
"276563","occ","","","26176","Onchus","genus","34866","Emsian","","407.6","393.3","7258","","","-109.616669","44.950001"
"280201","occ","","","26767","Squalicorax pristodontus","species","110986","Late Campanian","","83.5","70.6","7398","3","elements","-109.129166","45.823334"
"281617","occ","","","26818","Squalicorax pristodontus","species","110986","Early Maastrichtian","","70.6","66","7438","","","-75.166664","39.783333"
"281618","occ","","","26818","Odontaspis","genus","34620","Early Maastrichtian","","70.6","66","7438","","","-75.166664","39.783333"
"281661","occ","","","26819","Squatina","genus","34570","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281662","occ","","","26819","Squalicorax pristodontus","species","110986","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281663","occ","","","26819","Cretolamna appendiculata","species","117676","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281664","occ","","","26819","Odontaspis cuspidata","species","80589","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281667","occ","","","26819","Rhinoptera","genus","34745","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281668","occ","","","26819","Myliobatis striatus","species","132634","Late Maastrichtian","Early Paleocene","70.6","61.7","29473","","","-75.166664","39.783333"
"281703","occ","","","26820","Odontaspis","genus","34620","Danian","","66","61.6","7438","","","-75.166664","39.783333"
"281704","occ","","","26820","Lamna obliqua","species","80600","Danian","","66","61.6","7438","","","-75.166664","39.783333"
"281705","occ","","","26820","Palaeocarcharodon","genus","34623","Danian","","66","61.6","7438","","","-75.166664","39.783333"
"282536","occ","","","26874","Onchus","genus","34866","Lochkovian","Pragian","419.2","407.6","4261","","","-83.550003","41.666668"
"283707","occ","","","13894","Onchus","genus","34866","Pridoli","","423","419.2","4261","","","14.183333","49.933334"
"284100","occ","10475","","27014","Igdabatis indicus","species","111387","Maastrichtian","","72.1","66","7470","","","77.866669","17.216667"
"287928","occ","","","14557","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","774","","","-104.366669","43.299999"
"288599","occ","","","14489","Onchopristis dunklei","species","154139","Judithian","","83.5","70.6","2988","","","-103.516670","29.316668"
"288601","occ","","","14489","Squatirhina americana","species","67743","Judithian","","83.5","70.6","2988","","","-103.516670","29.316668"
"289145","occ","","","27570","Sclerorhynchus","genus","34712","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289148","occ","","","27570","Pseudohypolophus","genus","34703","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289150","occ","","","27570","Squatina hassei","species","63024","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289152","occ","","","27570","Synodontaspis holmdelensis","species","117673","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289153","occ","","","27570","Odontaspis","genus","34620","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289156","occ","","","27570","Plicatolamna arcuata","species","117653","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289157","occ","","","27570","Cretodus borodini","species","117678","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289158","occ","","","27570","Paranomotodon","genus","34626","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289159","occ","","","27570","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289160","occ","","","27570","Squalicorax pristodontus","species","110986","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289161","occ","","","27570","Pseudocorax","genus","34630","Late Campanian","","83.5","70.6","776","","","-75.650558","39.555000"
"289630","occ","","","27604","Leptostyrax bicuspidatus","species","151697","Albian","","113","100.5","7600","","","-98.253334","32.003334"
"289644","occ","","","27606","Leptostyrax bicuspidatus","species","151697","Albian","","113","100.5","7600","","","-98.269997","32.003334"
"289709","occ","","","27613","Leptostyrax bicuspidatus","species","151697","Albian","","113","100.5","7600","","","-98.201942","32.220554"
"289744","occ","","","14375","Leptostyrax bicuspidatus","species","151697","Albian","","113","100.5","7600","","","-97.616669","33.283333"
"289818","occ","","","16542","Striatolamia macrota","species","66716","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289819","occ","","","16542","Carcharhinus","genus","34640","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289820","occ","","","16542","Galeocerdo eaglesomei","species","174776","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289821","occ","","","16542","Pristis","genus","34700","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289824","occ","","","16542","Myliobatis","genus","34741","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289825","occ","","","16542","Rhinoptera","genus","34745","Late Uintan","","46.2","40.4","702","","","-99.433334","27.533333"
"289834","occ","11959","","16549","Carcharias","genus","64190","Priabonian","","38","33.9","12028","","","-90.738899","35.020000"
"289835","occ","11960","","16549","Abdounia","genus","34638","Priabonian","","38","33.9","12028","","","-90.738899","35.020000"
"289836","occ","11961","","16549","Galeocerdo latidens","species","154351","Priabonian","","38","33.9","12028","","","-90.738899","35.020000"
"289837","occ","11962","","16549","Hemipristis","genus","34646","Priabonian","","38","33.9","12028","","","-90.738899","35.020000"
"289838","occ","","","16549","Prionodon gibbesi","species","131327","Priabonian","","38","33.9","701","","","-90.738899","35.020000"
"289839","occ","","","16549","Pristis","genus","34700","Priabonian","","38","33.9","701","","","-90.738899","35.020000"
"289840","occ","","","16549","Myliobatis","genus","34741","Priabonian","","38","33.9","701","","","-90.738899","35.020000"
"290970","occ","","","27774","Leptostyrax","genus","34616","Early Albian","","112.03","109","736","3","specimens","-97.688332","32.373333"
"291031","occ","","","14640","Squatirhina americana","species","67743","Lancian","","70.6","66","717","","","-104.491669","40.386391"
"291033","occ","","","14640","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","717","","","-104.491669","40.386391"
"293514","occ","","","27931","Onchus","genus","34866","Late Urzhumian","Early Severodvinian","268","252.3","4325","","","48.531387","55.148609"
"298980","occ","","","28765","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","7903","","","-2.634513","42.664555"
"298981","occ","","","28765","Cretolamna","genus","34608","Late Campanian","","83.5","70.6","7903","","","-2.634513","42.664555"
"303811","occ","","","31026","Galeocerdo latidens","species","154351","Middle Eocene","","48.6","37.2","8420","1","elements","73.183334","20.533333"
"332014","occ","","","31267","Hexanchus","genus","34526","Ypresian","","56","47.8","8420","3","elements","76.983330","30.983334"
"332015","occ","","","31267","Carcharodon","genus","34605","Ypresian","","56","47.8","8420","4","elements","76.983330","30.983334"
"332016","occ","","","31267","Isurus spallanzani","species","154350","Ypresian","","56","47.8","8420","1","elements","76.983330","30.983334"
"332018","occ","","","31267","Galeocerdo latidens","species","154351","Ypresian","","56","47.8","8420","1","elements","76.983330","30.983334"
"332019","occ","","","31267","Galeocerdo","genus","34643","Ypresian","","56","47.8","8420","5","elements","76.983330","30.983334"
"332020","occ","","","31267","Galeocerdo","genus","34643","Ypresian","","56","47.8","8420","1","elements","76.983330","30.983334"
"332021","occ","","","31267","Hemipristis","genus","34646","Ypresian","","56","47.8","8420","1","elements","76.983330","30.983334"
"332022","occ","","","31267","Paragaleus","genus","34654","Ypresian","","56","47.8","8420","2","elements","76.983330","30.983334"
"332023","occ","","","31267","Galeorhinus","genus","83177","Ypresian","","56","47.8","8420","4","elements","76.983330","30.983334"
"332024","occ","","","31267","Selachii","unranked clade","80574","Ypresian","","56","47.8","8420","","","76.983330","30.983334"
"332029","occ","","","31267","Myliobatis","genus","34741","Ypresian","","56","47.8","8420","5","elements","76.983330","30.983334"
"332037","occ","","","31268","Galeocerdo latidens","species","154351","Ypresian","","56","47.8","8420","1","elements","76.983330","30.983334"
"332824","occ","","","31326","Odontaspis acutissima","species","97229","Langhian","","15.97","13.82","8464","","","0.083333","44.083332"
"332825","occ","","","31326","Odontaspis cuspidata","species","80589","Langhian","","15.97","13.82","8464","1","specimens","0.083333","44.083332"
"332826","occ","","","31326","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","8464","1","specimens","0.083333","44.083332"
"341490","occ","","","32181","Squalicorax","genus","34633","Late Campanian","","83.5","70.6","8667","1906","elements","-74.274170","40.259998"
"341492","occ","","","32181","Plicatolamna arcuata","species","117653","Late Campanian","","83.5","70.6","8667","311","elements","-74.274170","40.259998"
"341493","occ","","","32181","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","8667","246","elements","-74.274170","40.259998"
"341494","occ","","","32181","Odontaspis","genus","34620","Late Campanian","","83.5","70.6","8667","228","elements","-74.274170","40.259998"
