"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"732970","occ","","","78641","Isurus","genus","34613","Early Miocene","","23.03","15.97","26436","F","category","93.000000","23.000000"
"736803","occ","","","79105","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560","1","specimens","-76.569725","38.389999"
"736998","occ","","","79106","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560","1","specimens","-76.483330","38.406666"
"738053","occ","","","79114","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560","1","specimens","-76.381111","38.384445"
"738619","occ","","","79352","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","26560","1","specimens","-76.569725","38.389999"
"738760","occ","","","32901","Eotorpedo hilgendorfi","species","154068","Lutetian","","47.8","41.3","26609","8","specimens","-79.670555","33.328609"
"738770","occ","","","79363","Squatina hassei","species","63024","Late Campanian","","83.5","70.6","26610","26","specimens","-79.529167","34.064167"
"738771","occ","","","79363","Heterodontus","genus","34572","Late Campanian","","83.5","70.6","26610","1","specimens","-79.529167","34.064167"
"738772","occ","","","79363","Cantioscyllium","genus","34579","Late Campanian","","83.5","70.6","26610","7","specimens","-79.529167","34.064167"
"738773","occ","","","79363","Chiloscyllium","genus","34581","Late Campanian","","83.5","70.6","26610","5","specimens","-79.529167","34.064167"
"738774","occ","","","79363","Pararhincodon","genus","34593","Late Campanian","","83.5","70.6","26610","4","specimens","-79.529167","34.064167"
"738775","occ","","","79363","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","26610","389","specimens","-79.529167","34.064167"
"738776","occ","","","79363","Squalicorax pristodontus","species","110986","Late Campanian","","83.5","70.6","26610","6","specimens","-79.529167","34.064167"
"738777","occ","","","79363","Archaeolamna kopingensis","species","151695","Late Campanian","","83.5","70.6","26610","8","specimens","-79.529167","34.064167"
"738778","occ","","","79363","Cretalamna","genus","186568","Late Campanian","","83.5","70.6","26610","7","specimens","-79.529167","34.064167"
"738779","occ","","","79363","Cretodus borodini","species","117678","Late Campanian","","83.5","70.6","26610","9","specimens","-79.529167","34.064167"
"738780","occ","","","79363","Carcharias","genus","64190","Late Campanian","","83.5","70.6","26610","320","specimens","-79.529167","34.064167"
"738781","occ","","","79363","Carcharias","genus","64190","Late Campanian","","83.5","70.6","26610","51","specimens","-79.529167","34.064167"
"740418","occ","","","32991","Isurus praecursor","species","124962","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740419","occ","","","32991","Carcharocles","genus","34603","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740421","occ","","","32991","Synodontaspis","genus","34635","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740422","occ","","","32991","Synodontaspis","genus","34635","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740423","occ","","","32991","Galeocerdo eaglesomei","species","174776","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740424","occ","","","32991","Abdounia","genus","34638","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740425","occ","","","32991","Physogaleus","genus","34656","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740426","occ","","","32991","Rhizoprionodon","genus","34662","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740427","occ","","","32991","Sphyrna","genus","34664","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740428","occ","","","32991","Scyliorhinus","genus","34663","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740429","occ","","","32991","Galeorhinus","genus","83177","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740430","occ","","","32991","Hemigaleidae","family","83181","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740431","occ","","","32991","Galeocerdo latidens","species","154351","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740432","occ","","","32991","Nebrius","genus","34587","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740433","occ","","","32991","Chiloscyllium","genus","34581","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740434","occ","","","32991","Ginglymostoma angolense","species","154021","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740436","occ","","","32991","Pristis lathami","species","100810","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740437","occ","","","32991","Propristis schweinfurthi","species","86290","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740442","occ","","","32991","Trygon jaekeli","species","153968","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740449","occ","","","32991","Myliobatis","genus","34741","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740450","occ","","","32991","Rhinoptera","genus","34745","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740451","occ","","","32991","Leidybatis","genus","154043","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740452","occ","","","32991","Archaeomanta melenhorsti","species","154062","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740453","occ","","","32991","Burnhamia","genus","34727","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740454","occ","","","32991","Mobula","genus","34740","Lutetian","","47.8","41.3","26719","","","1.334000","6.309000"
"740465","occ","","","79607","Serratolamna","genus","86150","Late Campanian","","83.5","70.6","26232","","","-101.400276","25.500000"
"741176","occ","","","79700","Propristis schweinfurthi","species","86290","Priabonian","","38","33.9","26772","","","30.691999","29.615999"
"742585","occ","","","53970","Pristis","genus","34700","MN 4","","16.9","15.97","26934","","","28.820278","30.381111"
"742586","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934","","","28.820278","30.381111"
"742600","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934","","","28.820278","30.381111"
"742601","occ","","","53970","Myliobatis","genus","34741","MN 4","","16.9","15.97","26934","","","28.820278","30.381111"
"742602","occ","","","53970","Sphyrna prisca","species","133193","MN 4","","16.9","15.97","26934","","","28.820278","30.381111"
"745963","occ","","","79971","Cretolamna","genus","34608","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745964","occ","","","79971","Nebrius","genus","34587","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745966","occ","","","79971","Negaprion eurybathrodon","species","83200","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745967","occ","","","79971","Carcharhinus","genus","34640","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745968","occ","","","79971","Rhizoprionodon","genus","34662","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745970","occ","","","79971","Rhinoptera","genus","34745","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"745971","occ","","","79971","Myliobatis","genus","34741","Eocene","","56","33.9","18054","","","70.383331","30.600000"
"747396","occ","","","17341","Odontaspis macrota","species","132649","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747397","occ","","","17341","Carcharodon auriculatus","species","205317","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747398","occ","","","17341","Carcharodon hastalis","species","80595","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747399","occ","","","17341","Carcharhinus","genus","34640","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747400","occ","","","17341","Physodon triqueter","species","132744","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747401","occ","","","17341","Hemipristis wyattdurhami","species","125025","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747402","occ","","","17341","Negaprion","genus","34651","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747403","occ","","","17341","Sphyrna","genus","34664","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"747405","occ","","","17341","Myliobatis","genus","34741","Whitneyan","","33.3","30.8","2738","","","-82.366669","29.633333"
"750302","occ","","","52997","Cretoxyrhina mantelli","species","124956","Middle Cenomanian","","99.6","93.5","26995","","","-103.522636","53.210037"
"750309","occ","","","52997","Squalicorax falcatus","species","125016","Middle Cenomanian","","99.6","93.5","26995","","","-103.522636","53.210037"
"750310","occ","","","52997","Squalicorax volgensis","species","151714","Middle Cenomanian","","99.6","93.5","26995","","","-103.522636","53.210037"
"750311","occ","","","52997","Archaeolamna","genus","34601","Middle Cenomanian","","99.6","93.5","26995","","","-103.522636","53.210037"
"750312","occ","","","52997","Cretodus","genus","34607","Middle Cenomanian","","99.6","93.5","26995","","","-103.522636","53.210037"
"750332","occ","","","23369","Cretodus","genus","34607","Late Turonian","Early Santonian","93.5","83.5","17842","","","-103.000000","53.119999"
"750335","occ","","","23369","Squalicorax falcatus","species","125016","Late Turonian","Early Santonian","93.5","83.5","17842","","","-103.000000","53.119999"
"750336","occ","","","23369","Synodontaspis","genus","34635","Late Turonian","Early Santonian","93.5","83.5","17842","","","-103.000000","53.119999"
"750337","occ","","","23369","Cretoxyrhina mantelli","species","124956","Late Turonian","Early Santonian","93.5","83.5","17842","","","-103.000000","53.119999"
"750338","occ","","","23369","Odontaspis","genus","34620","Late Turonian","Early Santonian","93.5","83.5","17842","","","-103.000000","53.119999"
"750345","occ","","","22731","Squalicorax curvatus","species","302160","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750346","occ","","","22731","Squalicorax falcatus","species","125016","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750347","occ","","","22731","Squalicorax volgensis","species","151714","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750348","occ","","","22731","Archaeolamna","genus","34601","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750349","occ","","","22731","Cretodus semiplicatus","species","131781","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750350","occ","","","22731","Dallasiella willistoni","species","121377","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750351","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750352","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"750353","occ","","","22731","Carcharias","genus","64190","Middle Cenomanian","","99.6","93.5","26995","","","-102.240944","53.480598"
"751573","occ","","","80367","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124","7","specimens","-86.616669","31.816668"
"751575","occ","","","80387","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124","9","specimens","-86.699997","31.650000"
"751801","occ","","","80495","Selachii","unranked clade","80574","Thanetian","","59.2","56","124","2","specimens","-87.366669","31.816668"
"752005","occ","","","70242","Galeocerdo aduncus","species","95928","Aquitanian","","23.03","20.44","27089","","","-0.516667","44.366669"
"752006","occ","","","70242","Carcharias acutissima","species","97236","Aquitanian","","23.03","20.44","27089","","","-0.516667","44.366669"
"752944","occ","","","80621","Selachii","unranked clade","80574","Thanetian","","59.2","56","124","3","specimens","-87.533333","31.833332"
"752946","occ","","","32012","Squalus","genus","34562","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752947","occ","","","32012","Squalus orpiensis","species","154373","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752948","occ","","","32012","Squatina angeloides","species","95926","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752949","occ","","","32012","Synodontaspis","genus","34635","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752952","occ","","","32012","Keasius parvus","species","95927","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752953","occ","","","32012","Carcharhinus","genus","34640","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752955","occ","","","32012","Urolophus","genus","34747","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752956","occ","","","32012","Raja terhagenensis","species","154508","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752957","occ","","","32012","Raja casieri","species","154500","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"752958","occ","","","32012","Rhizoprionodon","genus","34662","Chattian","","28.1","23.03","27126","","","11.816667","53.716667"
"753227","occ","","","80670","Selachii","unranked clade","80574","Thanetian","","59.2","56","124","5","specimens","-88.216667","32.083332"
"753248","occ","","","80672","Selachii","unranked clade","80574","Thanetian","","59.2","56","124","3","specimens","-85.583336","31.333332"
"753974","occ","","","77257","Ginglymostoma serra","species","124937","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753975","occ","","","77257","Ginglymostoma obliquum","species","132647","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753976","occ","","","77257","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753977","occ","","","77257","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753978","occ","","","77257","Galeocerdo","genus","34643","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753979","occ","","","77257","Galeorhinus falconeri","species","125036","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753983","occ","","","77257","Squatina","genus","34570","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753984","occ","","","77257","Myliobatis","genus","34741","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"753985","occ","","","77257","Pristis lathami","species","100810","Lutetian","","47.8","41.3","27147","","","-3.233333","6.700000"
"754270","occ","","","60711","Carcharodon","genus","34605","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754271","occ","","","60711","Odontaspis","genus","34620","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754273","occ","","","60711","Galeocerdo latidens","species","154351","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754275","occ","","","60711","Aprionodon","genus","100437","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754316","occ","","","60711","Hypoprion","genus","125028","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754317","occ","","","60711","Myliobatis dixoni","species","132628","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754318","occ","","","60711","Myliobatis striatus","species","132634","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754319","occ","","","60711","Myliobatis","genus","34741","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754320","occ","","","60711","Rhinoptera","genus","34745","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754321","occ","","","60711","Propristis schweinfurthi","species","86290","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754322","occ","","","60711","Pristis lathami","species","100810","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754323","occ","","","60711","Pristis","genus","34700","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754324","occ","","","60711","Pristis","genus","34700","Lutetian","","47.8","41.3","27147","","","-7.500000","5.000000"
"754547","occ","","","80384","Selachii","unranked clade","80574","Selandian","Thanetian","61.6","56","124","","","-84.849998","31.700001"
"754550","occ","","","80764","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-86.699997","31.533333"
"754552","occ","","","80765","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-88.216667","32.083332"
"754554","occ","","","80766","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-88.216667","32.083332"
"754556","occ","","","80767","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-88.216667","32.083332"
"754558","occ","","","80776","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","16","specimens","-88.216667","32.083332"
"754560","occ","","","80779","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-87.966667","31.916668"
"754563","occ","","","80789","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-85.133331","31.400000"
"754566","occ","","","80792","Selachii","unranked clade","80574","Ypresian","","56","47.8","124","","","-88.033333","31.066668"
"757382","occ","","","81043","Notidanus primigenius","species","80586","Priabonian","","38","33.9","27270","","","11.750000","45.500000"
"757601","occ","","","81061","Lamnidae","family","80587","Cenomanian","","100.5","93.9","27249","1","specimens","1.183333","51.083332"
"757602","occ","","","81062","Squalicorax falcatus","species","125016","Cenomanian","","100.5","93.9","27249","1","specimens","1.183333","51.083332"
"758008","occ","","","48886","Odontaspis","genus","34620","Late Pleistocene","","0.126","0.0117","19012","","","-76.364998","38.065834"
"758010","occ","","","48886","Myliobatis","genus","34741","Late Pleistocene","","0.126","0.0117","19012","","","-76.364998","38.065834"
"758944","occ","","","81199","Carcharodon turgidus","species","205325","Chattian","","28.1","23.03","27364","","","130.333328","33.583332"
"762546","occ","","","81491","Carcharhinus","genus","34640","Tortonian","","11.62","7.246","27454","","","-70.277222","11.249167"
"762547","occ","","","81491","Pristis","genus","34700","Tortonian","","11.62","7.246","27454","","","-70.277222","11.249167"
"762548","occ","","","81491","Myliobatis","genus","34741","Tortonian","","11.62","7.246","27454","","","-70.277222","11.249167"
"768129","occ","","","82043","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582","","","-87.791664","31.386110"
"768130","occ","","","81931","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582","","","-87.889999","32.840279"
"768133","occ","","","82044","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.080559","32.909168"
"768134","occ","","","81934","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.128334","32.957779"
"768135","occ","","","81928","Squalicorax falcatus","species","125016","Santonian","","86.3","83.6","27582","","","-87.197510","32.410885"
"768136","occ","","","81972","Squalicorax falcatus","species","125016","Santonian","Maastrichtian","86.3","66","27582","","","-87.197220","32.418610"
"768137","occ","","","81932","Squalicorax falcatus","species","125016","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.023056","32.756390"
"768138","occ","","","82045","Squalicorax falcatus","species","125016","Late Cretaceous","","100.5","66","27582","","","-85.293610","32.272499"
"768139","occ","","","82046","Squalicorax pristodontus","species","110986","Campanian","","83.6","72.1","27582","","","-87.503334","32.270557"
"768140","occ","","","81928","Pseudocorax affinis","species","117665","Santonian","","86.3","83.6","27582","","","-87.197510","32.410885"
"768141","occ","","","82047","Pseudocorax affinis","species","117665","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.258057","33.122780"
"768152","occ","","","82043","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582","","","-87.791664","31.386110"
"768153","occ","","","82044","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.080559","32.909168"
"768154","occ","","","81928","Cretolamna appendiculata","species","117676","Santonian","","86.3","83.6","27582","","","-87.197510","32.410885"
"768155","occ","","","81932","Cretolamna appendiculata","species","117676","Late Santonian","Early Campanian","85.8","70.6","27582","","","-88.023056","32.756390"
"768156","occ","","","82043","Cretoxyrhina mantelli","species","124956","Late Santonian","Early Campanian","85.8","70.6","27582","","","-87.791664","31.386110"
"768157","occ","","","81928","Cretoxyrhina mantelli","species","124956","Santonian","","86.3","83.6","27582","","","-87.197510","32.410885"
"771706","occ","","","82635","Pseudocorax laevis","species","156471","Campanian","","83.6","72.1","27814","","","-88.084724","32.923332"
"775806","occ","","","45637","Pristis","genus","34700","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775807","occ","","","45637","Myliobatis","genus","34741","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775808","occ","","","45637","Heterodontus woodwardi","species","124935","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775809","occ","","","45637","Scyliorhinus enniskilleni","species","125022","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775810","occ","","","45637","Odontaspis malletiana","species","124949","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775811","occ","","","45637","Odontaspis verticalis","species","124952","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775813","occ","","","45637","Hemipristis wyattdurhami","species","125025","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775814","occ","","","45637","Aprionodon greyegertoni","species","125029","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775815","occ","","","45637","Prionodon gibbesi","species","131327","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775816","occ","","","45637","Physodon secundus","species","125026","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775817","occ","","","45637","Galeorhinus falconeri","species","125036","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775818","occ","","","45637","Galeocerdo clarkensis","species","125023","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"775819","occ","","","83251","Odontaspis macrota","species","132649","Bartonian","","41.3","38","27954","","","-87.516945","31.541668"
"775821","occ","","","83251","Prionodon gibbesi","species","131327","Bartonian","","41.3","38","27954","","","-87.516945","31.541668"
"775822","occ","","","83251","Physodon secundus","species","125026","Bartonian","","41.3","38","27954","","","-87.516945","31.541668"
"775823","occ","","","83251","Galeorhinus recticonus","species","125033","Bartonian","","41.3","38","27954","","","-87.516945","31.541668"
"775824","occ","","","83251","Galeorhinus falconeri","species","125036","Bartonian","","41.3","38","27954","","","-87.516945","31.541668"
"776462","occ","","","83302","Squalicorax pristodontus","species","110986","Maastrichtian","","72.1","66","27972","","","-78.268082","34.396740"
"776464","occ","","","14454","Selachii","unranked clade","80574","Early Campanian","Early Maastrichtian","83.5","66","27972","","","-78.599998","34.599998"
"776753","occ","","","83330","Ginglymostoma blankenhorni","species","124940","Middle Eocene","","48.6","37.2","27182","","","-85.476944","31.198055"
"776754","occ","","","45637","Lamna (Odontaspis) hopei","species","124947","Priabonian","","38","33.9","27954","","","-87.961388","31.707222"
"776755","occ","33031","","83331","Serratolamna","genus","86150","Maastrichtian","","72.1","66","40545","","","-76.708336","38.963890"
"776758","occ","","","28983","Carcharodon angustidens","species","124964","Priabonian","","38","33.9","27954","","","-88.458885","31.930279"
"776759","occ","","","28983","Sphyrna gilmorei","species","132680","Priabonian","","38","33.9","28099","","","-88.458885","31.930279"
"776760","occ","","","28983","Galeocerdo alabamensis","species","125024","Priabonian","","38","33.9","28099","","","-88.458885","31.930279"
"776790","occ","","","16848","Rhizoprionodon","genus","34662","Bartonian","","41.3","38","27182","","","-87.900002","31.500000"
"776791","occ","","","16848","Raja","genus","34706","Bartonian","","41.3","38","27182","","","-87.900002","31.500000"
"776795","occ","","","16848","Rhinoptera","genus","34745","Bartonian","","41.3","38","27182","","","-87.900002","31.500000"
"776801","occ","","","83333","Myliobatis","genus","34741","Eocene","","56","33.9","27182","","","-87.160278","31.553333"
"778053","occ","","","5159","Cretodus semiplicatus","species","131781","Santonian","","86.3","83.6","28024","","","-84.987778","32.460835"
"778054","occ","","","78137","Cretodus semiplicatus","species","131781","Santonian","","86.3","83.6","28024","","","-86.383331","32.316666"
"779595","occ","","","83826","Raja texana","species","132623","Early Eocene","","55.8","48.6","28099","","","-97.514999","30.168333"
"779596","occ","","","83826","Trygon alveolatus","species","132624","Early Eocene","","55.8","48.6","28099","","","-97.514999","30.168333"
"779597","occ","","","83826","Odontaspis exilis","species","132625","Early Eocene","","55.8","48.6","28099","","","-97.514999","30.168333"
"779659","occ","","","18586","Myliobatis","genus","34741","Hemingfordian","","20.43","15.97","2692","","","-84.199997","30.299999"
"779660","occ","","","18586","Carcharhinus","genus","34640","Hemingfordian","","20.43","15.97","2692","","","-84.199997","30.299999"
"779661","occ","","","18586","Pristis","genus","34700","Hemingfordian","","20.43","15.97","2692","","","-84.199997","30.299999"
"780632","occ","","","84011","Odontaspis macrota","species","132649","Paleocene","","66","56","28099","","","-87.516388","32.604443"
"780661","occ","","","84011","Lamna mediavia","species","124955","Paleocene","","66","56","28099","","","-87.516388","32.604443"
"780680","occ","","","84018","Lamna mediavia","species","124955","Cretaceous","","145","66","28099","","","-101.343056","47.121944"
"780681","occ","","","84018","Odontaspis macrota","species","132649","Cretaceous","","145","66","28099","","","-101.343056","47.121944"
"780682","occ","","","84018","Myliobatis","genus","34741","Cretaceous","","145","66","28099","","","-101.343056","47.121944"
"780683","occ","","","84019","Pristis curvidens","species","132626","Tertiary","","66","2.588","28099","","","-74.683060","39.972500"
"780684","occ","","","84020","Pristis brachyodon","species","185366","Tertiary","","66","2.588","28099","","","-74.726669","39.253613"
"780688","occ","","","84022","Pristis amblodon","species","132627","Bartonian","","41.3","38","28099","","","-74.170555","40.199165"
"780765","occ","","","84044","Myliobatis dixoni","species","132628","Tertiary","","66","2.588","40988","","","-74.531387","40.067780"
"780766","occ","","","84045","Myliobatis dixoni","species","132628","Thanetian","","59.2","56","28099","","","-77.262497","38.414165"
"780767","occ","","","84046","Myliobatis dixoni","species","132628","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780768","occ","","","84047","Myliobatis dixoni","species","132628","Paleocene","","66","56","28099","","","-78.513611","38.871944"
"780769","occ","","","84048","Myliobatis dixoni","species","132628","Late Paleocene","","58.7","55.8","28099","","","-77.590836","38.501110"
"780770","occ","","","84049","Myliobatis dixoni","species","132628","Paleocene","","66","56","28099","","","-77.521111","38.393333"
"780771","occ","","","84019","Myliobatis striatus","species","132634","Tertiary","","66","2.588","28099","","","-74.683060","39.972500"
"780772","occ","","","16411","Myliobatis fastigiatus","species","132639","Lutetian","","47.8","41.3","28099","","","-74.300003","40.299999"
"780773","occ","","","84050","Myliobatis jugosus","species","132641","Eocene","","56","33.9","28099","","","-74.686943","39.855831"
"780774","occ","","","16411","Aetobatis irregularis","species","132643","Lutetian","","47.8","41.3","28099","","","-74.300003","40.299999"
"780775","occ","","","84048","Aetobatis irregularis","species","132643","Late Paleocene","","58.7","55.8","28099","","","-77.590836","38.501110"
"780776","occ","","","81880","Aetobatis irregularis","species","132643","Ypresian","","56","47.8","28099","","","-76.991112","38.398888"
"780778","occ","","","16411","Ginglymostoma obliquum","species","132647","Lutetian","","47.8","41.3","28099","","","-74.300003","40.299999"
"780779","occ","","","84046","Odontaspis winkleri","species","132648","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780780","occ","","","84051","Odontaspis cuspidata","species","80589","Paleocene","","66","56","28099","","","-74.253059","40.346668"
"780781","occ","","","84052","Odontaspis verticalis","species","124952","Paleocene","","66","56","28099","","","-77.175278","38.432777"
"780782","occ","","","84052","Odontaspis macrota","species","132649","Paleocene","","66","56","28099","","","-77.175278","38.432777"
"780783","occ","","","81880","Odontaspis macrota","species","132649","Ypresian","","56","47.8","28099","","","-76.991112","38.398888"
"780784","occ","","","84045","Odontaspis macrota","species","132649","Thanetian","","59.2","56","28099","","","-77.262497","38.414165"
"780785","occ","","","84046","Odontaspis macrota","species","132649","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780786","occ","","","84053","Odontaspis macrota","species","132649","Eocene","","56","33.9","28099","","","-78.766113","37.318611"
"780787","occ","","","84054","Odontaspis macrota","species","132649","Eocene","","56","33.9","28099","","","-78.184998","38.926388"
"780788","occ","","","84049","Odontaspis macrota","species","132649","Paleocene","","66","56","28099","","","-77.521111","38.393333"
"780789","occ","","","84055","Odontaspis macrota","species","132649","Eocene","","56","33.9","28099","","","-77.433891","37.540833"
"780790","occ","","","84047","Odontaspis macrota","species","132649","Paleocene","","66","56","28099","","","-78.513611","38.871944"
"780791","occ","","","60908","Odontaspis macrota","species","132649","Late Paleocene","","58.7","55.8","28099","","","-77.274719","38.336109"
"780792","occ","","","84056","Lamna obliqua","species","80600","Eocene","","56","33.9","28099","","","-77.142776","38.601665"
"780793","occ","","","84046","Lamna obliqua","species","80600","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780794","occ","","","84051","Lamna obliqua","species","80600","Paleocene","","66","56","28099","","","-74.253059","40.346668"
