"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Sirenia"
"Access Time","Fri 2017-02-03 23:50:23 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Sirenia"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0377"
"Records Found","796"
"Records Returned","796"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"610884","occ","","","65482","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610890","occ","","","65484","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610891","occ","","","65486","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610896","occ","","","65490","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610909","occ","","","65494","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610915","occ","","","65498","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 2","","22.4","20","18869"
"610920","occ","","","65502","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"610924","occ","","","65503","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"610929","occ","","","65506","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"611162","occ","","","65588","n. gen. Miosiren n. sp. kocki","species","64970","","Miosiren kocki","species","64970","Burdigalian","","20.44","15.97","18814"
"612808","occ","","","65798","Indosiren n. sp. koeningswaldi","species","65056","","Indosiren koeningswaldi","species","65056","Early Miocene","","23.03","15.97","11991"
"613657","occ","","","65905","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"613659","occ","","","65907","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","","15.97","13.65","18869"
"613661","occ","","","65911","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","","15.97","13.65","18869"
"613663","occ","","","65912","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613664","occ","","","65913","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613665","occ","","","65914","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613666","occ","","","65916","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613667","occ","","","65917","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613668","occ","","","65918","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 5","MN 6","15.97","12.75","18869"
"613669","occ","","","65919","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 6","","13.65","12.75","18869"
"613714","occ","","","65950","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"613715","occ","","","65951","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 3","","20","16.9","18869"
"613717","occ","","","65952","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 7 + 8","","12.75","11.1","18869"
"613719","occ","","","65954","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 13","","7.246","4.9","18869"
"613722","occ","","","65956","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 13","","7.246","4.9","18869"
"613725","occ","","","65958","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 15","","4.2","3.2","18869"
"614652","occ","","","66059","Hydrodamalis sp.","genus","36885","","Hydrodamalis","genus","36885","Pleistocene","","2.588","0.0117","2018"
"614661","occ","","","66065","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","18921"
"614884","occ","","","48159","Halitherium n. sp. angustifrons","species","86898","subjective synonym of","Prototherium veronense","species","65038","Middle Eocene","","48.6","37.2","36621"
"614885","occ","","","48159","Halitherium n. sp. veronense","species","65038","recombined as","Prototherium veronense","species","65038","Middle Eocene","","48.6","37.2","36621"
"622546","occ","","","67015","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Middle Miocene","","15.97","11.608","19106"
"622547","occ","","","67016","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Middle Miocene","","15.97","11.608","19106"
"625019","occ","","","55602","Ribodon limbatus","species","64975","","Ribodon limbatus","species","64975","Tortonian","","11.62","7.246","19222"
"635347","occ","","","56693","Felsinotherium serresii","species","86546","recombined as","Metaxytherium serresii","species","65034","Pliocene","","5.333","2.588","18788"
"645364","occ","","","69712","Halitherium cordieri","species","86877","subjective synonym of","Metaxytherium medium","species","53119","MN 6","MN 7 + 8","13.65","11.1","23390"
"645365","occ","","","69712","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","MN 6","MN 7 + 8","13.65","11.1","23390"
"645366","occ","","","69712","Thalattosiren petersi","species","65041","subjective synonym of","Metaxytherium medium","species","53119","MN 6","MN 7 + 8","13.65","11.1","23390"
"645723","occ","20712","","69730","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Tortonian","","11.62","7.246","27454"
"646308","occ","","","69805","Halitherium schinzi","species","86754","misspelling of, nomen dubium","Dugongidae","family","43286","Early Oligocene","","33.9","28.4","23435"
"650553","occ","","","49102","Metaxytherium cf. medium","species","65032","","Metaxytherium medium","species","53119","MN 4","","16.9","15.97","23602"
"650580","occ","","","70327","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","MN 1","","23.03","22.4","23602"
"650860","occ","","","70359","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 4","","16.9","15.97","23602"
"650885","occ","","","70361","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","23602"
"653967","occ","","","70583","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","23693"
"653968","occ","","","70584","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","23694"
"653973","occ","","","70586","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","23695"
"653977","occ","","","70585","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","23695"
"653982","occ","","","70587","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","23695"
"654014","occ","","","70588","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","23694"
"656168","occ","30662","","45511","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Burdigalian","","20.44","15.97","14028"
"664444","occ","","","71537","Dusisiren n. sp. dewana","species","65043","","Dusisiren dewana","species","65043","Tortonian","","11.62","7.246","24176"
"667528","occ","","","45506","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","24251"
"667530","occ","","","70819","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","24251"
"667532","occ","","","45498","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","24251"
"667553","occ","","","70826","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","24251"
"672090","occ","","","56694","Sirenia indet.","order","36873","","Sirenia","order","36873","Serravallian","","13.82","11.62","24574"
"693606","occ","","","40516","Eosiren sp.","genus","36880","","Eosiren","genus","36880","Late Eocene","","37.2","33.9","6026"
"694432","occ","","","58456","Eosiren n. sp. abeli","species","64984","","Eosiren abeli","species","64984","Lutetian","","47.8","41.3","18814"
"694682","occ","","","74803","Indosiren javanense","species","65055","corrected to","Indosiren javanensis","species","65055","Sarmatian","","12.7","11.608","13404"
"699177","occ","","","47079","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","25327"
"699782","occ","","","48159","Paraliosiren suessi","species","86897","subjective synonym of","Prototherium veronense","species","65038","Middle Eocene","","48.6","37.2","25371"
"703199","occ","","","75482","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Piacenzian","","3.6","2.588","25477"
"711272","occ","","","76129","Sirenia indet.","order","36873","","Sirenia","order","36873","Aquitanian","","23.03","20.44","25806"
"717000","occ","","","76981","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Paleogene","","66","23.03","26041"
"727605","occ","","","49935","Eotherium sp.","genus","71175","subjective synonym of","Eotheroides","genus","43287","Lutetian","Bartonian","47.8","38","26337"
"727606","occ","","","49935","Protosiren sp.","genus","36896","","Protosiren","genus","36896","Lutetian","Bartonian","47.8","38","12993"
"727636","occ","","","78246","Eotherium sp.","genus","71175","subjective synonym of","Eotheroides","genus","43287","Bartonian","","41.3","38","26337"
"741165","occ","","","79700","n. gen. Eosiren n. sp. libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","36316"
"750056","occ","","","80238","Sirenia indet.","order","86537","","Sirenia","order","36873","Bartonian","","41.3","38","26989"
"750057","occ","","","80239","Sirenia indet.","order","86537","","Sirenia","order","36873","Bartonian","","41.3","38","26989"
"751338","occ","","","80394","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751339","occ","","","80395","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751340","occ","","","80396","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751341","occ","","","80397","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751342","occ","","","80398","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751343","occ","","","80399","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050"
"751344","occ","","","80400","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","27050"
"751346","occ","","","80401","Metaxytherium cf. medium","species","65032","","Metaxytherium medium","species","53119","Miocene","","23.03","5.333","27050"
"751347","occ","","","80402","Metaxytherium cf. medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","27050"
"751348","occ","","","80403","Metaxytherium cf. medium","species","65032","","Metaxytherium medium","species","53119","Middle Miocene","","15.97","11.608","27050"
"751703","occ","","","65260","Sirenia indet.","order","86537","","Sirenia","order","36873","Bartonian","","41.3","38","27060"
"751904","occ","","","80238","Dugongidae informal indet. 1","species","43286","species not entered","Dugongidae","family","43286","Bartonian","","41.3","38","27077"
"751914","occ","","","80539","Metaxytherium forestii","species","86891","subjective synonym of","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","27080"
"752091","occ","","","80556","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","27096"
"752092","occ","","","56950","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","27097"
"752815","occ","26872","","80609","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"755129","occ","26871","","80849","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Early Pliocene","","5.333","3.6","41533"
"762544","occ","","","45478","n. gen. Nanosiren n. sp. garciae","species","124902","","Nanosiren garciae","species","124902","Early Pliocene","","5.333","3.6","27454"
"762545","occ","","","81491","Nanosiren n. sp. sanchezi","species","124903","","Nanosiren sanchezi","species","124903","Tortonian","","11.62","7.246","27454"
"762550","occ","","","58453","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Early Miocene","","23.03","15.97","27454"
"762551","occ","","","48884","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Burdigalian","","20.44","15.97","27454"
"762552","occ","","","48887","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Serravallian","","13.82","11.62","27454"
"762553","occ","","","18561","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Hemingfordian","","20.43","15.97","27454"
"762554","occ","","","45485","Nanosiren ? sp.","genus","124901","","Nanosiren","genus","124901","Tortonian","","11.62","7.246","27454"
"763267","occ","","","81596","Halitherium schinzi","species","86754","misspelling of, nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","27521"
"763268","occ","","","81597","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","27521"
"763269","occ","","","81598","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","27521"
"777665","occ","","","83457","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777669","occ","","","83458","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777673","occ","","","83461","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777674","occ","","","83462","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777675","occ","","","83463","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777676","occ","","","83464","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777677","occ","","","83465","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777678","occ","","","83466","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777680","occ","","","83467","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"777681","occ","","","83468","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","27683"
"782137","occ","","","84262","Metaxytherium cf. krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","28231"
"782171","occ","","","84267","Prorastomidae indet.","family","43285","","Prorastomidae","family","43285","Priabonian","","38","33.9","13400"
"782177","occ","","","49884","Prorastomidae indet.","family","43285","","Prorastomidae","family","43285","Middle Eocene","","48.6","37.2","13400"
"782219","occ","","","13065","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","28231"
"785351","occ","","","84655","Prototherium veronense","species","65039","","Prototherium veronense","species","65038","Late Eocene","","37.2","33.9","28392"
"785975","occ","","","58456","Protosiren n. sp. fraasi","species","53110","","Protosiren fraasi","species","53110","Lutetian","","47.8","41.3","25352"
"786814","occ","","","84898","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Rancholabrean","","0.3","0.012","2018"
"789827","occ","","","57732","Halitherium fossile","species","104057","subjective synonym of","Metaxytherium medium","species","53119","Burdigalian","","20.44","15.97","28853"
"789837","occ","","","85338","Prohalicore sp.","genus","36894","","Prohalicore","genus","36894","Neogene","","23.03","2.588","28855"
"796319","occ","","","52083","Halianassa collinii","species","86743","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","15197"
"797264","occ","","","49919","Sirenia indet.","order","86537","","Sirenia","order","36873","Priabonian","","38","33.9","26770"
"802159","occ","21475","","75264","Metaxytherium cf. medium","species","65032","","Metaxytherium medium","species","53119","Serravallian","","13.82","11.62","29206"
"803458","occ","","","87489","Sirenia indet.","order","86537","","Sirenia","order","36873","Zanclean","","5.333","3.6","29458"
"804341","occ","","","87723","Indosiren koenisgwaldi","species","36886","species not entered","Indosiren","genus","36886","Burdigalian","","20.44","15.97","11991"
"807987","occ","","","88341","Protosiren sattaensis","species","53313","","Protosiren sattaensis","species","53313","Bartonian","","41.3","38","7933"
"809728","occ","21882","","88643","n. gen. Ashokia n. sp. antiqua","species","148962","","Ashokia antiqua","species","148962","Lutetian","","47.8","41.3","30236"
"809729","occ","","","48074","Sirenia indet.","order","86537","","Sirenia","order","36873","Lutetian","","47.8","41.3","17794"
"809730","occ","","","45583","Sirenia indet.","order","86537","","Sirenia","order","36873","Lutetian","","47.8","41.3","17794"
"809731","occ","","","88644","Sirenia indet.","order","86537","","Sirenia","order","36873","Lutetian","","47.8","41.3","17794"
"811362","occ","","","47425","Hippopotamus n. sp. medius","species","53119","recombined as","Metaxytherium medium","species","53119","Burdigalian","","20.44","15.97","29834"
"811418","occ","","","89014","Sirenia indet.","order","86537","","Sirenia","order","36873","MN 5","","15.97","13.65","29847"
"811423","occ","","","89015","Sirenia indet.","order","86537","","Sirenia","order","36873","Early Miocene","Middle Miocene","23.03","11.608","29847"
"811424","occ","","","89016","Sirenia indet.","order","36873","","Sirenia","order","36873","Pliocene","","5.333","2.588","29847"
"811425","occ","","","38499","Hydrodamalis sp.","genus","36885","","Hydrodamalis","genus","36885","Early Pleistocene","","2.588","0.781","29848"
"811510","occ","","","89034","Sirenia indet.","order","86537","","Sirenia","order","36873","Badenian","","13.65","12.7","29861"
"811511","occ","","","89035","Sirenia indet.","order","86537","","Sirenia","order","36873","Burdigalian","","20.44","15.97","32550"
"813247","occ","21783","","52047","Halitherium schinzi","species","86754","misspelling of, nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","19106"
"816655","occ","","","89861","Hydrodamalis sp.","genus","36885","","Hydrodamalis","genus","36885","Late Pliocene","","3.6","2.588","30098"
"820814","occ","","","18581","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Hemphillian","","10.3","4.9","16572"
"820815","occ","","","90283","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Neogene","","23.03","2.588","16572"
"820816","occ","","","18554","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Late Clarendonian","","13.6","10.3","16572"
"820817","occ","","","90284","Metaxytherium cf. floridanum","species","65029","","Metaxytherium floridanum","species","65029","Barstovian","","15.97","13.6","16572"
"820818","occ","","","18560","Metaxytherium cf. floridanum","species","65029","","Metaxytherium floridanum","species","65029","Hemphillian","","10.3","4.9","16572"
"820820","occ","","","18536","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Early Clarendonian","","13.6","10.3","16572"
"820821","occ","","","18588","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Clarendonian","","13.6","10.3","16572"
"820822","occ","","","45476","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Serravallian","","13.82","11.62","16572"
"841729","occ","","","93327","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Miocene","","23.03","5.333","31484"
"842998","occ","","","93587","Eotheroides n. sp. lambondrano","species","62931","","Eotheroides lambondrano","species","62931","Middle Eocene","","48.6","37.2","31706"
"850789","occ","","","94579","Dugongidae ? indet.","family","43286","","Dugongidae","family","43286","Lutetian","","47.8","41.3","32192"
"850940","occ","","","94594","Dugongidae ? indet.","family","43286","","Dugongidae","family","43286","Lutetian","Bartonian","47.8","38","32192"
"853656","occ","","","94801","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Miocene","","23.03","5.333","32326"
"861952","occ","","","95769","n. gen. Domningia n. sp. sodhae","species","166361","","Domningia sodhae","species","166361","Aquitanian","","23.03","20.44","32532"
"864269","occ","","","95898","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","32561"
"872536","occ","","","96702","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Early Hemingfordian","","20.43","15.97","32976"
"872537","occ","","","96703","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Aquitanian","","23.03","20.44","32976"
"872859","occ","","","59850","Halitherium n. sp. bellunense","species","65054","nomen dubium","Dugonginae","subfamily","53125","Chattian","","28.1","23.03","36621"
"872888","occ","","","48652","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Piacenzian","","3.6","2.588","32997"
"872897","occ","","","96780","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","32997"
"875043","occ","","","96975","Protosiren sp.","genus","36896","","Protosiren","genus","36896","Lutetian","","47.8","41.3","33120"
"875044","occ","","","71068","Sirenia indet.","order","86537","","Sirenia","order","36873","Chattian","Burdigalian","28.1","15.97","33109"
"875045","occ","","","13065","Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","33120"
"875046","occ","","","96976","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Messinian","","7.246","5.333","18922"
"875047","occ","","","96977","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Tortonian","","11.62","7.246","18922"
"875048","occ","","","96978","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Tortonian","","11.62","7.246","18922"
"875049","occ","","","96979","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Messinian","","7.246","5.333","18922"
"875050","occ","","","96980","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Messinian","","7.246","5.333","18922"
"875051","occ","","","96982","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875052","occ","","","96983","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875053","occ","","","96984","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875054","occ","","","96985","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875055","occ","","","96986","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Messinian","","7.246","5.333","18922"
"875056","occ","","","96987","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875057","occ","","","96988","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875059","occ","","","96990","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875061","occ","","","96992","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"875062","occ","","","96993","Sirenia indet.","order","86537","","Sirenia","order","36873","Miocene","","23.03","5.333","33121"
"880085","occ","","","96952","Sirenia indet.","order","86537","","Sirenia","order","36873","Priabonian","","38","33.9","33316"
"880179","occ","","","97632","n. gen. Kutchisiren n. sp. cylindrica","species","170320","","Kutchisiren cylindrica","species","170320","Aquitanian","Burdigalian","23.03","15.97","33335"
"880425","occ","","","92751","Ribodon sp.","genus","36898","","Ribodon","genus","36898","Late Miocene","","11.608","5.333","33351"
"883984","occ","","","59273","Felsinotherium n. sp. forestii","species","86578","subjective synonym of","Metaxytherium subapenninum","species","65036","Zanclean","Piacenzian","5.333","2.588","18857"
"892978","occ","","","98852","Anomotherium langewieschei","species","64969","","Anomotherium langewieschei","species","64969","Late Oligocene","","28.4","23.03","34059"
"892979","occ","","","46097","Anomotherium langewieschei","species","64969","","Anomotherium langewieschei","species","64969","MP 22","","33.9","28.4","34059"
"892980","occ","","","46097","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","MP 22","","33.9","28.4","34059"
"892981","occ","","","98853","Anomotherium langewieschei","species","64969","","Anomotherium langewieschei","species","64969","Rupelian","","33.9","28.1","34059"
"897914","occ","","","99752","Protosiren sp.","genus","36896","","Protosiren","genus","36896","Bartonian","","41.3","38","34295"
"908646","occ","","","28309","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Ruscinian","","5.333","3.2","18922"
"908654","occ","","","52581","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Zanclean","","5.333","3.6","18922"
"928463","occ","","","13300","Dusisiren cf. jordani","species","53132","","Dusisiren jordani","species","65042","Messinian","Zanclean","7.246","3.6","35405"
"929547","occ","","","106312","Rhytina stelleri","species","134387","misspelling of, subjective synonym of","Hydrodamalis gigas","species","80943","Pleistocene","","2.588","0.0117","35455"
"930475","occ","","","106474","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946711","occ","","","110123","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946712","occ","","","110124","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946713","occ","","","110125","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946714","occ","","","110126","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946715","occ","","","110127","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946716","occ","","","110128","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946717","occ","","","110129","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946718","occ","","","110130","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946719","occ","","","110131","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946720","occ","","","110132","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946721","occ","","","110133","Hydrodamalis sp.","genus","36885","","Hydrodamalis","genus","36885","Late Pliocene","","3.6","2.588","36307"
"946770","occ","24832","","110174","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946771","occ","24831","","110175","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","36306"
"946772","occ","","","58456","Manatus n. sp. coulombi","species","86706","subjective synonym of","Eotheroides aegyptiacum","species","53112","Lutetian","","47.8","41.3","36317"
"949782","occ","","","65077","Halitherium n. sp. kaupi","species","86750","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","36410"
"949785","occ","","","65077","Halytherium dubium","species","187283","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","36412"
"949786","occ","","","65077","Pugmeodon n. sp. schinzii","species","64991","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","36412"
"951767","occ","","","56694","Thalattosiren petersi","species","65041","subjective synonym of","Metaxytherium medium","species","53119","Serravallian","","13.82","11.62","36482"
"959443","occ","","","112291","Dugonginae indet.","subfamily","53125","","Dugonginae","subfamily","53125","Late Oligocene","","28.4","23.03","36626"
"959553","occ","","","52083","Halitherium n. sp. abeli","species","86738","invalid subgroup of","Dugongidae","family","43286","Chattian","","28.1","23.03","36637"
"959554","occ","","","112319","Halitherium abeli","species","86738","invalid subgroup of","Dugongidae","family","43286","Chattian","","28.1","23.03","36637"
"960398","occ","","","58454","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","36647"
"960399","occ","","","58454","cf. Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36647"
"960400","occ","","","58454","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Early Miocene","","23.03","15.97","36647"
"960406","occ","","","65163","cf. Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36647"
