"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"474054","occ","","","47026","Negaprion eurybathrodon","species","83201","","Negaprion eurybathrodon","species","83200","Early Miocene","","23.03","15.97","12499"
"474055","occ","","","47026","Sphyrna sp.","genus","34664","","Sphyrna","genus","34664","Early Miocene","","23.03","15.97","12499"
"474056","occ","","","47026","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Early Miocene","","23.03","15.97","12499"
"474057","occ","","","47026","Aetobatus arcuatus","species","80582","","Aetobatus arcuatus","species","80582","Early Miocene","","23.03","15.97","12499"
"474058","occ","","","47026","Rhinoptera sp.","genus","34745","","Rhinoptera","genus","34745","Early Miocene","","23.03","15.97","12499"
"474059","occ","","","47024","Galeocerdo cf. aduncus","species","95928","","Galeocerdo aduncus","species","95928","Early Miocene","","23.03","15.97","12499"
"474469","occ","","","38135","Elasmobranchii indet.","subclass","54499","","Elasmobranchii","subclass","54499","Middle Jurassic","","174.1","163.5","12523"
"474472","occ","18161","","47056","Palaeobates sp.","genus","34505","","Palaeobates","genus","34505","Oxfordian","","163.5","157.3","17892"
"474551","occ","","","47069","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Early Miocene","","23.03","15.97","12499"
"474624","occ","","","47076","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Tithonian","","152.1","145","12540"
"474665","occ","","","47095","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Early Miocene","","23.03","15.97","12499"
"495391","occ","","","48994","Ctenacanthus ishii","species","34489","species not entered","Ctenacanthus","genus","34489","Changhsingian","","254.17","252.17","13068"
"504613","occ","","","51304","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Calabrian","","1.806","0.781","13658"
"504614","occ","","","51304","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Calabrian","","1.806","0.781","13658"
"508144","occ","","","46308","Carchariolamna sp.","genus","34602","","Carchariolamna","genus","34602","Burdigalian","","20.44","15.97","13722"
"508145","occ","","","46308","Hypoprion sp.","genus","125028","","Hypoprion","genus","125028","Burdigalian","","20.44","15.97","13722"
"513184","occ","","","22665","Lonchidion n. sp. indicus","species","57757","","Lonchidion indicus","species","57757","Sinemurian","Pliensbachian","199.3","182.7","10743"
"513539","occ","","","51997","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","13708"
"513540","occ","","","51997","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"513541","occ","","","51997","Isurus sp.","genus","34613","","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"513542","occ","","","51997","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","13708"
"513543","occ","","","51997","Pristis sp.","genus","34700","","Pristis","genus","34700","Late Miocene","","11.608","5.333","13708"
"513544","occ","","","51997","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Late Miocene","","11.608","5.333","13708"
"513545","occ","","","51997","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Late Miocene","","11.608","5.333","13708"
"513550","occ","","","52000","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","13708"
"513551","occ","","","52001","Carcharhinus pristis","species","34640","species not entered","Carcharhinus","genus","34640","Late Miocene","","11.608","5.333","13708"
"513553","occ","","","52002","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Early Miocene","","23.03","15.97","13708"
"513554","occ","","","52002","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Early Miocene","","23.03","15.97","13708"
"513558","occ","","","52005","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"513559","occ","","","52005","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","13708"
"513563","occ","","","52009","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Late Miocene","","11.608","5.333","13708"
"513564","occ","","","52009","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","13708"
"513565","occ","","","52009","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"513567","occ","","","52010","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","13708"
"513571","occ","","","52013","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Late Miocene","","11.608","5.333","13708"
"513580","occ","","","52017","Hexanchus serratissimus","species","34526","species not entered","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","13708"
"513581","occ","","","52017","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","13708"
"513586","occ","","","52020","Odontaspis macrotus","species","34620","species not entered","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","13708"
"513587","occ","","","52020","Carcharhinus ? sp.","genus","34640","","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","13708"
"513588","occ","","","52020","Myliobatus sp.","genus","63194","misspelling of, obsolete variant of","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","13708"
"513592","occ","","","52022","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Middle Miocene","","15.97","11.608","13708"
"513595","occ","","","52025","Isurus sp.","genus","34613","","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"513597","occ","","","52027","Isurus ? sp.","genus","34613","","Isurus","genus","34613","Late Miocene","","11.608","5.333","13708"
"516655","occ","","","52343","Heteroptychodus sp.","genus","199147","","Heteroptychodus","genus","199147","Valanginian","Barremian","139.8","125","38259"
"527933","occ","","","53883","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Late Miocene","","11.608","5.333","14509"
"527934","occ","","","53883","Isurus sp.","genus","34613","","Isurus","genus","34613","Late Miocene","","11.608","5.333","14509"
"527935","occ","","","53883","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Late Miocene","","11.608","5.333","14509"
"527936","occ","","","53883","Dalatias sp.","genus","34542","","Dalatias","genus","34542","Late Miocene","","11.608","5.333","14509"
"537092","occ","","","55652","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","15028"
"537093","occ","","","55652","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","15028"
"537378","occ","","","14149","n. gen. Miosynechodus n. sp. mora","species","68425","","Miosynechodus mora","species","68425","Miocene","","23.03","5.333","15040"
"537379","occ","","","14149","Isurus glaucus","species","34613","species not entered","Isurus","genus","34613","Miocene","","23.03","5.333","15040"
"537380","occ","","","14149","Galeolamna gangetica","species","86859","species not entered","Galeolamna","genus","86859","Miocene","","23.03","5.333","15040"
"537381","occ","","","14149","Galeolamna brachyura","species","86859","species not entered","Galeolamna","genus","86859","Miocene","","23.03","5.333","15040"
"537382","occ","","","14149","Galeolamna minor","species","86859","species not entered","Galeolamna","genus","86859","Miocene","","23.03","5.333","15040"
"537383","occ","","","14149","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Miocene","","23.03","5.333","15040"
"537384","occ","","","14149","Galeocerdo cuvieri","species","34643","species not entered","Galeocerdo","genus","34643","Miocene","","23.03","5.333","15040"
"537385","occ","","","14149","Trygon n. sp. sinhaleyus","species","68428","","Trygon sinhaleyus","species","68428","Miocene","","23.03","5.333","15040"
"537386","occ","","","14149","Myliobatis sinhaleyus","species","34741","species not entered","Myliobatis","genus","34741","Miocene","","23.03","5.333","15040"
"537387","occ","","","14149","Aetobatus sinhaleyus","species","34721","misspelling of, species not entered","Aetobatus","genus","34721","Miocene","","23.03","5.333","15040"
"537388","occ","","","14149","Chrysophrys n. sp. miolankae","species","275739","misspelling of, species not entered","Chrysophris","genus","68429","Miocene","","23.03","5.333","15040"
"540019","occ","","","56300","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Zanclean","","5.333","3.6","15167"
"544200","occ","","","56884","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","15332"
"544201","occ","","","56884","Isurus sp.","genus","34613","","Isurus","genus","34613","Middle Miocene","","15.97","11.608","15332"
"544202","occ","","","56884","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","15332"
"559074","occ","","","58101","Dasyatidae indet.","family","63613","","Dasyatidae","family","63613","Maastrichtian","","72.1","66","15616"
"559793","occ","","","58208","n. gen. Glickmanodus n. sp. rarus","species","213920","","Glickmanodus rarus","species","213920","Late Albian","","105.3","99.6","16510"
"559794","occ","","","58208","Polyacrodus ex gr. illingworthi","species","34508","species not entered","Polyacrodus","genus","34508","Late Albian","","105.3","99.6","16510"
"559795","occ","","","58208","Polyacrodus torosus","species","34508","species not entered","Polyacrodus","genus","34508","Late Albian","","105.3","99.6","16510"
"565793","occ","","","59181","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","16919"
"568519","occ","","","59698","Myledaphus sp.","genus","34808","","Myledaphus","genus","34808","Early Turonian","","93.5","89.3","16510"
"574424","occ","","","60397","Igdabatis sigmoides","species","34736","species not entered","Igdabatis","genus","34736","Maastrichtian","","72.1","66","17376"
"574425","occ","","","60397","Rhinoptera sp.","genus","34745","","Rhinoptera","genus","34745","Maastrichtian","","72.1","66","17376"
"587946","occ","","","46545","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Callovian","","166.1","163.5","17892"
"587958","occ","23576","","47056","Hybodus cf. huangnidanensis","species","173430","","Hybodus huangnidanensis","species","173430","Oxfordian","","163.5","157.3","34389"
"587959","occ","23577","","47056","n. gen. Jiaodontus n. sp. montaltissiums","species","173425","species not entered","Jiaodontus","genus","173425","Oxfordian","","163.5","157.3","34389"
"591658","occ","","","62538","Eostegostoma sp.","genus","34583","","Eostegostoma","genus","34583","Late Santonian","","85.8","83.5","18052"
"591659","occ","","","62538","Cantioscyllium n. sp. hashimiaensis","species","34579","species not entered","Cantioscyllium","genus","34579","Late Santonian","","85.8","83.5","18052"
"591660","occ","","","62538","Scapanorhynchus texanus","species","117671","","Scapanorhynchus texanus","species","117670","Late Santonian","","85.8","83.5","18052"
"591661","occ","","","62538","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Santonian","","85.8","83.5","18052"
"591662","occ","","","62538","Cretoxyrhina mantelli","species","183110","","Cretoxyrhina mantelli","species","124956","Late Santonian","","85.8","83.5","18052"
"591663","occ","","","62538","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Santonian","","85.8","83.5","18052"
"591664","occ","","","62538","Rhynchobatus sp.","genus","34710","","Rhynchobatus","genus","34710","Late Santonian","","85.8","83.5","18052"
"591665","occ","","","62538","Rhinobatos cf. casieri","species","63020","","Rhinobatos casieri","species","63020","Late Santonian","","85.8","83.5","18052"
"591666","occ","","","62538","Rhinobatos sp.","genus","34708","","Rhinobatos","genus","34708","Late Santonian","","85.8","83.5","18052"
"591667","occ","","","62538","Parapalaeobates pygmaeus","species","96800","","Parapalaeobates pygmaeus","species","96798","Late Santonian","","85.8","83.5","18052"
"591668","occ","","","62538","Pseudohypolophus n. sp. elongatus","species","34703","species not entered","Pseudohypolophus","genus","34703","Late Santonian","","85.8","83.5","18052"
"591670","occ","","","62538","Sclerorhynchus n. sp. karakensis","species","34712","species not entered","Sclerorhynchus","genus","34712","Late Santonian","","85.8","83.5","18052"
"591749","occ","","","62573","Squalus sp.","genus","34562","","Squalus","genus","34562","Middle Eocene","","48.6","37.2","18064"
"591750","occ","","","62573","Isistius trituratus","species","34548","species not entered","Isistius","genus","34548","Middle Eocene","","48.6","37.2","18064"
"591751","occ","","","62573","Squatina cf. prima","species","156476","","Squatina prima","species","156475","Middle Eocene","","48.6","37.2","18064"
"591752","occ","","","62573","Heterodontus cf. vincenti","species","34572","species not entered","Heterodontus","genus","34572","Middle Eocene","","48.6","37.2","18064"
"591753","occ","","","62573","Palaeorhincodon wardi","species","34589","species not entered","Palaeorhincodon","genus","34589","Middle Eocene","","48.6","37.2","18064"
"591754","occ","","","62573","Jaekelotodus trigonalis","species","34614","species not entered","Jaekelotodus","genus","34614","Middle Eocene","","48.6","37.2","18064"
"591755","occ","","","62573","Odontaspis winkleri","species","132648","","Odontaspis winkleri","species","132648","Middle Eocene","","48.6","37.2","18064"
"591756","occ","","","62573","Striatolamia macrota","species","66716","","Striatolamia macrota","species","66716","Middle Eocene","","48.6","37.2","18064"
"591757","occ","","","62573","Carcharias hopei","species","64190","species not entered","Carcharias","genus","64190","Middle Eocene","","48.6","37.2","18064"
"591758","occ","","","62573","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Middle Eocene","","48.6","37.2","18064"
"591764","occ","","","62573","Notorhynchus cf. primigenius","species","34529","species not entered","Notorhynchus","genus","34529","Middle Eocene","","48.6","37.2","18064"
"591765","occ","","","62573","Cretolamna lerichei","species","34608","species not entered","Cretolamna","genus","34608","Middle Eocene","","48.6","37.2","18064"
"591766","occ","","","62573","Carcharocles sokolowi","species","34603","species not entered","Carcharocles","genus","34603","Middle Eocene","","48.6","37.2","18064"
"591767","occ","","","62573","Scyliorhinus gilberti","species","34663","species not entered","Scyliorhinus","genus","34663","Middle Eocene","","48.6","37.2","18064"
"591768","occ","","","62573","Galeorhinus sp.","genus","83177","","Galeorhinus","genus","83177","Middle Eocene","","48.6","37.2","18064"
"591769","occ","","","62573","Abdounia beaugei","species","34638","species not entered","Abdounia","genus","34638","Middle Eocene","","48.6","37.2","18064"
"591770","occ","","","62573","Abdounia lapierrei","species","34638","species not entered","Abdounia","genus","34638","Middle Eocene","","48.6","37.2","18064"
"591771","occ","","","62573","Abdounia recticona","species","34638","species not entered","Abdounia","genus","34638","Middle Eocene","","48.6","37.2","18064"
"591772","occ","","","62573","Galeocerdo latidens","species","154351","","Galeocerdo latidens","species","154351","Middle Eocene","","48.6","37.2","18064"
"591773","occ","","","62573","Physogaleus sp.","genus","34656","","Physogaleus","genus","34656","Middle Eocene","","48.6","37.2","18064"
