"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"983731","occ","","","117857","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983732","occ","","","117857","Squalicorax sp.","genus","34633","","Squalicorax","genus","34633","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983733","occ","","","117857","Cretolamna biauriculata","species","153960","","Cretolamna biauriculata","species","153959","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983734","occ","","","117857","Cretolamna cf. maroccana","species","34608","species not entered","Cretolamna","genus","34608","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983735","occ","","","117857","Cretolamna cf. appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983736","occ","","","117857","Carcharias sp.","genus","64190","","Carcharias","genus","64190","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983737","occ","","","117857","Chiloscyllium sp.","genus","34581","","Chiloscyllium","genus","34581","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983738","occ","","","117857","Plicatoscyllium sp.","genus","90133","","Plicatoscyllium","genus","90133","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983739","occ","","","117857","Squatigaleus sp.","genus","34665","","Squatigaleus","genus","34665","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983741","occ","","","117857","Dalpiazia stromeri","species","96171","","Dalpiazia stromeri","species","96171","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983743","occ","","","117857","Parapalaeobates atlanticus","species","154493","","Parapalaeobates atlanticus","species","154493","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983744","occ","","","117857","Hypsobatis sp.","genus","34687","","Hypsobatis","genus","34687","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983745","occ","","","117857","Youssoubatis sp.","genus","34715","","Youssoubatis","genus","34715","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983747","occ","","","117857","Erguitaia sp.","genus","90304","","Erguitaia","genus","90304","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983748","occ","","","117857","Coupatezia sp.","genus","34728","","Coupatezia","genus","34728","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983750","occ","","","117857","Rhombodus aff. meridionalis","species","111390","","Rhombodus meridionalis","species","111390","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983751","occ","","","117857","Rhombodus sp.","genus","34746","","Rhombodus","genus","34746","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983752","occ","","","117857","Myliobatiformes indet.","order","34720","","Myliobatiformes","order","34720","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983767","occ","","","117862","Scapanorhynchus rapax","species","124943","","Scapanorhynchus rapax","species","124943","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983768","occ","","","117862","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983769","occ","","","117862","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983770","occ","","","117862","Parapalaeobates atlanticus","species","154493","","Parapalaeobates atlanticus","species","154493","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983771","occ","","","117862","Rhombodus sp.","genus","34746","","Rhombodus","genus","34746","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983775","occ","","","117863","Squalicorax bassanii","species","34633","species not entered","Squalicorax","genus","34633","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983781","occ","","","117864","Glikmanius occidentalis","species","149527","","Glikmanius occidentalis","species","149516","Wordian","","268.8","265.1","37873"
"983782","occ","","","117864","Lissodus sp.","genus","34501","","Lissodus","genus","34501","Wordian","","268.8","265.1","37873"
"983783","occ","","","117864","Hybodontoidea indet.","superfamily","56962","","Hybodontoidea","superfamily","56962","Wordian","","268.8","265.1","37873"
"985843","occ","","","58208","Eoanacorax dalinkevichiusi","species","151710","recombined as","Squalicorax dalinkevichiusi","species","151710","Late Albian","","105.3","99.6","18862"
"985844","occ","","","58208","Paraisurus sp.","genus","151700","","Paraisurus","genus","151700","Late Albian","","105.3","99.6","18862"
"985852","occ","","","58208","Batoidea indet.","unranked clade","63195","","Batoidea","unranked clade","63195","Late Albian","","105.3","99.6","18862"
"985874","occ","","","118247","cf. Parapalaeobates sp.","genus","34696","","Parapalaeobates","genus","34696","Coniacian","","89.8","86.3","18862"
"986886","occ","","","13366","Scapanorhynchus sp.","genus","34632","","Scapanorhynchus","genus","34632","Maastrichtian","","72.1","66","38133"
"986887","occ","","","13366","Cretolamna biauriculata","species","153960","","Cretolamna biauriculata","species","153959","Maastrichtian","","72.1","66","38133"
"986888","occ","","","13366","Squalicorax bassanii","species","34633","species not entered","Squalicorax","genus","34633","Maastrichtian","","72.1","66","38133"
"986889","occ","","","13366","Plicatoscyllium sp.","genus","90133","","Plicatoscyllium","genus","90133","Maastrichtian","","72.1","66","38133"
"987124","occ","","","64684","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Early Cenomanian","","99.6","93.5","38153"
"987130","occ","","","46959","Myledaphus tritus","species","34808","species not entered","Myledaphus","genus","34808","Middle Turonian","Late Turonian","93.5","89.3","38153"
"988813","occ","","","118956","Hybodus antingensis","species","203323","","Hybodus antingensis","species","203323","Cretaceous","","145","66","38208"
"989275","occ","","","4894","Elasmobranchii indet.","subclass","150278","","Elasmobranchii","subclass","54499","Early Maastrichtian","","70.6","66","38237"
"990744","occ","","","119467","Hybodontidae sp.","genus","210086","","Hybodontidae","family","56538","Changhsingian","","254.17","252.17","38340"
"990761","occ","","","119476","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Changhsingian","","254.17","252.17","38399"
"991289","occ","","","119671","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Aegean","Bithynian","247.2","242","38385"
"991290","occ","","","119672","Acrodus sp.","genus","34478","","Acrodus","genus","34478","Carnian","","237","228","38385"
"991291","occ","","","119673","Asteracanthus sp.","genus","34484","","Asteracanthus","genus","34484","Hettangian","","201.3","199.3","38385"
"993163","occ","","","119813","Ctenacanthidae sp.","genus","124923","","Ctenacanthidae","family","124923","Changhsingian","","254.17","252.17","38399"
"993164","occ","","","119813","Hybodontidae sp.","genus","210086","","Hybodontidae","family","56538","Changhsingian","","254.17","252.17","38399"
"993180","occ","","","119812","Meishanselache n. sp. liui","species","204604","","Meishanselache liui","species","204604","Changhsingian","","254.17","252.17","38399"
"993183","occ","","","119866","Neoselachii indet.","unranked clade","100265","","Neoselachii","unranked clade","100265","Changhsingian","","254.17","252.17","38399"
"993184","occ","","","119866","Polyacrodus n. sp. jiangxiensis","species","204613","","Polyacrodus jiangxiensis","species","204613","Changhsingian","","254.17","252.17","38399"
"993185","occ","","","119866","Lissodus n. sp. xiushuiensis","species","204611","","Lissodus xiushuiensis","species","204611","Changhsingian","","254.17","252.17","38399"
"993187","occ","","","119815","Sinacrodus donglingensis","species","204610","","Sinacrodus donglingensis","species","204610","Changhsingian","","254.17","252.17","38399"
"993188","occ","","","119814","n. gen. Sinacrodus n. sp. donglingensis","species","204610","","Sinacrodus donglingensis","species","204610","Changhsingian","","254.17","252.17","38399"
"995385","occ","","","120300","Bransonella sp.","genus","205347","","Bransonella","genus","205347","Tournaisian","Visean","358.9","330.9","38420"
"995389","occ","","","120301","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Visean","","346.7","330.9","38420"
"995395","occ","","","120299","Stethacanthus n. sp. gansuensis","species","205348","","Stethacanthus gansuensis","species","205348","Serpukhovian","","330.9","323.2","38420"
"995397","occ","","","120299","Stethacanthus cf. altonensis","species","151628","","Stethacanthus altonensis","species","151627","Serpukhovian","","330.9","323.2","38420"
"995399","occ","","","120299","Denaea sp.","genus","34439","","Denaea","genus","34439","Serpukhovian","","330.9","323.2","38420"
"995794","occ","","","120378","Hybodus zuodengensis","species","205447","","Hybodus zuodengensis","species","241875","Spathian","","251.3","247.2","38492"
"995795","occ","","","120378","Hybodus yohi","species","205449","","Hybodus yohi","species","241877","Spathian","","251.3","247.2","38492"
"995796","occ","","","120378","Polyacrodus n. sp. tiandongensis","species","205448","","Polyacrodus tiandongensis","species","205448","Spathian","","251.3","247.2","38492"
"998215","occ","","","120900","Palaeospinax ? sp.","genus","34669","nomen dubium","Paleospinacidae","family","63025","Dienerian","","252.17","251.3","38609"
"999630","occ","","","121312","Polyacrodus contrarius","species","207021","recombined as","Omanoselache contrarius","species","207021","Ladinian","","242","237","38718"
"999632","occ","","F","121312","cf. Minuticorona sp.","genus","276723","","Minuticorona","genus","276723","Ladinian","","242","237","38718"
"999633","occ","","","121313","Polyacrodus contrarius","species","207021","recombined as","Omanoselache contrarius","species","207021","Tuvalian","","232","221.5","38718"
"999636","occ","","","121314","Polyacrodus contrarius","species","207021","recombined as","Omanoselache contrarius","species","207021","Pelsonian","","247.2","242","38718"
"999639","occ","","","121315","Parvodus ? sp.","genus","138554","","Parvodus","genus","138554","Pelsonian","","247.2","242","38718"
"999641","occ","","","121316","Neoselachii ? indet.","unranked clade","100265","","Neoselachii","unranked clade","100265","Carnian","","237","228","38718"
"999643","occ","","F","121316","cf. Minuticorona sp.","genus","276723","","Minuticorona","genus","276723","Carnian","","237","228","38718"
"999644","occ","","","121316","""Arctacanthus"" exiguus","species","274047","","Arctacanthus exiguus","species","274047","Carnian","","237","228","38718"
"999645","occ","","","121317","aff. Arctacanthus sp.","genus","34483","","Arctacanthus","genus","34483","Carnian","","237","228","38718"
"999646","occ","","","121318","aff. Arctacanthus sp.","genus","34483","","Arctacanthus","genus","34483","Carnian","","237","228","38718"
"999648","occ","","","121319","aff. Arctacanthus sp.","genus","34483","","Arctacanthus","genus","34483","Carnian","","237","228","38718"
"1016564","occ","","","124426","Squalicorax falcatus","species","125017","","Squalicorax falcatus","species","125016","Cenomanian","","100.5","93.9","40127"
"1016565","occ","","","124426","Cyclobatis oligodactylus","species","154511","","Cyclobatis oligodactylus","species","154511","Cenomanian","","100.5","93.9","40127"
"1040458","occ","","","127382","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Chattian","","28.1","23.03","41464"
"1040459","occ","","","127382","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Chattian","","28.1","23.03","41464"
"1060929","occ","","F","131029","n. gen. Serratocorona n. sp. halberdiforme","species","242143","","Serratocorona halberdiforme","species","242143","Julian","","235","232","42320"
"1060930","occ","","F","131029","Fragilicorona paralabritricuspis","species","242135","","Fragilicorona paralabritricuspis","species","242135","Julian","","235","232","42320"
"1060931","occ","","","131030","Ornathiliabrilance sp.","genus","242146","","Ornathiliabrilance","genus","242146","Julian","","235","232","42320"
"1060932","occ","","F","131030","Fragilicorona n. sp. paralabritricuspis","species","242135","","Fragilicorona paralabritricuspis","species","242135","Julian","","235","232","42320"
"1060934","occ","","F","131031","Glabrisubcorona sp.","genus","207015","","Glabrisubcorona","genus","207015","Julian","","235","232","42320"
"1060935","occ","","F","131032","Fragilicorona paralabritricuspis","species","242135","","Fragilicorona paralabritricuspis","species","242135","Julian","","235","232","42320"
"1060936","occ","","F","131033","Carinasubcorona n. sp. bamaolinense","species","242148","","Carinasubcorona bamaolinense","species","242148","Julian","","235","232","42320"
"1060937","occ","","","131030","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Julian","","235","232","42323"
"1060938","occ","","","131029","Parvicorona dacrysulca","species","242151","","Parvicorona dacrysulca","species","242151","Julian","","235","232","42323"
"1060939","occ","","","131029","Annulicorona n. sp. pyramidalis","species","242153","","Annulicorona pyramidalis","species","242153","Julian","","235","232","42323"
"1060940","occ","","","131034","Sacrisubcorona circabasis","species","242155","","Sacrisubcorona circabasis","species","242155","Julian","","235","232","42323"
"1060941","occ","","F","131034","Glabrisubcorona arduidevexa","species","242156","","Glabrisubcorona arduidevexa","species","242156","Julian","","235","232","42323"
"1060942","occ","","F","131034","Lobaticorona floriditurris","species","242158","","Lobaticorona floriditurris","species","242158","Julian","","235","232","42323"
"1060943","occ","","","131034","Parvicorona n. sp. dacrysulca","species","242151","","Parvicorona dacrysulca","species","242151","Julian","","235","232","42323"
"1060944","occ","","","131034","Annulicorona pyramidalis","species","242153","","Annulicorona pyramidalis","species","242153","Julian","","235","232","42323"
"1060945","occ","","","131031","Parvicorona dacrysulca","species","242151","","Parvicorona dacrysulca","species","242151","Julian","","235","232","42323"
"1060946","occ","","","131034","Labrilancea glabrisubcuspis","species","242145","","Labrilancea glabrisubcuspis","species","242145","Julian","","235","232","42320"
"1069717","occ","","","132524","n. gen. Gansuselache n. sp. tungseni","species","245145","species not entered","Gansuselache","genus","245145","Wuchiapingian","Changhsingian","259.9","252.17","42696"
"1074310","occ","","","90286","Acrodus ? sp.","genus","34478","","Acrodus","genus","34478","Roadian","","272.3","268.8","42990"
"1074313","occ","","","133500","Hexanchidae indet.","family","83104","","Hexanchidae","family","83104","Wordian","","268.8","265.1","42990"
"1074317","occ","","","133504","Polyacrodus minimus","species","274215","","Polyacrodus minimus","species","274215","Olenekian","","251.2","247.2","42990"
"1074318","occ","","","133505","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Ladinian","Carnian","242","228","42990"
"1074322","occ","","","133508","Asteracanthus somaensis","species","274230","","Asteracanthus somaensis","species","274229","Oxfordian","Kimmeridgian","163.5","152.1","42990"
"1074323","occ","","","133509","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Callovian","Oxfordian","166.1","157.3","42990"
"1074324","occ","","","133509","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Callovian","Oxfordian","166.1","157.3","42990"
"1092466","occ","","","137396","Acrodus ? sp.","genus","34478","","Acrodus","genus","34478","Wuchiapingian","","259.9","254.17","43974"
"1092467","occ","","","137396","Polyacrodus ? sp.","genus","34508","","Polyacrodus","genus","34508","Wuchiapingian","","259.9","254.17","43974"
"1092469","occ","","","137397","cf. Asteracanthus sp.","genus","34484","","Asteracanthus","genus","34484","Wuchiapingian","","259.9","254.17","43974"
"1092470","occ","","","137397","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wuchiapingian","","259.9","254.17","43974"
"1092477","occ","","","137399","Acrodus ? sp.","genus","34478","","Acrodus","genus","34478","Changhsingian","","254.17","252.17","43974"
"1092478","occ","","","137399","Polyacrodus ? sp.","genus","34508","","Polyacrodus","genus","34508","Changhsingian","","254.17","252.17","43974"
"1093578","occ","","","137735","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Middle Jurassic","","174.1","163.5","44034"
"1109788","occ","","","140552","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Berriasian","Aptian","145","113","45531"
"1109789","occ","","","140552","Lonchidion n. sp. khoratensis","species","261605","","Lonchidion khoratensis","species","261605","Berriasian","Aptian","145","113","45531"
"1109790","occ","","","140552","n. gen. Isanodus n. sp. paladeji","species","261604","","Isanodus paladeji","species","261604","Berriasian","Aptian","145","113","45531"
"1109791","occ","","","140552","Parvodus sp.","genus","138554","","Parvodus","genus","138554","Berriasian","Aptian","145","113","45531"
"1109792","occ","","","140552","Heteroptychodus steinmanni","species","262142","","Heteroptychodus steinmanni","species","262142","Berriasian","Aptian","145","113","45531"
"1110536","occ","","","140654","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Sakmarian","","295.5","290.1","45579"
"1110537","occ","","","140655","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110538","occ","","","140655","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110539","occ","","","140655","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110540","occ","","","140655","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110541","occ","","","140655","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wordian","","268.8","265.1","45579"
"1110542","occ","","","140656","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110544","occ","","","140657","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110545","occ","","","140657","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110546","occ","","","140657","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110547","occ","","","140657","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110548","occ","","","140657","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110549","occ","","","140657","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110550","occ","","","140657","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110551","occ","","","140657","Khuffia prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110552","occ","","","140657","Cooleyella cf. fordi","species","149831","","Cooleyella fordi","species","149808","Wordian","","268.8","265.1","45579"
"1110553","occ","","","140657","Neoselachii indet.","unranked clade","151860","","Neoselachii","unranked clade","100265","Wordian","","268.8","265.1","45579"
"1110557","occ","","","140658","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110558","occ","","","140658","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110559","occ","","","140658","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110561","occ","","","121856","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110562","occ","","","140659","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110563","occ","","","140659","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110564","occ","","","140659","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110565","occ","","","140659","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110566","occ","","","140660","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110567","occ","","","140660","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110568","occ","","","140660","n. gen. Omanoselache n. sp. hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110569","occ","","","140660","Omanoselache n. sp. angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110570","occ","","","140660","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110571","occ","","","140660","n. gen. Reesodus n. sp. underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1110572","occ","","","140660","n. gen. Teresodus n. sp. amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110573","occ","","","140660","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110574","occ","","","140660","n. gen. Khuffia n. sp. lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110575","occ","","","140660","Khuffia n. sp. prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110576","occ","","","140660","Nemacanthus sp.","genus","34668","","Nemacanthus","genus","34668","Wordian","","268.8","265.1","45579"
"1110577","occ","","","140660","Amelacanthus cf. sulcatus","species","205826","","Amelacanthus sulcatus","species","210595","Wordian","","268.8","265.1","45579"
"1110580","occ","","","140661","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110581","occ","","","140661","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110582","occ","","","140661","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110583","occ","","","140661","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110584","occ","","","140661","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110585","occ","","","140661","Reesodus underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1110586","occ","","","140661","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110587","occ","","","140661","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110588","occ","","","140661","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110589","occ","","","140661","Khuffia prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110590","occ","","","140661","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wordian","","268.8","265.1","45579"
"1110591","occ","","","140662","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110592","occ","","","140662","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110593","occ","","","140662","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110594","occ","","","140662","Reesodus underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1110595","occ","","","140662","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110596","occ","","","140662","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110597","occ","","","140662","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110598","occ","","","140662","Khuffia prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110599","occ","","","140663","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110600","occ","","","140663","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110601","occ","","","140664","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110602","occ","","","140664","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110603","occ","","","140664","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110604","occ","","","140664","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110605","occ","","","140664","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110606","occ","","","140664","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110607","occ","","","140664","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110608","occ","","","140664","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110609","occ","","","140664","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wordian","","268.8","265.1","45579"
"1110610","occ","","","140664","Amelacanthus cf. sulcatus","species","205826","","Amelacanthus sulcatus","species","210595","Wordian","","268.8","265.1","45579"
"1110613","occ","","","121857","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110614","occ","","","121857","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110615","occ","","","121857","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110616","occ","","","121857","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110617","occ","","","121857","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110618","occ","","","121857","Reesodus underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1110619","occ","","","121857","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110620","occ","","","121857","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110621","occ","","","121857","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110622","occ","","","121857","Khuffia prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110623","occ","","","140665","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110624","occ","","","140665","Glikmanius n. sp. culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110625","occ","","","140665","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110626","occ","","","140665","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110627","occ","","","140665","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Wordian","","268.8","265.1","45579"
"1110628","occ","","","140665","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110629","occ","","","140665","Hybodontiformes informal Palaeozoic genus 1","species","218948","species not entered","Hybodontiformes","order","56963","Wordian","","268.8","265.1","45579"
"1110630","occ","","","140665","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110631","occ","","","140665","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110632","occ","","","140665","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wordian","","268.8","265.1","45579"
"1110633","occ","","","140665","Amelacanthus cf. sulcatus","species","205826","","Amelacanthus sulcatus","species","210595","Wordian","","268.8","265.1","45579"
